"seqid","type","start","end","strand","ID","description"
"LmjF.16","IGI",480956,490798,"-","LmjF.16.1220","Cullin family/Cullin protein neddylation domain containing protein, putative"
"LmjF.35","IGI",1864273,1867881,"+","LmjF.35.4760","hypothetical protein, conserved"
"LmjF.35","IGI",516191,525705,"+","LmjF.35.1140","oligosaccharyl transferase-like protein"
"LmjF.27","IGI",995015,996894,"+","LmjF.27.rRNA.25","28S ribosomal RNA (LSU-beta)"
"LmjF.15","IGI",568081,571790,"-","LmjF.15.1370","Putative papain-like cysteine peptidase (DUF1796), putative"
"LmjF.36","IGI",430637,437000,"+","LmjF.36.1150","endonuclease/exonuclease/phosphatase, putative"
"LmjF.32","IGI",139360,155225,"-","LmjF.32.0390","19S proteasome non-atpase subunit 8"
"LmjF.33","IGI",102746,103083,"-","LmjF.33.snoRNA0114","C/D snoRNA"
"LmjF.27","IGI",379208,379383,"-","LmjF.27.snoRNA0132","C/D snoRNA"
"LmjF.21","IGI",402154,409976,"+","LmjF.21.0980","intraflagellar transport protein 172, putative"
"LmjF.02","IGI",101750,109658,"-","LmjF.02.0210","phosphoglycan beta 1,3 galactosyltransferase"
"LmjF.30","IGI",1319260,1329066,"+","LmjF.30.3480","chromosomal passenger complex protein 1"
"LmjF.35","IGI",1838662,1842114,"+","LmjF.35.4640","hypothetical protein, conserved"
"LmjF.33","IGI",26168,28432,"-","LmjF.33.0115","hypothetical protein"
"LmjF.18","IGI",399418,403540,"+","LmjF.18.0960","mannosyltransferase-II, putative"
"LmjF.30","IGI",91240,94526,"-","LmjF.30.0300","hypothetical protein, conserved"
"LmjF.36","IGI",1796073,1799443,"+","LmjF.36.4650","60S acidic ribosomal protein, putative"
"LmjF.26","IGI",651051,651241,"+","LmjF.26.snoRNA0549","H/ACA-like snoRNA"
"LmjF.36","IGI",1832258,1839247,"+","LmjF.36.4730","hypothetical protein, conserved"
"LmjF.14","IGI",375431,383037,"-","LmjF.14.0930","tc40 antigen-like"
"LmjF.27","IGI",1036640,1043565,"+","LmjF.27.rRNA.05","18S ribosomal (SSU) RNA"
"LmjF.13","IGI",609153,615032,"-","LmjF.13.1620","squalene monooxygenase-like protein"
"LmjF.09","IGI",332825,335116,"-","LmjF.09.0810","prefoldin subunit, putative"
"LmjF.19","IGI",412561,419815,"+","LmjF.19.1010","WD domain, G-beta repeat, putative"
"LmjF.05","IGI",22886,25786,"+","LmjF.05.0080","Rrp15p, putative"
"LmjF.06","IGI",170896,174598,"+","LmjF.06.0490","hypothetical protein, conserved"
"LmjF.23","IGI",150449,157014,"+","LmjF.23.0410","hypothetical protein, unknown function"
"LmjF.36","IGI",2313746,2316751,"-","LmjF.36.6020","OTU-like cysteine protease, putative"
"LmjF.27","IGI",516390,520611,"-","LmjF.27.1230","hypothetical protein, conserved"
"LmjF.27","IGI",95547,101714,"+","LmjF.27.0360","ATPase, putative"
"LmjF.35","IGI",1289381,1294250,"-","LmjF.35.3150","class I transcription factor A, subunit 2, putative"
"LmjF.28","IGI",93440,97617,"+","LmjF.28.0300","hypothetical protein, conserved"
"LmjF.14","IGI",245217,254653,"-","LmjF.14.0680","fatty acid elongase, putative"
"LmjF.09","IGI",69386,72070,"+","LmjF.09.0158","ATG8/AUT7/APG8/PAZ2, putative"
"LmjF.15","IGI",159001,159136,"+","LmjF.15.snoRNA0061","C/D snoRNA"
"LmjF.33","IGI",676651,676789,"+","LmjF.33.snoRNA0131","H/ACA-like snoRNA"
"LmjF.30","IGI",957826,965776,"-","LmjF.30.2480","heat shock 70-related protein 1, mitochondrial precursor, putative"
"LmjF.27","IGI",1009598,1010371,"+","LmjF.27.rRNA.45","28S ribosomal RNA (LSU-epsilon, M4)"
"LmjF.35","IGI",924388,933479,"+","LmjF.35.2270","ATP-dependent RNA helicase-like protein"
"LmjF.30","IGI",596658,599719,"+","LmjF.30.1640","Protein of unknown function (DUF1077), putative"
"LmjF.18","IGI",174392,174710,"-","LmjF.18.snoRNA0141","C/D snoRNA"
"LmjF.35","IGI",692638,703635,"-","LmjF.35.1620","Concanavalin A-like lectin/glucanases superfamily, putative"
"LmjF.25","IGI",549932,552703,"-","LmjF.25.1380","hypothetical protein, conserved"
"LmjF.31","IGI",96697,107839,"-","LmjF.31.0340","amino acid transporter aATP11, putative"
"LmjF.09","IGI",232957,236549,"+","LmjF.09.0560","Histidine phosphatase superfamily (branch 1), putative"
"LmjF.19","IGI",606293,612672,"+","LmjF.19.1380","cation transporter, putative"
"LmjF.34","IGI",400418,403380,"+","LmjF.34.0930","hypothetical protein, conserved"
"LmjF.36","IGI",478543,481745,"+","LmjF.36.1310","hypothetical protein, conserved"
"LmjF.06","IGI",109883,115614,"-","LmjF.06.0330","hypothetical protein, conserved"
"LmjF.30","IGI",916086,931276,"-","LmjF.30.2390","hypothetical protein, conserved"
"LmjF.24","IGI",325092,327325,"+","LmjF.24.0940","Archaic Translocase of outer membrane 14 kDa subunit, putative"
"LmjF.26","IGI",234682,238760,"-","LmjF.26.0810","type II (glutathione peroxidase-like) tryparedoxin peroxidase"
"LmjF.20","IGI",437998,453167,"+","LmjF.20.1050","hypothetical protein, unknown function"
"LmjF.28","IGI",719695,726025,"-","LmjF.28.1870","Putative methyltransferase, putative"
"LmjF.32","IGI",554471,559149,"-","LmjF.32.1420","hypothetical protein, conserved"
"LmjF.23","IGI",238116,242530,"-","LmjF.23.1650","Putative tRNA binding domain containing protein, putative"
"LmjF.29","IGI",82231,89213,"-","LmjF.29.0250","thymine-7-hydroxylase, putative"
"LmjF.08","IGI",432281,442588,"-","LmjF.08.0970","Protein of unknown function (DUF2453), putative"
"LmjF.18","IGI",176392,176730,"-","LmjF.18.snoRNA0133","C/D snoRNA"
"LmjF.31","IGI",1306719,1311058,"-","LmjF.31.2700","hypothetical protein, conserved"
"LmjF.34","IGI",1273717,1277648,"+","LmjF.34.2780","40S ribosomal protein S19 protein, putative"
"LmjF.30","IGI",1117341,1122341,"-","LmjF.30.2970","glyceraldehyde 3-phosphate dehydrogenase, glycosomal"
"LmjF.32","IGI",1400464,1406434,"+","LmjF.32.3490","DEAD/DEAH box helicase, putative"
"LmjF.34","IGI",1411228,1421099,"+","LmjF.34.3190","NAD dependent epimerase/dehydratase family, putative"
"LmjF.34","IGI",1696562,1702827,"+","LmjF.34.3955","hypothetical protein, conserved"
"LmjF.27","IGI",1084209,1088294,"+","LmjF.27.2470","calcium/calmodulin-dependent protein kinase, putative"
"LmjF.19","IGI",207280,216568,"+","LmjF.19.0560","hypothetical protein, conserved"
"LmjF.33","IGI",68507,75086,"-","LmjF.33.0235","adenosine deaminase-like protein"
"LmjF.30","IGI",120167,130264,"-","LmjF.30.0380","phosphatase 2C, putative"
"LmjF.23","IGI",17902,21346,"+","LmjF.23.0090","Domain of unknown function (DUF1767), putative"
"LmjF.15","IGI",158289,158776,"+","LmjF.15.snoRNA0051","C/D snoRNA"
"LmjF.33","IGI",1083891,1088247,"+","LmjF.33.2400","ras-like small GTPases, putative"
"LmjF.26","IGI",658346,658527,"+","LmjF.26.snoRNA0519","H/ACA-like snoRNA"
"LmjF.13","IGI",578072,582768,"-","LmjF.13.1560","ras-like small GTPases, putative"
"LmjF.11","IGI",205867,214446,"+","LmjF.11.0590","3-methylcrotonoyl-CoA carboxylase beta subunit, putative"
"LmjF.28","IGI",1040406,1042538,"-","LmjF.28.2710","hypothetical protein, conserved"
"LmjF.21","IGI",718718,724412,"-","LmjF.21.1675","hypothetical protein, conserved"
"LmjF.10","IGI",502651,507719,"-","LmjF.10.1150","Tumour suppressor, Mitostatin, putative"
"LmjF.32","IGI",919936,923821,"-","LmjF.32.2350","Nucleoporin NUP53a"
"LmjF.29","IGI",258544,263300,"-","LmjF.29.0710","bardet-biedl syndrome 7 protein"
"LmjF.33","IGI",747794,751881,"+","LmjF.33.1575","hypothetical protein, conserved"
"LmjF.15","IGI",448105,453013,"-","LmjF.15.1030","SKIP/SNW domain containing protein, putative"
"LmjF.20","IGI",615247,619352,"+","LmjF.20.1360","exosome-associated protein 1, putative"
"LmjF.33","IGI",294335,298186,"+","LmjF.33.0710","POT family, putative"
"LmjF.15","IGI",463046,465685,"-","LmjF.15.1120","tryparedoxin peroxidase"
"LmjF.35","IGI",1241895,1250505,"-","LmjF.35.3060","ubiquitin-activating enzyme E1, putative"
"LmjF.36","IGI",2463753,2468806,"-","LmjF.36.6350","poly(A)-specific ribonuclease PARN, putative"
"LmjF.35","IGI",285846,288267,"+","LmjF.35.0600","60S ribosomal protein L18a, putative"
"LmjF.09","IGI",566856,568322,"-","LmjF.09.1530","Radial spoke protein 11"
"LmjF.34","IGI",1215445,1220133,"+","LmjF.34.2650","Domain of unknown function DUF21, putative"
"LmjF.28","IGI",348934,351780,"+","LmjF.28.0960","40S ribosomal protein S14"
"LmjF.24","IGI",281644,285397,"+","LmjF.24.0810","phosphotransferase, putative"
"LmjF.17","IGI",438045,447406,"+","LmjF.17.0930","formin, putative"
"LmjF.27","IGI",1035647,1036510,"+","LmjF.27.rRNA.40","28S ribosomal RNA (LSU-zeta, M6)"
"LmjF.35","IGI",279605,283706,"+","LmjF.35.0580","SNF-7-like protein, conserved"
"LmjF.09","IGI",405609,405862,"+","LmjF.09.5SrRNA.02","5S(M5) ribosomal RNA"
"LmjF.27","IGI",381727,381996,"-","LmjF.27.snoRNA0143","H/ACA-like snoRNA"
"LmjF.19","IGI",352907,356339,"+","LmjF.19.0846","ATG8/AUT7/APG8/PAZ2, putative"
"LmjF.36","IGI",992783,995957,"+","LmjF.36.2440","hypothetical protein, conserved"
"LmjF.28","IGI",465036,470166,"+","LmjF.28.1240","p450 reductase, putative"
"LmjF.35","IGI",785537,788864,"+","LmjF.35.1945","hypothetical protein, conserved"
"LmjF.36","IGI",473537,476907,"+","LmjF.36.1290","hypothetical protein, conserved"
"LmjF.27","IGI",381482,381657,"-","LmjF.27.snoRNA0136","C/D snoRNA"
"LmjF.32","IGI",1422351,1428032,"+","LmjF.32.3510","hypothetical protein, conserved"
"LmjF.10","IGI",34868,41492,"+","LmjF.10.0090","dehydrogenase-like protein"
"LmjF.16","IGI",295639,300244,"-","LmjF.16.0790","chitinase"
"LmjF.36","IGI",941634,941764,"+","LmjF.36.snoRNA0078","H/ACA-like snoRNA"
"LmjF.35","IGI",1308677,1315687,"-","LmjF.35.3190","Histidine phosphatase superfamily (branch 1), putative"
"LmjF.23","IGI",157444,162690,"+","LmjF.23.0430","aldose 1-epimerase-like protein"
"LmjF.11","IGI",554803,557779,"+","LmjF.11.1310","hypothetical protein, conserved"
"LmjF.08","IGI",176236,185816,"+","LmjF.08.0440","hypothetical protein, conserved"
"LmjF.28","IGI",1047632,1052383,"-","LmjF.28.2750","receptor for activated C kinase 1"
"LmjF.19","IGI",136654,149822,"+","LmjF.19.0370","hypothetical protein, conserved"
"LmjF.03","IGI",126779,131768,"+","LmjF.03.0400","GPR1/FUN34/yaaH family, putative"
"LmjF.33","IGI",857179,861048,"+","LmjF.33.1920","Phosphate transport (Pho88), putative"
"LmjF.34","IGI",1624275,1630893,"+","LmjF.34.3790","hypothetical protein, conserved"
"LmjF.25","IGI",618171,618441,"-","LmjF.25.snoRNA0140","C/D snoRNA"
"LmjF.29","IGI",93071,98700,"-","LmjF.29.0280","D-lactate dehydrogenase-like protein"
"LmjF.26","IGI",654629,654912,"+","LmjF.26.snoRNA0534","H/ACA-like snoRNA"
"LmjF.35","IGI",1470184,1473359,"-","LmjF.35.3640","hypothetical protein, conserved"
"LmjF.20","IGI",216444,223953,"+","LmjF.20.0620","Quinonprotein alcohol dehydrogenase-like protein, putative"
"LmjF.27","IGI",100862,103623,"+","LmjF.27.0370","hypothetical protein, conserved"
"LmjF.31","IGI",200122,203588,"-","LmjF.31.0570","amino acid transporter aATP11, putative"
"LmjF.29","IGI",759183,768306,"-","LmjF.29.1650","thioredoxin, putative"
"LmjF.26","IGI",749195,757761,"+","LmjF.26.1930","Domain of unknown function (DUF4457), putative"
"LmjF.04","IGI",416794,421925,"-","LmjF.04.1120","hypothetical protein, conserved"
"LmjF.34","IGI",1376244,1376498,"+","LmjF.34.snoRNA0013","C/D snoRNA"
"LmjF.32","IGI",681095,687206,"-","LmjF.32.1750","pumilio/PUF RNA binding protein 7, putative"
"LmjF.09","IGI",70973,73626,"+","LmjF.09.0160","ATG8/AUT7/APG8/PAZ2, putative"
"LmjF.18","IGI",643641,652794,"+","LmjF.18.1440","EF-hand domain pair, putative"
"LmjF.24","IGI",753617,755602,"-","LmjF.24.2040","BolA-like protein, putative"
"LmjF.30","IGI",1238507,1244165,"+","LmjF.30.3290","hypothetical protein, conserved"
"LmjF.25","IGI",751459,754489,"-","LmjF.25.1920","hypothetical protein, conserved"
"LmjF.32","IGI",181548,184666,"+","LmjF.32.0490","Ras-related protein Rab4, putative"
"LmjF.33","IGI",302983,307172,"+","LmjF.33.0750","hypothetical protein, conserved"
"LmjF.18","IGI",516745,521391,"+","LmjF.18.1230","SET domain containing protein, putative"
"LmjF.12","IGI",33539,42148,"+","LmjF.12.0130","Cell division protein kinase, putative"
"LmjF.31","IGI",1171864,1179111,"-","LmjF.31.2370","hypothetical protein, conserved"
"LmjF.22","IGI",259961,262930,"-","LmjF.22.0680","hypothetical protein, conserved"
"LmjF.23","IGI",454025,457237,"-","LmjF.23.0940","hypothetical protein, conserved"
"LmjF.13","IGI",11183,14170,"-","LmjF.13.0060","hypothetical protein, conserved"
"LmjF.26","IGI",669639,669999,"+","LmjF.26.snoRNA0429","C/D snoRNA"
"LmjF.20","IGI",322828,323046,"+","LmjF.20.snoRNA0174","C/D snoRNA"
"LmjF.32","IGI",582612,587831,"-","LmjF.32.1490","rRNA processing, putative"
"LmjF.36","IGI",2540698,2545975,"-","LmjF.36.6570","y113g7b.23 protein-like protein"
"LmjF.36","IGI",1391314,1395091,"-","LmjF.36.3590","cysteine synthase"
"LmjF.36","IGI",602040,611816,"-","LmjF.36.1580","hypothetical protein, conserved"
"LmjF.24","IGI",742484,747170,"-","LmjF.24.2010","phosphatidylinositol 3-kinase, putative"
"LmjF.25","IGI",308376,314249,"+","LmjF.25.0820","prefoldin subunit, putative"
"LmjF.19","IGI",611536,614397,"+","LmjF.19.1390","TATA-box-binding protein"
"LmjF.35","IGI",1678483,1678684,"+","LmjF.35.snoRNA0157","C/D snoRNA"
"LmjF.21","IGI",170605,175062,"-","LmjF.21.0540","Lupus La protein homolog, putative"
"LmjF.29","IGI",916424,923637,"-","LmjF.29.2100","Present in the outer mitochondrial membrane proteome 37"
"LmjF.32","IGI",670755,675923,"-","LmjF.32.1720","DNA polymerase alpha/epsilon subunit B, putative"
"LmjF.33","IGI",1096861,1101155,"+","LmjF.33.2440","hypothetical protein, conserved"
"LmjF.30","IGI",404303,409235,"+","LmjF.30.1190","Cupin-like domain containing protein, putative"
"LmjF.35","IGI",2032268,2036245,"+","LmjF.35.5240","hypothetical protein, unknown function"
"LmjF.06","IGI",459723,464062,"+","LmjF.06.1120","hypothetical protein, conserved"
"LmjF.24","IGI",233286,240031,"+","LmjF.24.0670","Cell division protein kinase, putative"
"LmjF.35","IGI",1935905,1944207,"+","LmjF.35.4990","sphingomyelin/ceramide phosphorylethanolamine synthase, bifunctional"
"LmjF.17","IGI",398214,407429,"-","LmjF.17.0820","hypothetical protein, conserved"
"LmjF.30","IGI",1377859,1386320,"+","LmjF.30.3690","Protein of unknown function (DUF3808), putative"
"LmjF.20","IGI",340760,341110,"+","LmjF.20.snoRNA0248","C/D snoRNA"
"LmjF.31","IGI",187231,194541,"-","LmjF.31.0540","glycosomal transporter (GAT1), putative"
"LmjF.30","IGI",259771,262765,"+","LmjF.30.0810","AdoMet dependent proline di-methyltransferase, putative"
"LmjF.34","IGI",701624,712033,"-","LmjF.34.1560","amastin-like surface protein, putative"
"LmjF.24","IGI",301327,304442,"+","LmjF.24.0860","hypothetical protein, conserved"
"LmjF.35","IGI",1237244,1240661,"-","LmjF.35.3040","hypothetical protein, conserved"
"LmjF.21","IGI",636302,639507,"-","LmjF.21.1550","40S ribosomal protein S11, putative"
"LmjF.33","IGI",257858,262376,"-","LmjF.33.0590","Coiled-coil domain-containing protein 40 homolog"
"LmjF.34","IGI",356833,366607,"+","LmjF.34.0810","serine/threonine-protein phosphatase PP1, putative"
"LmjF.12","IGI",353691,363896,"+","LmjF.12.0660","ser/thr protein phosphatase, putative"
"LmjF.22","IGI",591586,597756,"-","LmjF.22.1430","fk506-binding protein 1-like protein"
"LmjF.26","IGI",675909,678428,"+","LmjF.26.1785","histone acetyltransferase subunit NuA4, putative"
"LmjF.34","IGI",1852090,1855774,"+","LmjF.34.4580","hypothetical protein, conserved"
"LmjF.08","IGI",23051,29291,"+","LmjF.08.0090","adaptor complex protein (AP) 3 delta subunit 1, putative"
"LmjF.20","IGI",336681,337134,"+","LmjF.20.snoRNA0206","C/D snoRNA"
"LmjF.20","IGI",252478,285658,"+","LmjF.20.0700","conserved protein, unknown function"
"LmjF.28","IGI",909015,913370,"+","LmjF.28.2360","hypothetical protein, conserved"
"LmjF.06","IGI",239278,245141,"+","LmjF.06.0650","lanosterol synthase, putative"
"LmjF.32","IGI",1411551,1417237,"+","LmjF.32.3504","hypothetical protein, conserved"
"LmjF.30","IGI",326650,330534,"+","LmjF.30.0990","hypothetical protein, conserved"
"LmjF.05","IGI",93818,97452,"+","LmjF.05.0300","hypothetical protein, conserved"
"LmjF.12","IGI",88850,101632,"+","LmjF.12.0260","Helicase associated domain (HA2), putative"
"LmjF.15","IGI",488795,500272,"-","LmjF.15.1200","STE group serine/threonine-protein kinase, putative"
"LmjF.18","IGI",376176,379852,"+","LmjF.18.0890","rab7 GTP binding protein, putative"
"LmjF.26","IGI",864304,876623,"+","LmjF.26.2160","hypothetical protein, unknown function"
"LmjF.28","IGI",691149,703204,"-","LmjF.28.1800","hypothetical protein, conserved"
"LmjF.25","IGI",626301,626571,"-","LmjF.25.snoRNA0147","C/D snoRNA"
"LmjF.02","IGI",275248,275702,"+","LmjF.02.SLRNA.0130","spliced leader RNA"
"LmjF.36","IGI",1730256,1735615,"+","LmjF.36.4480","amino acid transporter, putative"
"LmjF.09","IGI",327482,333884,"-","LmjF.09.0800","kinetoplast-associated protein-like protein"
"LmjF.36","IGI",1737161,1739977,"+","LmjF.36.4500","Protein of unknown function (DUF2870), putative"
"LmjF.01","IGI",84118,88973,"+","LmjF.01.0350","hypothetical protein, conserved"
"LmjF.14","IGI",301996,317814,"-","LmjF.14.0790","hypothetical protein, conserved"
"LmjF.27","IGI",1057727,1059608,"+","LmjF.27.rRNA.30","28S ribosomal RNA (LSU-beta)"
"LmjF.21","IGI",522780,530773,"-","LmjF.21.1270","hypothetical protein, conserved"
"LmjF.03","IGI",6279,9161,"+","LmjF.03.0030","D-3-phosphoglycerate dehydrogenase-like protein"
"LmjF.30","IGI",620377,624834,"+","LmjF.30.1700","AAA domain (Cdc48 subfamily), putative"
"LmjF.21","IGI",758828,766052,"+","LmjF.21.1860","beta tubulin"
"LmjF.09","IGI",555401,558184,"-","LmjF.09.1490","cytochrome b5-like protein, putative"
"LmjF.21","IGI",38102,44068,"+","LmjF.21.0125","DNA topoisomerase 1A"
"LmjF.28","IGI",650150,660706,"-","LmjF.28.1710","hypothetical protein, conserved"
"LmjF.30","IGI",685426,694595,"+","LmjF.30.1850","phosphatidylinositol kinase, putative"
"LmjF.34","IGI",1337238,1341225,"+","LmjF.34.2980","Nucleoside diphosphate kinase 3"
"LmjF.18","IGI",443638,452914,"+","LmjF.18.1060","cysteine peptidase, Clan CA, family C2, putative"
"LmjF.31","IGI",1282917,1291592,"-","LmjF.31.2655","hypothetical protein, unknown function"
"LmjF.15","IGI",276398,287822,"+","LmjF.15.0650","hypothetical protein, unknown function"
"LmjF.25","IGI",169971,181341,"-","LmjF.25.0500","RNA-binding protein UBP2, putative"
"LmjF.09","IGI",367916,373102,"-","LmjF.09.0940","translation-associated element 2, putative"
"LmjF.02","IGI",274799,275247,"+","LmjF.02.SLRNA.0120","spliced leader RNA"
"LmjF.26","IGI",629536,637193,"+","LmjF.26.1740","hypothetical protein, conserved"
"LmjF.22","IGI",138254,146831,"-","LmjF.22.0340","methylenetetrahydrofolate dehydrogenase-like protein"
"LmjF.36","IGI",866035,871205,"+","LmjF.36.2170","NOL1/NOP2/sun family, putative"
"LmjF.25","IGI",356912,359886,"+","LmjF.25.0950","hypothetical protein, conserved"
"LmjF.22","IGI",519113,525149,"-","LmjF.22.1260","hypothetical protein, conserved"
"LmjF.20","IGI",325586,325870,"+","LmjF.20.snoRNA0253","C/D snoRNA"
"LmjF.30","IGI",1027113,1029969,"-","LmjF.30.2660","hypothetical protein, conserved"
"LmjF.26","IGI",279600,287354,"-","LmjF.26.0960","hypothetical protein, conserved"
"LmjF.08","IGI",132773,138662,"+","LmjF.08.0360","hypothetical protein, conserved"
"LmjF.20","IGI",123136,127844,"+","LmjF.20.0350","major facilitator superfamily, putative"
"LmjF.08","IGI",1,8650,"+","LmjF.08.0010","adaptor complex protein (AP) 3 delta subunit 1, putative"
"LmjF.35","IGI",2012939,2021228,"+","LmjF.35.5190","NIMA-related kinase, putative"
"LmjF.23","IGI",568220,573210,"+","LmjF.23.1220","T-complex protein 1, gamma subunit, putative"
"LmjF.27","IGI",1089837,1092498,"+","LmjF.27.2490","tubulin-tyrosine ligase-like protein"
"LmjF.33","IGI",229912,234306,"-","LmjF.33.0535","hypothetical protein, conserved"
"LmjF.32","IGI",191846,197511,"+","LmjF.32.0540","sulfite exporter TauE/SafE, putative"
"LmjF.33","IGI",513078,517794,"+","LmjF.33.1110","hypothetical protein, conserved"
"LmjF.26","IGI",658033,658393,"+","LmjF.26.snoRNA0422","C/D snoRNA"
"LmjF.35","IGI",439475,445599,"+","LmjF.35.0990","hypothetical protein, conserved"
"LmjF.28","IGI",729812,735965,"-","LmjF.28.1890","palmitoyl acyltransferase 4, putative"
"LmjF.35","IGI",1872426,1879894,"+","LmjF.35.4800","AMP deaminase, putative"
"LmjF.32","IGI",1458340,1464176,"+","LmjF.32.3546","hypothetical protein, conserved"
"LmjF.24","IGI",384590,393941,"+","LmjF.24.1110","formin-like protein"
"LmjF.33","IGI",800444,804897,"+","LmjF.33.1730","mitochondrial RNA binding complex 1 subunit, putative"
"LmjF.35","IGI",1645893,1655727,"+","LmjF.35.4140","hypothetical protein, unknown function"
"LmjF.26","IGI",589292,596990,"+","LmjF.26.1610","Proline dehydrogenase, mitochondrial"
"LmjF.22","IGI",630601,640815,"+","LmjF.22.1560","60S ribosomal protein L14, putative"
"LmjF.04","IGI",185243,187161,"-","LmjF.04.0470","60S ribosomal protein L11 (L5, L16)"
"LmjF.36","IGI",1305755,1309799,"-","LmjF.36.3290","hypothetical protein, conserved"
"LmjF.28","IGI",956100,958673,"+","LmjF.28.2460","ribosomal protein S29, putative"
"LmjF.13","IGI",9737,11912,"-","LmjF.13.0050","ribonuclease HII, putative"
"LmjF.27","IGI",427216,431901,"-","LmjF.27.0990","hypothetical protein, conserved"
"LmjF.18","IGI",397267,400055,"+","LmjF.18.0950","hypothetical protein, conserved"
"LmjF.24","IGI",396681,401559,"+","LmjF.24.1125","hypothetical protein, conserved"
"LmjF.30","IGI",1019111,1021564,"-","LmjF.30.2630","replication factor C, subunit 2, putative"
"LmjF.36","IGI",43865,48881,"-","LmjF.36.0140","hypothetical protein, unknown function"
"LmjF.35","IGI",1182851,1186892,"-","LmjF.35.2900","hypothetical protein, conserved"
"LmjF.18","IGI",129519,133917,"-","LmjF.18.0290","dephospho-CoA kinase, putative"
"LmjF.36","IGI",1443080,1446159,"+","LmjF.36.3770","transcription factor BTF3, putative"
"LmjF.26","IGI",556449,559508,"+","LmjF.26.1530","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative"
"LmjF.32","IGI",1079931,1085486,"-","LmjF.32.2760","hypothetical protein, conserved"
"LmjF.16","IGI",391615,403538,"+","LmjF.16.1030","Protein of unknown function (DUF3184), putative"
"LmjF.35","IGI",1672337,1672560,"+","LmjF.35.snoRNA0218","H/ACA-like snoRNA"
"LmjF.32","IGI",612102,616982,"-","LmjF.32.1560","Translation initiation factor eIF3 subunit 135, putative"
"LmjF.32","IGI",328423,332334,"+","LmjF.32.0880","60S ribosomal protein L18a, putative"
"LmjF.25","IGI",207582,212268,"-","LmjF.25.0590","hypothetical protein, conserved"
"LmjF.14","IGI",537783,542750,"+","LmjF.14.1290","hypothetical protein, conserved"
"LmjF.34","IGI",622480,642872,"-","LmjF.34.1390","N-terminal region of Chorein, a TM vesicle-mediated sorter/Protein of unknown function (DUF1162), putative"
"LmjF.23","IGI",10301,12569,"+","LmjF.23.0040","peroxidoxin"
"LmjF.13","IGI",196080,200157,"+","LmjF.13.0610","actyltransferase-like protein"
"LmjF.10","IGI",303247,309405,"-","LmjF.10.0620","FLA1-binding protein"
"LmjF.18","IGI",697439,699983,"+","LmjF.18.1550","hypothetical protein, unknown function"
"LmjF.18","IGI",482899,492328,"+","LmjF.18.1150","Zinc finger, C3HC4 type (RING finger), putative"
"LmjF.25","IGI",225714,228585,"-","LmjF.25.0630","hypothetical protein, conserved"
"LmjF.34","IGI",1028407,1030855,"-","LmjF.34.2310","hypothetical protein, conserved"
"LmjF.35","IGI",1235719,1238261,"-","LmjF.35.3030","prenyl protein specific carboxyl methyltransferase, putative"
"LmjF.09","IGI",336797,340806,"-","LmjF.09.0830","DEAD/DEAH box helicase-like protein"
"LmjF.33","IGI",217326,223246,"-","LmjF.33.0510","SET domain containing protein, putative"
