"seq_id","pqsNumber"
"TcCLB.478711.10",2
"TcCLB.508047.40",0
"TcCLB.510105.30",2
"TcCLB.510105.36",0
"TcCLB.509537.90",4
"TcCLB.508047.20",0
"TcCLB.506553.10",2
"TcCLB.510105.131",0
"TcCLB.510105.100",1
"TcCLB.510105.310",6
"TcCLB.509537.20",5
"TcCLB.510105.55",1
"TcCLB.510107.15",0
"TcCLB.510105.187",0
"TcCLB.510105.120",3
"TcCLB.508049.40",7
"TcCLB.509537.80",8
"TcCLB.510105.133",0
"TcCLB.510105.65",1
"TcCLB.506553.30",2
"TcCLB.510105.9",1
"TcCLB.506553.40",2
"TcCLB.510105.135",0
"TcCLB.509537.10",1
"TcCLB.510107.30",0
"TcCLB.508047.80",7
"TcCLB.510105.220",2
"TcCLB.510105.80",2
"TcCLB.509537.60",1
"TcCLB.510105.70",0
"TcCLB.510105.90",3
"TcCLB.511369.15",0
"TcCLB.506495.10",1
"TcCLB.510247.10",1
"TcCLB.511369.20",0
"TcCLB.510249.30",2
"TcCLB.506495.40",3
"TcCLB.508955.20",0
"TcCLB.508951.60",1
"TcCLB.506495.24",0
"TcCLB.506493.9",0
"TcCLB.506495.9",0
"TcCLB.511369.5",0
"TcCLB.508951.90",1
"TcCLB.508953.40",2
"TcCLB.508953.19",0
"TcCLB.506493.20",0
"TcCLB.508949.30",1
"TcCLB.508951.29",1
"TcCLB.506495.50",4
"TcCLB.508955.10",1
"TcCLB.506493.70",9
"TcCLB.506495.6",0
"TcCLB.506493.100",4
"TcCLB.508951.10",1
"TcCLB.511371.10",4
"TcCLB.510249.40",1
"TcCLB.506495.30",2
"TcCLB.511369.10",0
"TcCLB.511371.5",3
"TcCLB.508953.10",1
"TcCLB.508951.40",0
"TcCLB.508949.40",1
"TcCLB.508949.4",0
"TcCLB.506493.80",3
"TcCLB.506493.30",2
"TcCLB.470169.9",3
"TcCLB.508949.20",0
"TcCLB.508953.28",2
"TcCLB.508949.10",0
"TcCLB.510249.22",4
"TcCLB.508951.4",1
"TcCLB.510249.14",9
"TcCLB.438923.10",2
"TcCLB.506495.3",0
"TcCLB.506493.90",2
"TcCLB.508951.70",3
"TcCLB.508951.80",4
"TcCLB.508951.50",1
"TcCLB.510247.20",8
"TcCLB.506493.40",1
"TcCLB.506493.110",5
"TcCLB.508951.20",1
"TcCLB.506493.60",6
"TcCLB.506495.20",1
"TcCLB.511369.30",0
"TcCLB.506493.50",0
"TcCLB.508949.50",2
"TcCLB.510073.90",6
"TcCLB.510073.75",2
"TcCLB.510075.60",1
"TcCLB.507603.100",4
"TcCLB.506529.400",6
"TcCLB.506529.314",3
"TcCLB.506531.30",2
"TcCLB.507995.10",2
"TcCLB.506529.40",1
"TcCLB.506529.430",2
"TcCLB.507537.20",2
"TcCLB.506529.330",3
"TcCLB.506529.90",2
"TcCLB.510071.30",5
"TcCLB.506529.410",5
"TcCLB.506129.50",5
"TcCLB.506529.150",1
"TcCLB.506529.170",3
"TcCLB.507997.70",3
"TcCLB.510073.30",14
"TcCLB.506529.420",2
"TcCLB.506529.650",2
"TcCLB.506529.516",0
"TcCLB.506529.310",3
"TcCLB.506531.9",2
"TcCLB.507603.40",0
"TcCLB.506529.530",1
"TcCLB.506529.224",2
"TcCLB.506529.100",2
"TcCLB.506529.490",2
"TcCLB.507603.80",2
"TcCLB.510073.70",3
"TcCLB.507603.160",2
"TcCLB.506129.20",2
"TcCLB.507603.10",4
"TcCLB.506529.595",4
"TcCLB.507603.230",4
"TcCLB.506529.669",4
"TcCLB.507603.170",3
"TcCLB.507603.60",0
"TcCLB.506529.14",0
"TcCLB.507603.30",0
"TcCLB.507603.50",0
"TcCLB.506529.370",3
"TcCLB.506529.680",1
"TcCLB.506529.535",3
"TcCLB.507997.60",3
"TcCLB.507997.40",0
"TcCLB.506529.500",0
"TcCLB.504049.30",1
"TcCLB.506529.200",3
"TcCLB.506129.30",3
"TcCLB.507603.20",0
"TcCLB.506529.324",2
"TcCLB.506529.220",0
"TcCLB.506529.140",0
"TcCLB.506529.260",4
"TcCLB.507603.220",4
"TcCLB.506529.460",2
"TcCLB.506529.550",2
"TcCLB.506529.600",13
"TcCLB.507603.190",7
"TcCLB.506529.250",1
"TcCLB.510073.80",2
"TcCLB.510075.30",6
"TcCLB.510071.20",5
"TcCLB.507603.54",0
"TcCLB.504049.20",3
"TcCLB.506529.570",5
"TcCLB.507603.140",1
"TcCLB.506529.470",5
"TcCLB.510073.17",3
"TcCLB.506529.640",2
"TcCLB.507603.250",3
"TcCLB.506529.120",3
"TcCLB.506531.20",4
"TcCLB.506529.280",4
"TcCLB.422207.10",5
"TcCLB.506529.50",1
"TcCLB.506529.320",1
"TcCLB.422207.21",2
"TcCLB.507603.130",3
"TcCLB.507603.200",7
"TcCLB.507603.260",2
"TcCLB.507603.90",3
"TcCLB.507997.14",3
"TcCLB.506529.180",3
"TcCLB.506529.130",2
"TcCLB.506529.300",4
"TcCLB.506531.40",6
"TcCLB.506529.660",3
"TcCLB.506529.360",0
"TcCLB.506129.60",7
"TcCLB.510073.40",0
"TcCLB.507603.240",1
"TcCLB.507603.120",1
"TcCLB.506529.380",10
"TcCLB.506529.524",0
"TcCLB.510073.24",16
"TcCLB.506529.620",2
"TcCLB.506531.60",9
"TcCLB.506529.541",8
"TcCLB.504049.40",2
"TcCLB.507603.110",4
"TcCLB.506529.30",1
"TcCLB.510075.40",0
"TcCLB.506529.590",4
"TcCLB.507997.50",3
"TcCLB.506529.160",2
"TcCLB.506529.290",7
"TcCLB.507537.40",8
"TcCLB.507537.10",3
"TcCLB.506529.70",5
"TcCLB.506529.610",12
"TcCLB.510073.10",5
"TcCLB.507603.150",2
"TcCLB.506529.425",5
"TcCLB.507997.80",0
"TcCLB.507537.30",5
"TcCLB.506529.440",2
"TcCLB.506129.10",2
"TcCLB.506529.230",3
"TcCLB.506529.340",3
"TcCLB.507995.20",0
"TcCLB.506529.508",1
"TcCLB.506529.110",2
"TcCLB.506529.80",7
"TcCLB.510073.50",2
"TcCLB.506529.546",6
"TcCLB.506531.50",7
"TcCLB.507997.89",0
"TcCLB.507603.180",8
"TcCLB.507997.30",2
"TcCLB.506529.480",7
"TcCLB.507997.54",3
"TcCLB.506529.190",4
"TcCLB.510075.50",3
"TcCLB.507603.270",3
"TcCLB.506529.60",2
"TcCLB.507603.70",0
"TcCLB.506129.89",4
"TcCLB.506129.80",6
"TcCLB.504341.20",0
"TcCLB.507907.40",4
"TcCLB.508277.210",0
"TcCLB.506113.40",1
"TcCLB.508277.110",2
"TcCLB.506579.70",0
"TcCLB.506113.90",2
"TcCLB.508277.30",0
"TcCLB.508277.390",1
"TcCLB.506579.60",4
"TcCLB.504449.30",2
"TcCLB.507907.10",0
"TcCLB.507907.30",8
"TcCLB.508277.340",9
"TcCLB.505983.9",0
"TcCLB.506579.100",2
"TcCLB.510441.20",3
"TcCLB.504881.30",3
"TcCLB.505843.40",0
"TcCLB.506579.50",5
"TcCLB.430605.40",0
"TcCLB.508277.50",0
"TcCLB.507121.11",2
"TcCLB.508277.60",0
"TcCLB.508277.100",1
"TcCLB.505843.20",6
"TcCLB.504449.40",0
"TcCLB.504881.10",0
"TcCLB.508277.269",0
"TcCLB.506113.80",1
"TcCLB.506113.55",1
"TcCLB.510441.41",0
"TcCLB.508277.90",1
"TcCLB.508277.280",0
"TcCLB.508277.190",0
"TcCLB.508277.220",0
"TcCLB.508277.140",1
"TcCLB.509265.50",2
"TcCLB.507905.39",2
"TcCLB.506113.86",1
"TcCLB.504343.10",2
"TcCLB.504881.20",1
"TcCLB.508277.320",1
"TcCLB.506579.30",2
"TcCLB.482369.29",0
"TcCLB.508277.300",1
"TcCLB.508277.130",3
"TcCLB.430605.29",2
"TcCLB.505977.26",2
"TcCLB.507907.20",3
"TcCLB.505983.20",2
"TcCLB.504881.14",0
"TcCLB.508277.70",0
"TcCLB.508277.230",0
"TcCLB.506579.80",0
"TcCLB.508277.401",0
"TcCLB.508277.260",0
"TcCLB.505977.13",2
"TcCLB.507905.30",4
"TcCLB.508277.20",0
"TcCLB.508277.160",3
"TcCLB.509265.36",0
"TcCLB.505843.10",4
"TcCLB.508277.120",3
"TcCLB.509265.90",4
"TcCLB.504341.10",2
"TcCLB.506113.60",0
"TcCLB.430605.10",5
"TcCLB.509445.20",3
"TcCLB.487507.10",1
"TcCLB.506113.83",0
"TcCLB.508277.180",2
"TcCLB.509445.10",4
"TcCLB.504343.30",6
"TcCLB.507907.55",2
"TcCLB.509265.10",9
"TcCLB.504883.40",1
"TcCLB.506579.10",3
"TcCLB.508277.350",9
"TcCLB.509265.110",3
"TcCLB.504883.70",3
"TcCLB.506579.129",0
"TcCLB.504881.50",13
"TcCLB.504881.40",2
"TcCLB.504883.60",2
"TcCLB.506579.40",2
"TcCLB.504883.10",17
"TcCLB.509265.120",2
"TcCLB.506579.20",0
"TcCLB.509445.39",1
"TcCLB.507907.60",6
"TcCLB.430605.20",3
"TcCLB.508277.370",4
"TcCLB.504883.30",5
"TcCLB.510441.30",3
"TcCLB.505843.30",1
"TcCLB.508277.290",2
"TcCLB.508277.170",2
"TcCLB.506113.50",0
"TcCLB.505983.40",0
"TcCLB.508277.330",1
"TcCLB.509265.60",5
"TcCLB.482369.10",1
"TcCLB.507121.20",3
"TcCLB.510441.10",2
"TcCLB.482369.20",2
"TcCLB.505843.49",0
"TcCLB.508277.360",5
"TcCLB.506579.90",1
"TcCLB.507907.50",0
"TcCLB.506579.119",0
"TcCLB.506579.110",2
"TcCLB.508277.380",2
"TcCLB.509265.23",2
"TcCLB.505977.40",2
"TcCLB.508277.250",0
"TcCLB.505983.30",0
"TcCLB.508277.310",0
"TcCLB.509445.30",1
"TcCLB.508277.150",2
"TcCLB.504883.50",2
"TcCLB.507121.40",7
"TcCLB.508277.10",0
"TcCLB.508277.65",0
"TcCLB.506113.10",3
"TcCLB.504449.14",1
"TcCLB.508277.80",1
"TcCLB.508277.40",1
"TcCLB.508277.200",1
"TcCLB.505843.24",2
"TcCLB.510241.110",0
"TcCLB.508137.20",9
"TcCLB.504033.120",0
"TcCLB.504033.200",1
"TcCLB.434945.10",1
"TcCLB.510241.124",1
"TcCLB.503855.40",3
"TcCLB.504033.53",6
"TcCLB.510243.80",1
"TcCLB.504033.220",0
"TcCLB.504033.180",1
"TcCLB.510243.128",2
"TcCLB.507213.10",2
"TcCLB.510243.54",0
"TcCLB.506625.160",0
"TcCLB.504033.21",12
"TcCLB.507213.30",1
"TcCLB.504033.170",3
"TcCLB.508127.9",2
"TcCLB.506649.50",0
"TcCLB.503855.60",4
"TcCLB.506649.4",0
"TcCLB.506625.130",2
"TcCLB.507211.20",2
"TcCLB.507211.40",2
"TcCLB.506625.70",1
"TcCLB.506649.30",1
"TcCLB.506649.100",1
"TcCLB.504557.60",0
"TcCLB.506625.210",1
"TcCLB.506625.200",1
"TcCLB.506623.40",7
"TcCLB.510243.30",2
"TcCLB.508137.40",10
"TcCLB.503855.20",1
"TcCLB.503855.10",0
"TcCLB.504557.50",2
"TcCLB.506649.40",2
"TcCLB.504557.10",6
"TcCLB.506625.220",1
"TcCLB.510243.10",0
"TcCLB.506649.80",4
"TcCLB.504033.140",0
"TcCLB.506649.110",1
"TcCLB.504033.66",1
"TcCLB.507213.60",3
"TcCLB.506623.60",4
"TcCLB.506625.84",2
"TcCLB.509297.20",6
"TcCLB.506625.50",1
"TcCLB.506625.140",1
"TcCLB.504033.80",0
"TcCLB.506625.90",1
"TcCLB.417091.10",2
"TcCLB.510241.60",0
"TcCLB.506625.230",5
"TcCLB.504255.10",1
"TcCLB.504033.40",11
"TcCLB.509297.30",2
"TcCLB.510241.50",0
"TcCLB.510243.119",2
"TcCLB.508137.30",11
"TcCLB.504033.73",1
"TcCLB.504255.30",3
"TcCLB.510127.70",2
"TcCLB.507211.30",4
"TcCLB.503855.50",10
"TcCLB.510241.130",1
"TcCLB.504255.20",3
"TcCLB.505155.10",3
"TcCLB.461927.9",0
"TcCLB.508067.10",1
"TcCLB.506623.20",1
"TcCLB.506625.60",0
"TcCLB.506625.19",0
"TcCLB.434945.4",0
"TcCLB.420293.20",2
"TcCLB.506625.190",0
"TcCLB.420293.50",3
"TcCLB.504557.20",10
"TcCLB.506625.100",0
"TcCLB.504033.100",2
"TcCLB.510241.10",2
"TcCLB.510243.110",2
"TcCLB.506649.10",4
"TcCLB.506625.80",1
"TcCLB.503855.30",0
"TcCLB.510241.20",1
"TcCLB.510241.30",1
"TcCLB.506647.20",1
"TcCLB.506625.110",3
"TcCLB.506625.35",2
"TcCLB.504033.190",2
"TcCLB.506649.90",1
"TcCLB.507213.40",3
"TcCLB.506625.180",0
"TcCLB.506625.150",1
"TcCLB.510243.50",0
"TcCLB.509297.10",9
"TcCLB.420293.40",2
"TcCLB.508129.9",1
"TcCLB.504033.110",0
"TcCLB.506625.249",1
"TcCLB.508127.5",2
"TcCLB.506623.30",4
"TcCLB.506649.60",0
"TcCLB.505155.4",7
"TcCLB.506625.240",5
"TcCLB.510241.5",4
"TcCLB.510241.100",1
"TcCLB.507211.10",0
"TcCLB.510241.120",0
"TcCLB.510241.70",4
"TcCLB.504033.160",2
"TcCLB.510243.40",0
"TcCLB.503855.80",7
"TcCLB.504033.130",1
"TcCLB.506649.70",4
"TcCLB.504033.90",0
"TcCLB.510127.60",6
"TcCLB.504255.4",1
"TcCLB.510243.70",2
"TcCLB.506649.20",4
"TcCLB.507213.20",1
"TcCLB.510243.20",1
"TcCLB.510127.79",2
"TcCLB.506649.64",1
"TcCLB.420293.31",1
"TcCLB.506625.120",4
"TcCLB.510243.100",2
"TcCLB.504033.210",0
"TcCLB.506647.10",4
"TcCLB.510241.90",4
"TcCLB.510243.60",2
"TcCLB.504255.50",2
"TcCLB.504557.40",7
"TcCLB.510241.40",1
"TcCLB.510955.4",1
"TcCLB.511417.20",2
"TcCLB.508997.20",5
"TcCLB.511435.10",2
"TcCLB.503805.40",5
"TcCLB.511415.30",4
"TcCLB.511421.190",2
"TcCLB.510961.40",0
"TcCLB.511421.60",0
"TcCLB.506563.100",8
"TcCLB.511423.100",1
"TcCLB.511417.60",1
"TcCLB.511421.224",2
"TcCLB.511419.80",1
"TcCLB.511429.30",3
"TcCLB.511435.49",7
"TcCLB.506563.130",5
"TcCLB.511419.20",4
"TcCLB.511423.40",7
"TcCLB.510955.40",2
"TcCLB.510955.60",1
"TcCLB.506563.79",3
"TcCLB.504247.79",1
"TcCLB.511421.180",2
"TcCLB.511421.20",1
"TcCLB.511421.155",3
"TcCLB.506563.60",1
"TcCLB.504247.20",3
"TcCLB.506563.170",4
"TcCLB.511421.217",4
"TcCLB.506473.6",4
"TcCLB.511423.104",1
"TcCLB.508993.10",5
"TcCLB.510961.10",3
"TcCLB.511421.160",0
"TcCLB.510953.30",0
"TcCLB.504247.34",2
"TcCLB.511423.80",1
"TcCLB.506563.30",3
"TcCLB.508995.30",1
"TcCLB.511421.10",0
"TcCLB.511435.40",7
"TcCLB.503805.6",2
"TcCLB.511415.50",1
"TcCLB.511423.149",0
"TcCLB.506563.70",4
"TcCLB.506563.180",1
"TcCLB.508995.10",24
"TcCLB.504247.70",1
"TcCLB.510955.10",2
"TcCLB.511435.30",2
"TcCLB.511431.90",18
"TcCLB.504247.50",1
"TcCLB.506891.20",3
"TcCLB.511423.50",4
"TcCLB.506473.10",1
"TcCLB.510953.49",1
"TcCLB.503805.10",1
"TcCLB.511425.30",5
"TcCLB.508653.10",1
"TcCLB.508995.60",3
"TcCLB.510955.20",6
"TcCLB.511421.24",1
"TcCLB.510961.50",1
"TcCLB.510955.50",1
"TcCLB.508995.69",3
"TcCLB.511423.160",1
"TcCLB.510953.10",3
"TcCLB.511423.110",1
"TcCLB.442629.9",1
"TcCLB.511425.10",0
"TcCLB.511429.20",0
"TcCLB.503803.10",3
"TcCLB.511419.4",1
"TcCLB.511417.30",1
"TcCLB.511423.60",3
"TcCLB.511419.10",0
"TcCLB.511423.90",1
"TcCLB.511421.80",4
"TcCLB.511417.129",0
"TcCLB.511421.170",0
"TcCLB.511421.30",1
"TcCLB.506563.20",6
"TcCLB.511433.10",13
"TcCLB.508995.40",2
"TcCLB.511431.30",3
"TcCLB.511415.21",2
"TcCLB.510961.5",2
"TcCLB.508995.20",5
"TcCLB.506563.10",5
"TcCLB.510961.21",3
"TcCLB.511417.90",3
"TcCLB.511423.140",2
"TcCLB.503805.3",2
"TcCLB.504247.10",3
"TcCLB.511417.40",2
"TcCLB.511415.40",8
"TcCLB.506891.30",1
"TcCLB.510957.9",2
"TcCLB.511431.60",14
"TcCLB.503805.20",2
"TcCLB.511421.40",0
"TcCLB.511421.230",7
"TcCLB.510961.30",4
"TcCLB.506473.14",1
"TcCLB.511421.185",0
"TcCLB.506563.120",3
"TcCLB.503803.20",2
"TcCLB.510959.15",1
"TcCLB.511417.120",0
"TcCLB.511421.200",3
"TcCLB.503805.30",2
"TcCLB.511425.19",2
"TcCLB.506891.10",1
"TcCLB.511417.100",2
"TcCLB.504247.30",1
"TcCLB.506563.40",2
"TcCLB.506563.160",10
"TcCLB.511419.50",0
"TcCLB.511421.100",1
"TcCLB.508995.50",0
"TcCLB.506563.220",1
"TcCLB.511417.80",8
"TcCLB.511423.170",5
"TcCLB.511431.54",7
"TcCLB.511429.10",0
"TcCLB.503803.4",1
"TcCLB.504247.40",1
"TcCLB.511431.10",7
"TcCLB.510955.30",3
"TcCLB.511415.11",6
"TcCLB.511431.50",8
"TcCLB.511421.120",4
"TcCLB.511435.20",2
"TcCLB.511421.50",1
"TcCLB.511419.70",0
"TcCLB.511425.49",6
"TcCLB.508993.20",9
"TcCLB.511417.70",6
"TcCLB.503805.9",1
"TcCLB.506563.90",3
"TcCLB.506563.200",2
"TcCLB.506563.4",3
"TcCLB.506563.210",2
"TcCLB.511419.40",0
"TcCLB.508653.20",2
"TcCLB.511423.130",1
"TcCLB.511421.110",0
"TcCLB.511417.50",0
"TcCLB.506563.110",7
"TcCLB.511431.40",8
"TcCLB.510959.30",3
"TcCLB.511423.70",1
"TcCLB.506563.50",0
"TcCLB.510953.40",1
"TcCLB.511421.210",4
"TcCLB.511425.40",12
"TcCLB.506473.4",5
"TcCLB.511427.10",9
"TcCLB.511431.20",7
"TcCLB.511421.90",1
"TcCLB.511433.20",4
"TcCLB.511421.150",6
"TcCLB.510959.8",3
"TcCLB.506473.20",6
"TcCLB.511427.19",27
"TcCLB.511417.94",3
"TcCLB.506563.190",6
"TcCLB.511419.30",1
"TcCLB.511419.60",0
"TcCLB.508785.4",2
"TcCLB.504133.45",17
"TcCLB.503479.10",1
"TcCLB.509967.100",2
"TcCLB.508779.9",0
"TcCLB.511145.30",2
"TcCLB.511133.30",4
"TcCLB.509247.30",6
"TcCLB.508781.10",0
"TcCLB.509967.20",4
"TcCLB.508785.10",15
"TcCLB.506869.50",0
"TcCLB.507933.20",1
"TcCLB.417797.9",0
"TcCLB.509967.40",1
"TcCLB.511135.10",0
"TcCLB.511145.46",1
"TcCLB.506869.40",0
"TcCLB.506457.80",1
"TcCLB.511911.102",0
"TcCLB.506457.70",1
"TcCLB.511143.39",0
"TcCLB.504229.70",5
"TcCLB.511139.30",11
"TcCLB.508781.15",1
"TcCLB.511911.98",1
"TcCLB.506457.10",1
"TcCLB.509967.3",1
"TcCLB.511131.80",5
"TcCLB.503479.60",1
"TcCLB.511129.54",5
"TcCLB.508779.50",1
"TcCLB.509247.60",1
"TcCLB.509967.60",0
"TcCLB.511131.89",1
"TcCLB.511131.30",1
"TcCLB.416883.9",0
"TcCLB.506869.10",2
"TcCLB.511145.70",0
"TcCLB.508787.20",0
"TcCLB.511143.12",5
"TcCLB.508671.20",3
"TcCLB.511145.89",0
"TcCLB.509247.50",4
"TcCLB.511145.80",0
"TcCLB.511145.10",0
"TcCLB.511145.50",0
"TcCLB.508787.30",0
"TcCLB.511911.81",4
"TcCLB.503441.19",0
"TcCLB.511911.110",0
"TcCLB.509245.20",0
"TcCLB.509967.170",4
"TcCLB.508787.14",0
"TcCLB.506869.54",2
"TcCLB.508671.10",1
"TcCLB.509967.150",2
"TcCLB.511911.130",0
"TcCLB.511131.60",1
"TcCLB.509967.70",2
"TcCLB.507933.29",0
"TcCLB.506457.50",2
"TcCLB.504229.30",1
"TcCLB.509245.29",2
"TcCLB.482471.19",1
"TcCLB.509967.140",2
"TcCLB.510987.20",3
"TcCLB.511129.40",15
"TcCLB.508779.70",2
"TcCLB.503479.30",3
"TcCLB.511133.10",1
"TcCLB.511911.140",0
"TcCLB.511129.80",12
"TcCLB.509967.30",2
"TcCLB.504229.50",4
"TcCLB.511911.71",6
"TcCLB.511135.30",5
"TcCLB.511131.50",2
"TcCLB.509967.160",1
"TcCLB.509967.10",1
"TcCLB.511911.60",8
"TcCLB.511135.20",5
"TcCLB.511137.10",1
"TcCLB.508779.20",2
"TcCLB.508781.120",2
"TcCLB.503441.10",1
"TcCLB.508781.40",5
"TcCLB.506457.30",1
"TcCLB.511143.30",0
"TcCLB.482471.10",1
"TcCLB.511911.90",7
"TcCLB.504229.44",1
"TcCLB.511135.40",1
"TcCLB.506457.140",1
"TcCLB.504229.20",1
"TcCLB.504229.4",1
"TcCLB.506869.70",2
"TcCLB.508781.30",2
"TcCLB.511143.19",1
"TcCLB.506457.99",3
"TcCLB.509247.10",8
"TcCLB.511137.20",1
"TcCLB.511129.47",6
"TcCLB.510987.10",1
"TcCLB.504181.20",1
"TcCLB.508787.10",1
"TcCLB.508781.80",0
"TcCLB.506457.120",1
"TcCLB.511131.98",0
"TcCLB.511131.40",1
"TcCLB.508781.20",1
"TcCLB.506457.149",0
"TcCLB.508783.10",0
"TcCLB.511911.21",2
"TcCLB.504229.37",1
"TcCLB.506869.34",1
"TcCLB.509967.120",2
"TcCLB.504181.30",1
"TcCLB.508779.30",3
"TcCLB.508779.40",1
"TcCLB.503479.20",2
"TcCLB.503441.5",1
"TcCLB.416883.18",0
"TcCLB.504181.50",3
"TcCLB.511145.20",0
"TcCLB.506457.130",1
"TcCLB.511911.120",0
"TcCLB.508673.20",12
"TcCLB.509967.80",3
"TcCLB.504229.100",2
"TcCLB.511129.60",10
"TcCLB.506869.60",3
"TcCLB.506457.4",1
"TcCLB.504181.40",4
"TcCLB.508779.90",1
"TcCLB.509967.180",5
"TcCLB.511141.20",0
"TcCLB.508787.5",0
"TcCLB.504181.10",3
"TcCLB.508781.110",5
"TcCLB.506869.4",1
"TcCLB.509247.20",6
"TcCLB.511139.20",1
"TcCLB.504229.110",0
"TcCLB.508781.129",2
"TcCLB.506869.30",1
"TcCLB.506457.90",3
"TcCLB.508781.70",0
"TcCLB.506457.110",2
"TcCLB.511911.150",0
"TcCLB.509967.90",2
"TcCLB.503479.40",6
"TcCLB.506457.40",3
