"seq_id","inicio","fin","strand","score"
"TevSTIB805.1.4380",2639,2658,"+",54
"TevSTIB805.1.4380",3933,3960,"+",129
"TevSTIB805.1.4380",4327,4342,"+",53
"TevSTIB805.1.1820",1565,1614,"+",55
"TevSTIB805.1.1820",2843,2870,"-",52
"TevSTIB805.1.3850",88,114,"+",49
"TevSTIB805.1.3850",2195,2216,"+",63
"TevSTIB805.1.1180",1168,1193,"+",67
"TevSTIB805.1.1180",3023,3048,"+",74
"TevSTIB805.1.2610",1717,1737,"+",64
"TevSTIB805.1.1400",2299,2320,"+",53
"TevSTIB805.1.1400",2468,2485,"+",69
"TevSTIB805.1.1870",2686,2723,"+",58
"TevSTIB805.1.1640",5711,5747,"+",50
"TevSTIB805.1.1640",6348,6374,"-",84
"TevSTIB805.1.3090",911,932,"-",63
"TevSTIB805.1.2210",392,425,"+",53
"TevSTIB805.1.2070",42,77,"+",78
"TevSTIB805.1.2070",266,303,"+",74
"TevSTIB805.1.800",200,218,"-",51
"TevSTIB805.1.2630",1964,1979,"-",53
"TevSTIB805.1.3190",645,679,"+",68
"TevSTIB805.1.2510",770,809,"-",57
"TevSTIB805.1.2510",946,976,"-",67
"TevSTIB805.1.2510",1115,1147,"-",51
"TevSTIB805.1.2510",2566,2589,"+",54
"TevSTIB805.1.2510",3068,3112,"+",62
"TevSTIB805.1.2510",3312,3329,"-",87
"TevSTIB805.1.2930",24,46,"+",51
"TevSTIB805.1.3890",418,443,"+",67
"TevSTIB805.1.3460",2182,2216,"+",62
"TevSTIB805.1.3460",2638,2651,"-",75
"TevSTIB805.1.3460",2729,2775,"-",49
"TevSTIB805.1.3460",2852,2875,"-",60
"TevSTIB805.1.3970",36,67,"+",65
"TevSTIB805.1.3610",1356,1373,"-",50
"TevSTIB805.1.2520",92,115,"+",54
"TevSTIB805.1.2520",594,638,"+",62
"TevSTIB805.1.2520",838,855,"-",87
"TevSTIB805.1.1590",918,958,"+",74
"TevSTIB805.1.590",598,623,"-",57
"TevSTIB805.1.590",999,1022,"+",60
"TevSTIB805.1.590",1320,1349,"-",52
"TevSTIB805.1.590",1449,1474,"+",88
"TevSTIB805.1.590",1595,1613,"-",95
"TevSTIB805.1.2810",172,195,"-",135
"TevSTIB805.1.2810",1184,1215,"-",63
"TevSTIB805.1.2800",386,409,"-",135
"TevSTIB805.1.2690",191,212,"+",53
"TevSTIB805.1.2690",301,332,"-",110
"TevSTIB805.1.2690",1194,1211,"+",52
"TevSTIB805.1.2870",5352,5378,"+",71
"TevSTIB805.1.3270",1013,1044,"+",48
"TevSTIB805.1.3270",1640,1659,"-",66
"TevSTIB805.1.3540",1975,2004,"+",92
"TevSTIB805.1.2480",12,45,"+",76
"TevSTIB805.1.2480",3752,3771,"+",66
"TevSTIB805.1.4320",312,340,"+",81
"TevSTIB805.1.3160",3173,3217,"+",65
"TevSTIB805.1.3160",3563,3595,"+",49
"TevSTIB805.1.3470",12,25,"-",75
"TevSTIB805.1.3470",103,149,"-",49
"TevSTIB805.1.3470",226,249,"-",60
"TevSTIB805.1.680",2311,2349,"+",55
"TevSTIB805.1.840",958,981,"-",66
"TevSTIB805.1.840",2061,2094,"-",76
"TevSTIB805.1.840",2153,2198,"-",48
"TevSTIB805.1.840",2340,2389,"-",70
"TevSTIB805.1.840",3161,3184,"-",60
"TevSTIB805.1.840",3621,3634,"+",75
"TevSTIB805.1.3510",377,398,"-",53
"TevSTIB805.1.1460",3840,3859,"-",93
"TevSTIB805.1.1460",4255,4269,"-",73
"TevSTIB805.1.1460",5018,5040,"-",52
"TevSTIB805.1.1460",11134,11153,"+",84
"TevSTIB805.1.1460",12245,12278,"+",50
"TevSTIB805.1.3120",58,77,"-",93
"TevSTIB805.1.3120",615,642,"-",60
"TevSTIB805.1.3120",1901,1917,"+",52
"TevSTIB805.1.5100",2470,2512,"+",49
"TevSTIB805.1.3930",159,207,"+",57
"TevSTIB805.1.4570",450,495,"+",48
"TevSTIB805.1.4570",3253,3270,"-",115
"TevSTIB805.1.2110",63,92,"+",78
"TevSTIB805.1.2110",358,392,"+",63
"TevSTIB805.1.2110",1424,1443,"+",54
"TevSTIB805.1.2580",2194,2210,"-",53
"TevSTIB805.1.2580",2384,2408,"-",71
"TevSTIB805.1.2580",2582,2598,"+",70
"TevSTIB805.1.2160",243,292,"+",54
"TevSTIB805.1.700",1469,1490,"+",49
"TevSTIB805.1.2040",54,87,"+",64
"TevSTIB805.1.2040",124,144,"+",64
"TevSTIB805.1.2040",4650,4663,"+",75
"TevSTIB805.1.1860",68,92,"+",71
"TevSTIB805.1.1860",228,257,"+",71
"TevSTIB805.1.1860",7932,7963,"+",50
"TevSTIB805.1.2190",104,131,"-",82
"TevSTIB805.1.2190",908,952,"+",123
"TevSTIB805.1.780",248,282,"-",86
"TevSTIB805.1.3790",53,85,"-",49
"TevSTIB805.1.3790",614,662,"+",75
"TevSTIB805.1.3790",1664,1699,"+",60
"TevSTIB805.1.3790",1732,1765,"+",48
"TevSTIB805.1.3790",5888,5920,"+",47
"TevSTIB805.1.1330",71,87,"+",70
"TevSTIB805.1.1330",656,680,"-",48
"TevSTIB805.1.3290",812,851,"+",69
"TevSTIB805.1.3290",1670,1702,"+",48
"TevSTIB805.1.360",8,29,"+",90
"TevSTIB805.1.4620",1293,1310,"+",50
"TevSTIB805.1.4620",2432,2464,"+",83
"TevSTIB805.1.3180",232,269,"-",58
"TevSTIB805.1.3180",2326,2354,"+",54
"TevSTIB805.1.1080",2450,2478,"-",83
"TevSTIB805.1.1080",2534,2555,"-",74
"TevSTIB805.1.2530",354,367,"-",75
"TevSTIB805.1.3210",96,144,"+",58
"TevSTIB805.1.600",55,78,"+",60
"TevSTIB805.1.600",376,405,"-",52
"TevSTIB805.1.600",505,530,"+",88
"TevSTIB805.1.600",651,669,"-",95
"TevSTIB805.1.600",947,985,"-",80
"TevSTIB805.1.4470",1868,1910,"+",48
"TevSTIB805.1.3130",387,404,"+",52
"TevSTIB805.1.3070",1326,1363,"+",53
"TevSTIB805.1.4130",140,155,"+",53
"TevSTIB805.1.240",9055,9081,"-",56
"TevSTIB805.1.3740",1940,1986,"+",49
"TevSTIB805.1.3680",787,807,"-",51
"TevSTIB805.1.1660",71,113,"-",64
"TevSTIB805.1.1660",1965,1990,"-",49
"TevSTIB805.1.1660",3124,3139,"+",55
"TevSTIB805.1.30",2554,2596,"-",52
"TevSTIB805.1.3450",5596,5630,"+",62
"TevSTIB805.1.560",334,366,"-",49
"TevSTIB805.1.2960",332,356,"-",48
"TevSTIB805.1.2960",1582,1613,"+",47
"TevSTIB805.1.3700",572,598,"+",64
"TevSTIB805.1.3700",1871,1887,"+",52
"TevSTIB805.1.3700",6546,6588,"+",65
"TevSTIB805.1.3700",7259,7290,"+",50
"TevSTIB805.1.3700",7510,7524,"+",73
"TevSTIB805.1.4340",18,49,"+",48
"TevSTIB805.1.4340",2992,3025,"+",51
"TevSTIB805.1.2900",1073,1106,"+",47
"TevSTIB805.1.2670",362,410,"+",74
"TevSTIB805.1.2670",634,659,"-",61
"TevSTIB805.1.4260",2601,2617,"+",70
"TevSTIB805.1.190",3917,3938,"-",90
"TevSTIB805.1.190",4723,4742,"+",51
"TevSTIB805.1.1910",1057,1095,"-",58
"TevSTIB805.1.3150",3529,3559,"+",57
"TevSTIB805.1.3150",6331,6371,"+",58
"TevSTIB805.1.1320",2901,2917,"+",70
"TevSTIB805.1.1320",3486,3510,"-",48
"TevSTIB805.1.1840",1629,1666,"+",56
"TevSTIB805.1.2060",864,888,"-",48
"TevSTIB805.1.2060",2130,2165,"+",78
"TevSTIB805.1.2060",2354,2391,"+",74
"TevSTIB805.1.860",1207,1243,"-",53
"TevSTIB805.1.390",5884,5901,"-",50
"TevSTIB805.1.390",9551,9573,"-",63
"TevSTIB805.1.1440",1079,1122,"-",125
"TevSTIB805.1.2000",10,30,"-",52
"TevSTIB805.1.2000",1063,1087,"-",59
"TevSTIB805.1.3590",532,568,"-",52
"TevSTIB805.1.1890",402,433,"+",50
"TevSTIB805.1.1890",442,484,"+",67
"TevSTIB805.1.4650",594,616,"-",48
"TevSTIB805.1.1470",574,593,"+",84
"TevSTIB805.1.1470",1685,1718,"+",50
"TevSTIB805.1.4630",77,109,"+",83
"TevSTIB805.1.3360",2624,2642,"+",54
"TevSTIB805.1.3360",3382,3401,"+",49
"TevSTIB805.1.3360",3769,3788,"+",75
"TevSTIB805.1.3360",4425,4439,"-",55
"TevSTIB805.1.3360",9151,9168,"-",50
"TevSTIB805.1.3360",9557,9570,"-",75
"TevSTIB805.1.850",786,809,"-",60
"TevSTIB805.1.850",1246,1259,"+",75
"TevSTIB805.1.2470",717,750,"+",76
"TevSTIB805.1.3630",50,72,"+",63
"TevSTIB805.1.3110",273,298,"-",57
"TevSTIB805.1.3110",2070,2089,"-",93
"TevSTIB805.1.3110",2627,2654,"-",60
"TevSTIB805.1.1850",1281,1297,"+",53
"TevSTIB805.1.1850",2006,2030,"+",71
"TevSTIB805.1.1850",2166,2195,"+",71
"TevSTIB805.1.1410",2614,2661,"+",48
"TevSTIB805.1.3950",428,452,"+",59
"TevSTIB805.1.3950",510,542,"+",47
"TevSTIB805.1.3950",1797,1819,"+",79
"TevSTIB805.1.3950",2826,2865,"-",52
"TevSTIB805.1.2090",796,809,"-",75
"TevSTIB805.1.4900",883,913,"+",51
"TevSTIB805.1.4350",1103,1143,"-",52
"TevSTIB805.1.4330",974,1005,"+",48
"TevSTIB805.1.4890",1380,1410,"+",51
"TevSTIB805.1.4450",1870,1912,"+",48
"TevSTIB805.1.4740",482,503,"-",49
"TevSTIB805.1.2560",307,321,"-",73
"TevSTIB805.1.1150",1567,1582,"+",53
"TevSTIB805.1.1150",1944,1965,"+",109
"TevSTIB805.1.150",9036,9080,"-",53
"TevSTIB805.1.150",9358,9394,"-",47
"TevSTIB805.1.4160",1048,1063,"-",72
"TevSTIB805.1.2030",36,61,"-",57
"TevSTIB805.1.2030",417,444,"+",55
"TevSTIB805.1.2030",813,829,"-",54
"TevSTIB805.1.2030",1131,1156,"+",57
"TevSTIB805.1.2030",3351,3384,"+",64
"TevSTIB805.1.2030",3421,3441,"+",64
"TevSTIB805.1.340",2232,2277,"-",47
"TevSTIB805.1.160",5305,5341,"-",47
"TevSTIB805.1.1230",542,563,"-",49
"TevSTIB805.1.1230",1537,1559,"-",48
"TevSTIB805.1.830",1998,2021,"-",66
"TevSTIB805.1.4710",267,295,"-",99
"TevSTIB805.1.3870",144,172,"+",66
"TevSTIB805.1.3870",196,224,"+",71
"TevSTIB805.1.3870",298,316,"+",51
"TevSTIB805.1.3230",370,388,"+",52
"TevSTIB805.1.3230",654,696,"+",48
"TevSTIB805.1.3230",959,1005,"-",47
"TevSTIB805.1.3230",1030,1061,"-",50
"TevSTIB805.1.4720",307,320,"+",75
"TevSTIB805.1.3170",41,73,"+",49
"TevSTIB805.1.3170",1659,1696,"-",58
"TevSTIB805.1.4700",1834,1862,"-",99
"TevSTIB805.1.2390",730,763,"+",76
"TevSTIB805.1.1770",2682,2702,"+",47
"TevSTIB805.1.1770",4037,4073,"+",79
"TevSTIB805.1.1770",6792,6815,"-",60
"TevSTIB805.1.5080",603,641,"+",76
"TevSTIB805.1.400",1606,1628,"-",63
"TevSTIB805.1.400",1800,1827,"+",55
"TevSTIB805.1.400",2670,2705,"+",62
"TevSTIB805.1.400",7144,7188,"-",53
"TevSTIB805.1.4000",1263,1285,"+",107
"TevSTIB805.1.4000",1484,1525,"+",81
"TevSTIB805.1.4000",1857,1872,"+",53
"TevSTIB805.1.4000",2073,2091,"+",50
"TevSTIB805.1.2200",61,105,"+",123
"TevSTIB805.1.1240",254,276,"-",48
"TevSTIB805.1.3100",81,102,"-",63
"TevSTIB805.1.3100",185,232,"+",59
"TevSTIB805.1.3100",839,864,"-",57
"TevSTIB805.1.4140",2373,2397,"+",58
"TevSTIB805.1.4140",2950,2964,"-",73
"TevSTIB805.1.1070",720,742,"+",51
"TevSTIB805.1.2100",3967,3991,"-",60
"TevSTIB805.1.2100",4557,4577,"+",54
"TevSTIB805.1.2100",4793,4818,"+",61
"TevSTIB805.1.2100",5621,5650,"+",78
"TevSTIB805.1.2100",5916,5950,"+",63
"TevSTIB805.1.1370",286,310,"+",59
"TevSTIB805.1.1370",592,619,"-",94
"TevSTIB805.1.3580",856,878,"+",51
"TevSTIB805.1.3580",2016,2041,"+",57
"TevSTIB805.1.3370",1780,1800,"+",47
"TevSTIB805.1.2570",326,340,"+",55
"TevSTIB805.1.4520",1870,1912,"+",48
"TevSTIB805.1.1760",22,43,"+",52
"TevSTIB805.1.1210",1548,1586,"+",58
"TevSTIB805.1.960",3027,3048,"+",48
"TevSTIB805.1.180",4643,4665,"-",63
"TevSTIB805.1.180",4837,4864,"+",55
"TevSTIB805.1.180",5707,5742,"+",62
"TevSTIB805.1.180",10236,10273,"-",59
"TevSTIB805.1.180",14643,14664,"-",90
"TevSTIB805.1.180",15449,15468,"+",51
"TevSTIB805.1.4490",1885,1927,"+",48
"TevSTIB805.1.2360",12,45,"+",76
"TevSTIB805.1.2500",316,351,"-",91
"TevSTIB805.1.350",748,769,"+",90
"TevSTIB805.1.3040",320,345,"-",57
"TevSTIB805.1.2640",1584,1599,"-",53
"TevSTIB805.1.480",3344,3361,"-",50
"TevSTIB805.1.3670",1048,1065,"+",50
"TevSTIB805.1.3670",1940,1975,"-",47
"TevSTIB805.1.3670",4823,4843,"-",51
"TevSTIB805.1.4430",3110,3152,"+",48
"TevSTIB805.1.1600",4584,4617,"+",50
"TevSTIB805.1.1600",4897,4929,"-",47
"TevSTIB805.1.1130",657,685,"+",49
"TevSTIB805.1.1610",1020,1053,"+",50
"TevSTIB805.1.1610",1333,1365,"-",47
"TevSTIB805.1.1720",574,613,"+",57
"TevSTIB805.1.5020",947,994,"-",57
"TevSTIB805.1.3690",2733,2759,"+",64
"TevSTIB805.1.3690",4032,4048,"+",52
"TevSTIB805.1.3250",807,834,"-",52
"TevSTIB805.1.3250",928,971,"-",48
"TevSTIB805.1.1810",2809,2841,"-",49
"TevSTIB805.1.3760",885,921,"+",89
"TevSTIB805.1.3080",89,126,"+",53
"TevSTIB805.1.3030",61,109,"+",57
"TevSTIB805.1.3030",783,808,"-",57
"TevSTIB805.1.3240",35,77,"+",48
"TevSTIB805.1.3240",340,386,"-",47
"TevSTIB805.1.3240",411,442,"-",50
"TevSTIB805.1.3240",720,738,"-",95
"TevSTIB805.1.820",189,203,"-",55
"TevSTIB805.1.820",2790,2831,"-",55
"TevSTIB805.1.820",3407,3432,"-",51
"TevSTIB805.1.40",1115,1157,"-",52
"TevSTIB805.1.3940",2389,2430,"+",55
"TevSTIB805.1.3940",2557,2606,"+",62
"TevSTIB805.1.3940",3206,3230,"+",59
"TevSTIB805.1.3940",3288,3320,"+",47
"TevSTIB805.1.3940",4575,4597,"+",79
"TevSTIB805.1.4400",154,180,"+",56
"TevSTIB805.1.4400",522,549,"-",64
"TevSTIB805.1.4400",1042,1065,"-",48
"TevSTIB805.1.3820",90,103,"+",75
"TevSTIB805.1.3820",581,599,"+",49
"TevSTIB805.1.3820",636,656,"-",47
"TevSTIB805.1.2620",83,103,"+",64
"TevSTIB805.1.2620",2624,2672,"+",59
"TevSTIB805.1.2620",2723,2751,"+",55
"TevSTIB805.1.510",2139,2166,"+",70
"TevSTIB805.1.4040",696,721,"-",63
"TevSTIB805.1.4040",868,895,"+",58
"TevSTIB805.1.5190",728,755,"-",55
"TevSTIB805.1.2400",12,45,"+",76
"TevSTIB805.1.420",1287,1308,"-",90
"TevSTIB805.1.420",2086,2105,"+",51
"TevSTIB805.1.2790",595,618,"-",61
"TevSTIB805.1.2790",936,985,"-",98
"TevSTIB805.1.4410",20,47,"-",64
"TevSTIB805.1.4410",540,563,"-",48
"TevSTIB805.1.4410",1507,1547,"+",53
"TevSTIB805.1.3490",38,63,"+",47
"TevSTIB805.1.260",858,895,"+",59
"TevSTIB805.1.5260",3389,3419,"+",65
"TevSTIB805.1.5260",3707,3735,"-",111
"TevSTIB805.1.5260",3835,3859,"-",61
"TevSTIB805.1.5260",4207,4243,"-",127
"TevSTIB805.1.5260",4464,4502,"-",145
"TevSTIB805.1.5260",5124,5149,"-",86
"TevSTIB805.1.5260",5317,5343,"-",110
"TevSTIB805.1.5260",5514,5548,"-",100
"TevSTIB805.1.5260",5684,5716,"-",151
"TevSTIB805.1.5260",6186,6206,"+",64
"TevSTIB805.1.5260",6210,6230,"+",64
"TevSTIB805.1.5260",6234,6254,"+",64
"TevSTIB805.1.5260",6258,6278,"+",64
"TevSTIB805.1.5260",6282,6302,"+",64
"TevSTIB805.1.5260",6306,6326,"+",64
"TevSTIB805.1.5260",6330,6350,"+",64
"TevSTIB805.1.5260",6354,6374,"+",64
"TevSTIB805.1.5260",6378,6398,"+",64
"TevSTIB805.1.5260",6402,6422,"+",64
"TevSTIB805.1.5260",6426,6446,"+",64
"TevSTIB805.1.5260",6450,6470,"+",64
"TevSTIB805.1.5260",6474,6494,"+",64
"TevSTIB805.1.5260",6498,6518,"+",64
"TevSTIB805.1.5260",6522,6542,"+",64
"TevSTIB805.1.5260",6546,6566,"+",64
"TevSTIB805.1.5260",6570,6590,"+",64
"TevSTIB805.1.5260",6594,6614,"+",64
"TevSTIB805.1.5260",6618,6638,"+",64
"TevSTIB805.1.5260",6642,6662,"+",64
"TevSTIB805.1.3770",161,197,"+",89
"TevSTIB805.1.3770",3122,3171,"-",83
"TevSTIB805.1.3770",3338,3383,"+",52
"TevSTIB805.1.2410",726,759,"+",76
"TevSTIB805.1.3880",783,808,"+",67
"TevSTIB805.1.890",186,219,"+",51
"TevSTIB805.1.890",249,289,"+",57
"TevSTIB805.1.890",433,473,"+",50
"TevSTIB805.1.3280",483,502,"-",66
"TevSTIB805.1.3280",559,580,"+",48
"TevSTIB805.1.3280",1761,1800,"+",69
"TevSTIB805.1.2780",938,961,"-",61
"TevSTIB805.1.2430",720,753,"+",76
"TevSTIB805.1.770",2312,2356,"+",50
"TevSTIB805.1.770",3864,3883,"-",75
"TevSTIB805.1.170",10229,10265,"-",47
"TevSTIB805.1.1220",1047,1068,"-",49
"TevSTIB805.1.2010",4222,4246,"+",59
"TevSTIB805.1.1280",418,431,"+",75
"TevSTIB805.1.1280",1932,1967,"+",55
"TevSTIB805.1.1280",3096,3130,"+",75
"TevSTIB805.1.2970",363,411,"-",163
"TevSTIB805.1.2970",476,509,"+",62
"TevSTIB805.1.4980",1000,1030,"+",47
"TevSTIB805.1.3140",121,138,"+",52
"TevSTIB805.1.4360",54,94,"-",52
"TevSTIB805.1.690",166,204,"+",55
"TevSTIB805.1.690",2516,2536,"-",64
"TevSTIB805.1.2330",1870,1913,"+",49
"TevSTIB805.1.270",316,353,"-",59
"TevSTIB805.1.3520",44,65,"-",53
"TevSTIB805.1.4290",279,309,"+",51
"TevSTIB805.1.4290",1179,1203,"+",113
"TevSTIB805.1.4290",1411,1435,"-",132
"TevSTIB805.1.3010",29,63,"+",60
"TevSTIB805.1.3010",197,214,"-",115
"TevSTIB805.1.3010",1821,1839,"+",49
"TevSTIB805.1.3010",2388,2419,"+",60
"TevSTIB805.1.460",4900,4935,"-",62
"TevSTIB805.1.460",5778,5805,"-",55
"TevSTIB805.1.460",5977,5999,"+",63
"TevSTIB805.1.460",8343,8357,"+",55
"TevSTIB805.1.460",11359,11374,"-",53
"TevSTIB805.1.460",12614,12634,"-",54
"TevSTIB805.1.460",12804,12829,"+",58
"TevSTIB805.1.2440",12,45,"+",76
"TevSTIB805.1.5010",407,453,"+",47
"TevSTIB805.1.2450",717,750,"+",76
"TevSTIB805.1.2320",3273,3316,"+",49
"TevSTIB805.1.1830",1155,1172,"-",50
"TevSTIB805.1.3780",315,347,"-",49
"TevSTIB805.1.3780",858,884,"+",73
"TevSTIB805.1.3300",294,326,"+",48
"TevSTIB805.1.3300",1218,1254,"-",48
"TevSTIB805.1.1120",1282,1310,"+",49
"TevSTIB805.1.4370",1845,1864,"+",52
"TevSTIB805.1.4370",3145,3172,"+",58
"TevSTIB805.1.4370",5484,5505,"+",63
"TevSTIB805.1.2050",65,78,"+",75
"TevSTIB805.1.2050",1253,1277,"-",48
"TevSTIB805.1.2380",12,45,"+",76
"TevSTIB805.1.610",1247,1294,"-",47
"TevSTIB805.1.1780",56,92,"+",79
"TevSTIB805.1.1780",2811,2834,"-",60
"TevSTIB805.1.1750",1434,1455,"+",52
"TevSTIB805.1.1140",311,343,"-",52
"TevSTIB805.1.410",3917,3938,"-",90
"TevSTIB805.1.410",4716,4735,"+",51
"TevSTIB805.1.470",524,538,"+",55
"TevSTIB805.1.470",3540,3555,"-",53
"TevSTIB805.1.470",4795,4815,"-",54
"TevSTIB805.1.470",4985,5010,"+",58
"TevSTIB805.1.3400",321,353,"-",47
"TevSTIB805.1.4150",161,175,"-",73
"TevSTIB805.1.810",1707,1721,"-",55
"TevSTIB805.1.3350",3086,3104,"+",54
"TevSTIB805.1.3350",3844,3863,"+",49
"TevSTIB805.1.3350",4231,4250,"+",75
"TevSTIB805.1.3350",4887,4901,"-",55
"TevSTIB805.1.3350",9613,9630,"-",50
"TevSTIB805.1.3350",10019,10032,"-",75
"TevSTIB805.1.2590",106,122,"-",53
"TevSTIB805.1.2590",296,320,"-",71
"TevSTIB805.1.2590",494,510,"+",70
"TevSTIB805.1.3960",4,41,"+",58
"TevSTIB805.1.3960",94,119,"+",52
"TevSTIB805.1.3960",340,371,"+",65
"TevSTIB805.1.4170",1838,1864,"-",48
"TevSTIB805.1.4170",2708,2755,"+",138
"TevSTIB805.1.4170",4522,4545,"+",87
"TevSTIB805.1.2220",136,169,"+",53
"TevSTIB805.1.2220",287,323,"-",76
"TevSTIB805.1.2220",779,813,"-",91
"TevSTIB805.1.1290",409,443,"+",75
"TevSTIB805.1.1290",3416,3442,"+",91
"TevSTIB805.1.4050",160,185,"-",63
"TevSTIB805.1.4050",332,359,"+",58
"TevSTIB805.1.4050",883,905,"+",92
"TevSTIB805.1.2370",720,753,"+",76
"TevSTIB805.1.1430",4962,4999,"+",70
"TevSTIB805.1.1430",5440,5487,"+",62
"TevSTIB805.1.1430",7927,7970,"-",125
"TevSTIB805.1.1160",66,81,"+",53
