"seqid","type","start","end","strand","ID","description"
"TcChr39-S","IGI",301586,306081,"+","TcCLB.511445.70","Ring finger domain/PHD-finger, putative"
"TcChr8-S","IGI",212155,222313,"-","TcCLB.508137.20","hypothetical protein, conserved"
"TcChr2-S","IGI",69114,72163,"-","TcCLB.508205.30","calcium/calmodulin-dependent protein kinase, putative"
"TcChr35-S","IGI",812673,816707,"+","TcCLB.506221.30","protein phosphatase 2C, putative"
"TcChr40-S","IGI",871021,876128,"+","TcCLB.504215.10","hypothetical protein, conserved"
"TcChr8-S","IGI",189105,190685,"-","TcCLB.504033.120","hypothetical protein, conserved"
"TcChr19-S","IGI",122257,124469,"-","TcCLB.510855.10","peptide methionine sulfoxide reductase, putative"
"TcChr39-S","IGI",1396369,1398851,"+","TcCLB.510737.50","hypothetical protein, conserved"
"TcChr13-S","IGI",478397,480061,"+","TcCLB.508325.25","trans-sialidase (pseudogene), putative"
"TcChr37-S","IGI",605817,608498,"+","TcCLB.504103.70","PHD-zinc-finger like domain containing protein, putative"
"TcChr37-S","IGI",491020,492354,"+","TcCLB.508717.40","branch point binding protein, putative"
"TcChr41-S","IGI",1557312,1561257,"-","TcCLB.504219.40","trans-sialidase (pseudogene), putative"
"TcChr41-S","IGI",1687806,1690527,"+","TcCLB.506765.66","hypothetical protein, conserved (pseudogene)"
"TcChr11-S","IGI",437712,441203,"+","TcCLB.510409.20","hypothetical protein, conserved (pseudogene)"
"TcChr10-S","IGI",397750,399124,"-","TcCLB.508785.4","Mitochondrial ATP synthase subunit, putative"
"TcChr35-S","IGI",297057,299414,"-","TcCLB.503749.20","hypothetical protein"
"TcChr24-S","IGI",431946,433322,"+","TcCLB.509145.19","hypothetical protein, conserved"
"TcChr36-S","IGI",500784,502870,"-","TcCLB.507257.20","NOL1/NOP2/sun family, putative"
"TcChr34-S","IGI",1031745,1033994,"+","TcCLB.509631.90","mucin TcMUCII, putative"
"TcChr28-S","IGI",103505,103695,"+","TcCLB.508383.100","C/D small nucleolar RNA (snoRNA), TB10C3C4"
"TcChr22-S","IGI",391126,398129,"-","TcCLB.504429.70","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr14-S","IGI",232542,236262,"+","TcCLB.506737.140","syntaxin binding protein 1, putative"
"TcChr27-S","IGI",469066,470925,"+","TcCLB.508241.104","hypothetical protein, conserved"
"TcChr39-S","IGI",708706,710508,"-","TcCLB.504153.220","DNA recombination and repair protein RAD51, putative"
"TcChr28-S","IGI",56320,57459,"+","TcCLB.510609.65","u6 snrna-associated sm-like protein lsm3"
"TcChr33-S","IGI",93415,98221,"-","TcCLB.511585.90","hypothetical protein, conserved"
"TcChr35-S","IGI",528610,529975,"+","TcCLB.410589.10","AMP deaminase, putative"
"TcChr26-S","IGI",672357,675771,"-","TcCLB.507669.10","fumarate hydratase, putative"
"TcChr27-S","IGI",712904,714583,"+","TcCLB.509153.70","exosome-associated protein 3, putative"
"TcChr37-S","IGI",1290838,1291225,"+","TcCLB.510181.160","C/D small nucleolar RNA (snoRNA), TB10C1C4"
"TcChr13-S","IGI",159961,162282,"-","TcCLB.506857.30","hypothetical protein, conserved"
"TcChr3-S","IGI",60995,63949,"+","TcCLB.506739.180","hypothetical protein, conserved"
"TcChr33-S","IGI",532418,534470,"-","TcCLB.510565.11","tyrosine aminotransferase, putative (fragment)"
"TcChr27-S","IGI",347823,349367,"-","TcCLB.506777.20","cytoplasmic translation machinery associated protein, putative"
"TcChr14-S","IGI",64693,66015,"-","TcCLB.506181.120","hypothetical protein, conserved"
"TcChr31-S","IGI",523812,525660,"+","TcCLB.407477.60","hypothetical protein, conserved"
"TcChr16-S","IGI",226890,229211,"+","TcCLB.510719.250","RNA polymerase-associated protein CDC73, putative"
"TcChr39-S","IGI",832322,833413,"-","TcCLB.510431.274","60S ribosomal protein L37, putative"
"TcChr41-S","IGI",602340,608258,"+","TcCLB.506603.35","trans-sialidase (pseudogene), putative"
"TcChr37-S","IGI",774840,780524,"-","TcCLB.503419.60","Enriched in surface-labeled proteome protein 15"
"TcChr22-S","IGI",621757,623123,"+","TcCLB.509767.230","hypothetical protein, conserved"
"TcChr36-S","IGI",710617,711545,"+","TcCLB.506695.7","hypothetical protein, conserved"
"TcChr21-S","IGI",117186,121167,"-","TcCLB.506947.10","hypothetical protein, conserved"
"TcChr4-S","IGI",166922,170226,"-","TcCLB.508047.30","trans-sialidase (pseudogene), putative"
"TcChr40-S","IGI",398198,401424,"-","TcCLB.506211.10","lipoic acid synthetase, mitochondrial precursor, putative"
"TcChr13-S","IGI",470835,472451,"+","TcCLB.510535.80","hypothetical protein, conserved"
"TcChr36-S","IGI",694116,696255,"+","TcCLB.506697.30","Serine/threonine-protein kinase NEK6, putative"
"TcChr39-S","IGI",1408664,1410854,"+","TcCLB.510739.10","hypothetical protein, conserved"
"TcChr26-S","IGI",134764,136875,"+","TcCLB.511067.20","60S ribosomal protein L26, putative"
"TcChr40-S","IGI",274598,277102,"-","TcCLB.506503.50","hypothetical protein, conserved"
"TcChr36-S","IGI",410230,412793,"-","TcCLB.509669.110","GTPase activator protein, putative"
"TcChr20-S","IGI",367940,369992,"+","TcCLB.510123.50","iron-sulfur cluster assembly protein, putative"
"TcChr1-S","IGI",30889,33952,"+","TcCLB.503653.104","hypothetical protein, conserved"
"TcChr36-S","IGI",885234,886296,"-","TcCLB.510309.50","60S acidic ribosomal protein P2, putative"
"TcChr27-S","IGI",494794,500340,"+","TcCLB.511693.30","hypothetical protein, conserved"
"TcChr41-S","IGI",1968765,1972665,"+","TcCLB.510371.141","hypothetical protein, conserved (pseudogene)"
"TcChr22-S","IGI",447114,455586,"+","TcCLB.506847.30","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr31-S","IGI",801694,806207,"+","TcCLB.508555.50","cysteine peptidase, Clan CA, family C2, putative"
"TcChr37-S","IGI",538416,540994,"+","TcCLB.504147.260","SET domain containing protein, putative"
"TcChr33-S","IGI",711320,716157,"+","TcCLB.507939.50","hypothetical protein, conserved"
"TcChr30-S","IGI",609670,612681,"+","TcCLB.506025.60","2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase, putative"
"TcChr37-S","IGI",171246,172998,"+","TcCLB.503779.10","Sperm tail/Sperm tail C-terminal domain containing protein, putative"
"TcChr31-S","IGI",584921,593493,"+","TcCLB.509007.70","protein phosphatase 2C, putative"
"TcChr40-S","IGI",808532,809225,"+","TcCLB.506357.11","C/D small nucleolar RNA (snoRNA), TB10C4C4"
"TcChr5-S","IGI",176038,179515,"-","TcCLB.506495.10","methyltransferase domain containing protein, putative"
"TcChr7-S","IGI",4582,7361,"-","TcCLB.504341.20","trans-sialidase, putative"
"TcChr10-S","IGI",116925,123660,"+","TcCLB.504133.45","Temperature dependent protein affecting M2 dsRNA replication, putative"
"TcChr16-S","IGI",249729,249686,"+","TcCLB.510283.23","H/ACA snoRNA, TC11C4H1"
"TcChr33-S","IGI",112662,115800,"-","TcCLB.511585.20","KREL1"
"TcChr35-S","IGI",1121148,1122904,"+","TcCLB.508605.10","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr40-S","IGI",499849,509507,"+","TcCLB.506213.120","ATP-dependent RNA helicase HEL67"
"TcChr34-S","IGI",963751,966138,"-","TcCLB.507485.70","hypothetical protein, conserved"
"TcChr34-S","IGI",281384,285413,"-","TcCLB.505987.20","hypothetical protein"
"TcChr39-S","IGI",1075463,1079620,"-","TcCLB.506887.20","hypothetical protein, conserved"
"TcChr33-S","IGI",594865,597099,"+","TcCLB.508347.70","Engulfment and cell motility domain-containing protein"
"TcChr7-S","IGI",70726,73532,"-","TcCLB.507907.40","hypothetical protein, conserved"
"TcChr32-S","IGI",307419,310956,"+","TcCLB.509965.400","50S ribosome-binding GTPase, putative"
"TcChr23-S","IGI",566923,572119,"-","TcCLB.429185.31","trans-sialidase (pseudogene), putative"
"TcChr40-S","IGI",1117050,1118677,"+","TcCLB.507625.90","hypothetical protein, conserved"
"TcChr39-S","IGI",573591,575133,"+","TcCLB.507465.10","receptor-type adenylate cyclase, putative (fragment)"
"TcChr33-S","IGI",939827,941435,"+","TcCLB.510349.20","hypothetical protein, conserved"
"TcChr32-S","IGI",590064,592700,"-","TcCLB.509169.20","hypothetical protein, conserved"
"TcChr20-S","IGI",585102,587441,"-","TcCLB.510189.40","Mucin-associated surface protein (MASP), subgroup S086"
"TcChr28-S","IGI",296569,304838,"-","TcCLB.511789.10","dispersed gene family protein 1 (DGF-1, pseudogene), putative"
"TcChr6-S","IGI",226814,229030,"-","TcCLB.510073.75","hypothetical protein, conserved"
"TcChr31-S","IGI",148475,152729,"+","TcCLB.510599.14","acetyl-CoA carboxylase (fragment)"
"TcChr15-S","IGI",405329,0,"-","TcCLB.507553.41","Mucin-associated surface protein (MASP)"
"TcChr10-S","IGI",324536,328585,"-","TcCLB.503479.10","pentatricopeptide repeat domain containing protein, putative"
"TcChr35-S","IGI",372430,374530,"+","TcCLB.509073.50","Soluble NSF attachment protein, SNAP, putative"
"TcChr19-S","IGI",172613,174785,"-","TcCLB.510859.17","nucleolar RNA-binding protein, putative"
"TcChr29-S","IGI",486382,488382,"-","TcCLB.506289.20","hypothetical protein, conserved"
"TcChr34-S","IGI",268364,271794,"-","TcCLB.506405.120","V-type ATPase, A subunit, putative"
"TcChr41-S","IGI",332932,336678,"-","TcCLB.507987.20","hypothetical protein"
"TcChr3-S","IGI",45177,49562,"-","TcCLB.506739.99","zinc finger (CCCH type) protein, putative"
"TcChr36-S","IGI",636502,639928,"+","TcCLB.510323.50","hypothetical protein, conserved"
"TcChr35-S","IGI",529461,532985,"+","TcCLB.410589.19","hypothetical protein, conserved (fragment)"
"TcChr17-S","IGI",552542,557396,"+","TcCLB.507979.50","hypothetical protein, conserved"
"TcChr29-S","IGI",483934,485700,"-","TcCLB.506287.209","DNA ligase, putative"
"TcChr10-S","IGI",194304,197108,"+","TcCLB.509967.100","hypothetical protein, conserved (pseudogene)"
"TcChr17-S","IGI",546543,551920,"+","TcCLB.510053.20","hypothetical protein, conserved"
"TcChr26-S","IGI",683966,687627,"-","TcCLB.507669.60","TFIIF-stimulated CTD phosphatase, putative"
"TcChr33-S","IGI",997636,1000522,"+","TcCLB.504769.70","hypothetical protein, conserved"
"TcChr25-S","IGI",149065,150714,"+","TcCLB.434931.10","paraxonemal rod protein PAR2, putative"
"TcChr26-S","IGI",443748,445177,"-","TcCLB.508515.90","Domain of unknown function (DUF4505), putative"
"TcChr9-S","IGI",56788,59922,"-","TcCLB.511417.20","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr40-S","IGI",526273,529475,"+","TcCLB.503435.14","hypothetical protein"
"TcChr41-S","IGI",1643723,1645893,"-","TcCLB.506767.183","mucin-associated surface protein (MASP, pseudogene), putative"
"TcChr29-S","IGI",695235,700858,"+","TcCLB.503899.139","hypothetical protein, conserved"
"TcChr28-S","IGI",103221,103407,"+","TcCLB.508383.80","C/D small nucleolar RNA (snoRNA), TB10C3C2"
"TcChr41-S","IGI",608559,610934,"+","TcCLB.506603.20","Mucin-associated surface protein (MASP) (pseudogene)"
"TcChr40-S","IGI",309435,312470,"-","TcCLB.506503.150","histone H3 variant V"
"TcChr13-S","IGI",391619,393672,"-","TcCLB.508323.30","mak-16-like RNA binding protein, putative"
"TcChr32-S","IGI",798037,799008,"-","TcCLB.506943.90","hypothetical protein, conserved"
"TcChr39-S","IGI",409477,411730,"-","TcCLB.506367.80","hypothetical protein"
"TcChr39-S","IGI",489464,490722,"+","TcCLB.508357.26","hypothetical protein, conserved"
"TcChr41-S","IGI",1202334,1204936,"+","TcCLB.510019.10","mucin TcMUCII, putative"
"TcChr11-S","IGI",159650,161122,"+","TcCLB.506605.150","60S ribosomal protein, putative"
"TcChr26-S","IGI",539310,542631,"-","TcCLB.508647.140","DNA replication licensing factor MCM5, putative"
"TcChr2-S","IGI",31473,32461,"-","TcCLB.508203.38","histone H4, putative"
"TcChr28-S","IGI",56899,60873,"+","TcCLB.510609.70","cdc2-related kinase 2, putative"
"TcChr33-S","IGI",476862,480416,"+","TcCLB.510559.20","Mucin-associated surface protein (MASP) (pseudogene)"
"TcChr4-S","IGI",136869,139088,"-","TcCLB.510105.230","glyceraldehyde 3-phosphate dehydrogenase, cytosolic, putative"
"TcChr21-S","IGI",616315,619227,"+","TcCLB.510173.40","MRB1 complex subunit MRB3010"
"TcChr17-S","IGI",234614,238788,"-","TcCLB.511303.140","hypothetical protein, conserved"
"TcChr28-S","IGI",311802,315127,"-","TcCLB.511793.20","hypothetical protein"
"TcChr18-S","IGI",542730,545732,"-","TcCLB.511613.110","Mucin-associated surface protein (MASP), subgroup S030"
"TcChr32-S","IGI",131783,134007,"-","TcCLB.505807.200","hypothetical protein, conserved"
"TcChr11-S","IGI",311174,313420,"-","TcCLB.510989.69","hypothetical protein, conserved"
"TcChr31-S","IGI",782425,785923,"+","TcCLB.508927.20","glycosomal transporter (GAT1), putative"
"TcChr20-S","IGI",166222,169166,"+","TcCLB.510297.60","zinc transporter, putative"
"TcChr11-S","IGI",17580,19635,"-","TcCLB.510307.94","ATP-dependent DEAD/H RNA helicase (pseudogene), putative"
"TcChr24-S","IGI",37380,39697,"-","TcCLB.509923.9","dispersed gene family protein 1 (DGF-1), putative (fragment)"
"TcChr40-S","IGI",697958,699517,"-","TcCLB.507993.110","hypothetical protein, conserved"
"TcChr34-S","IGI",58148,65017,"-","TcCLB.507875.10","hypothetical protein, conserved"
"TcChr41-S","IGI",1292755,1295895,"+","TcCLB.507953.200","serine-alanine-and proline-rich protein, putative"
"TcChr37-S","IGI",1160202,1163497,"-","TcCLB.507641.100","hypothetical protein, conserved"
"TcChr26-S","IGI",551342,553535,"-","TcCLB.508647.200","triosephosphate isomerase"
"TcChr31-S","IGI",104538,111079,"+","TcCLB.507389.10","Flagellum attachment zone protein 14"
"TcChr33-S","IGI",1028642,1035460,"+","TcCLB.504769.170","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr38-S","IGI",113838,119971,"+","TcCLB.510997.50","ATP-dependent DEAD/H RNA helicase (pseudogene), putative"
"TcChr32-S","IGI",878626,881321,"+","TcCLB.511729.60","MORN repeat-containing protein 1"
"TcChr35-S","IGI",462530,463834,"+","TcCLB.507105.50","hypothetical protein"
"TcChr39-S","IGI",63443,65355,"-","TcCLB.507093.120","Fcf2 pre-rRNA processing, putative"
"TcChr16-S","IGI",70628,73802,"+","TcCLB.506269.10","Mucin-associated surface protein (MASP), subgroup S080"
"TcChr40-S","IGI",379723,382287,"-","TcCLB.510029.90","hypothetical protein, conserved"
"TcChr25-S","IGI",617124,621926,"+","TcCLB.506743.180","recombination initiation protein NBS1, putative"
"TcChr40-S","IGI",449114,451203,"+","TcCLB.506211.170","multiprotein-bridging factor 1, putative"
"TcChr10-S","IGI",326320,330047,"-","TcCLB.508779.9","hypothetical protein, conserved (fragment)"
"TcChr41-S","IGI",89015,90506,"+","TcCLB.504005.29","hypothetical protein, conserved"
"TcChr17-S","IGI",537538,540639,"-","TcCLB.510053.60","cytidine deaminase-like protein, putative"
"TcChr36-S","IGI",367857,368755,"+","TcCLB.507529.45","hypothetical protein, conserved"
"TcChr31-S","IGI",145504,148999,"+","TcCLB.510599.30","Component of IIS longevity pathway SMK-1, putative"
"TcChr37-S","IGI",11317,16911,"-","TcCLB.507611.50","hypothetical protein, conserved"
"TcChr38-S","IGI",269973,272210,"+","TcCLB.510833.15","elongation factor 1-gamma (EF-1-gamma, pseudogene), putative"
"TcChr41-S","IGI",1462224,1464809,"+","TcCLB.506501.170","mucin TcMUCII, putative"
"TcChr33-S","IGI",687041,693900,"+","TcCLB.506465.40","protein kinase-like protein, putative"
"TcChr7-S","IGI",175243,176981,"+","TcCLB.508277.210","hypothetical protein, conserved"
"TcChr14-S","IGI",79119,80957,"-","TcCLB.506181.50","60S ribosomal protein L18, putative"
"TcChr18-S","IGI",602023,604795,"+","TcCLB.507237.100","Mucin-associated surface protein (MASP), subgroup S112"
"TcChr26-S","IGI",132378,133158,"+","TcCLB.511069.4","transketolase, putative"
"TcChr26-S","IGI",659963,667747,"-","TcCLB.509341.20","hypothetical protein, conserved"
"TcChr20-S","IGI",570462,571974,"-","TcCLB.510261.41","mucin TcMUC (pseudogene), putative"
"TcChr25-S","IGI",666405,670263,"+","TcCLB.417203.9","dispersed gene family protein 1 (DGF-1), putative"
"TcChr41-S","IGI",1445533,1447572,"-","TcCLB.506501.240","Mucin-associated surface protein (MASP), subgroup S104"
"TcChr41-S","IGI",1118635,1122539,"-","TcCLB.510025.80","hypothetical protein, conserved (pseudogene)"
"TcChr8-S","IGI",171617,174369,"-","TcCLB.504033.200","hypothetical protein"
"TcChr18-S","IGI",305699,310644,"-","TcCLB.511603.190","Mucin-associated surface protein (MASP), subgroup S002"
"TcChr35-S","IGI",118281,119969,"-","TcCLB.511527.34","60S ribosomal protein L8, putative"
"TcChr36-S","IGI",641710,645643,"+","TcCLB.510323.20","Flagellum attachment zone protein 19, putative"
"TcChr41-S","IGI",1639291,1642801,"-","TcCLB.506767.209","syntaxin binding protein (pseudogene), putative"
"TcChr40-S","IGI",305744,310844,"-","TcCLB.506503.140","extracellular receptor, putative"
"TcChr32-S","IGI",594666,596999,"-","TcCLB.469785.5","hypothetical protein, conserved (fragment)"
"TcChr12-S","IGI",402410,403970,"-","TcCLB.508989.70","hypothetical protein, conserved"
"TcChr20-S","IGI",623356,624867,"-","TcCLB.506609.60","surface protease GP63 (pseudogene), putative"
"TcChr28-S","IGI",323887,330765,"-","TcCLB.509195.61","mucin TcMUCII, putative"
"TcChr39-S","IGI",1527377,1530071,"+","TcCLB.508465.80","Microtubule-associated protein Bicaudal-D, putative"
"TcChr35-S","IGI",145278,147652,"-","TcCLB.511529.40","SHQ1 protein, putative"
"TcChr37-S","IGI",871312,873423,"+","TcCLB.507711.30","hypothetical protein, conserved"
"TcChr38-S","IGI",1119403,1125232,"+","TcCLB.511173.160","trans-sialidase (pseudogene), putative"
"TcChr33-S","IGI",253090,255929,"+","TcCLB.507699.180","Mucin-associated surface protein (MASP) (pseudogene)"
"TcChr28-S","IGI",106504,113110,"+","TcCLB.508385.10","hypothetical protein, conserved"
"TcChr37-S","IGI",594019,597101,"+","TcCLB.504147.10","hypothetical protein, conserved"
"TcChr29-S","IGI",840596,842171,"+","TcCLB.508207.64","hypothetical protein, conserved"
"TcChr32-S","IGI",557157,558749,"+","TcCLB.503909.68","hypothetical protein, conserved"
"TcChr18-S","IGI",596496,601443,"+","TcCLB.507237.80","Mucin-associated surface protein (MASP), subgroup S002"
"TcChr34-S","IGI",410871,413109,"-","TcCLB.504057.50","hypothetical protein, conserved"
"TcChr39-S","IGI",1024636,1027947,"-","TcCLB.506885.440","170 kDa glucose-regulated protein, putative"
"TcChr39-S","IGI",546372,556967,"+","TcCLB.507467.90","diacylglycerol acyltransferase, putative"
"TcChr11-S","IGI",383631,388733,"+","TcCLB.511253.10","kinesin-like protein, putative"
"TcChr37-S","IGI",1166911,1170066,"-","TcCLB.507641.120","ATP-dependent DEAD/H RNA helicase, putative"
"TcChr41-S","IGI",1524264,1525557,"-","TcCLB.506499.130","hypothetical protein"
"TcChr2-S","IGI",51044,53497,"-","TcCLB.510351.110","hypothetical protein"
"TcChr34-S","IGI",458108,459101,"-","TcCLB.510879.140","hypothetical protein, conserved"
"TcChr36-S","IGI",600691,603425,"-","TcCLB.510325.60","hypothetical protein, conserved"
"TcChr26-S","IGI",783876,798914,"+","TcCLB.506243.50","dispersed gene family protein 1 (DGF-1, pseudogene), putative"
"TcChr39-S","IGI",864965,866770,"-","TcCLB.510431.120","hypothetical protein, conserved"
"TcChr31-S","IGI",789568,791825,"+","TcCLB.511337.20","UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
"TcChr39-S","IGI",329325,331546,"+","TcCLB.503893.30","hypothetical protein, conserved"
"TcChr37-S","IGI",825507,826780,"-","TcCLB.507711.220","hypothetical protein, conserved"
"TcChr20-S","IGI",20597,21962,"-","TcCLB.509757.30","stress-inducible protein STI1-like, putative"
"TcChr10-S","IGI",449723,452550,"-","TcCLB.511145.30","hypothetical protein, conserved"
"TcChr12-S","IGI",446243,449489,"-","TcCLB.511411.16","Spinocerebellar ataxia type 10 protein domain containing protein, putative"
"TcChr32-S","IGI",358619,360862,"+","TcCLB.509965.160","hypothetical protein, conserved"
"TcChr35-S","IGI",452227,454342,"+","TcCLB.504277.20","Surface protein TolT, group B, GPI-less"
"TcChr26-S","IGI",332495,337906,"-","TcCLB.506207.20","hypothetical protein, conserved"
"TcChr8-S","IGI",151704,155839,"-","TcCLB.434945.10","hypothetical protein, conserved"
"TcChr16-S","IGI",266345,267899,"+","TcCLB.510283.114","DNA-directed RNA polymerase I subunit, putative"
"TcChr41-S","IGI",2006851,2011710,"-","TcCLB.508229.40","trans-sialidase, Group V, putative"
"TcChr25-S","IGI",633826,636053,"+","TcCLB.506743.110","protein tyrosine phosphatase, putative"
"TcChr11-S","IGI",39737,47908,"-","TcCLB.510307.220","retrotransposon hot spot (RHS) protein, putative"
"TcChr36-S","IGI",162215,163162,"-","TcCLB.510149.130","hypothetical protein, conserved"
"TcChr35-S","IGI",189910,193100,"-","TcCLB.507089.60","hypothetical protein, conserved"
"TcChr40-S","IGI",1700830,1702941,"-","TcCLB.503717.50","mucin TcMUCII (pseudogene), putative"
"TcChr25-S","IGI",271641,275757,"-","TcCLB.507275.10","cdc2-related protein kinase 4, putative"
"TcChr22-S","IGI",411946,418878,"-","TcCLB.510507.60","inositol 1,4,5-trisphosphate receptor, putative (fragment)"
"TcChr40-S","IGI",1614504,1618933,"-","TcCLB.508165.220","mucin TcMUCII (pseudogene), putative"
"TcChr40-S","IGI",889768,894165,"+","TcCLB.506359.30","gpi mannosyltransferase 2"
"TcChr22-S","IGI",578075,579672,"+","TcCLB.448567.9","dynein heavy chain, putative"
"TcChr16-S","IGI",67860,71552,"+","TcCLB.506269.25","hypothetical protein"
"TcChr11-S","IGI",162065,165120,"+","TcCLB.506605.130","hypothetical protein, conserved"
"TcChr14-S","IGI",195718,197167,"+","TcCLB.509993.5","hypothetical protein, conserved (pseudogene)"
"TcChr10-S","IGI",299433,305777,"-","TcCLB.511133.30","hypothetical protein, conserved"
"TcChr11-S","IGI",65245,71675,"-","TcCLB.510307.320","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr31-S","IGI",779316,783094,"+","TcCLB.508927.30","hypothetical protein, conserved"
"TcChr36-S","IGI",371605,376431,"+","TcCLB.507531.10","hypothetical protein, conserved (pseudogene)"
"TcChr7-S","IGI",108030,112583,"-","TcCLB.506113.40","hypothetical protein, conserved (pseudogene)"
"TcChr41-S","IGI",1921474,1931469,"-","TcCLB.506761.40","Mucin-associated surface protein (MASP) (pseudogene)"
"TcChr41-S","IGI",2091751,2096333,"-","TcCLB.504239.10","hypothetical protein, conserved (pseudogene)"
"TcChr20-S","IGI",97491,99967,"-","TcCLB.504203.10","hypothetical protein, conserved"
"TcChr6-S","IGI",247517,250513,"-","TcCLB.510075.60","hypothetical protein"
"TcChr36-S","IGI",594205,601112,"-","TcCLB.510325.69","Aminopeptidase M1, putative (fragment)"
"TcChr35-S","IGI",408623,413858,"+","TcCLB.511543.30","amino acid transporter, putative"
"TcChr30-S","IGI",212079,243803,"-","TcCLB.405179.10","dynein heavy chain, putative (fragment)"
"TcChr18-S","IGI",631274,636249,"-","TcCLB.507237.270","Mucin-associated surface protein (MASP), subgroup S017"
"TcChr23-S","IGI",524954,526910,"+","TcCLB.511627.100","TPR-repeat protein, putative"
"TcChr32-S","IGI",910039,911749,"+","TcCLB.506945.100","hypothetical protein, conserved"
"TcChr7-S","IGI",154735,159851,"+","TcCLB.508277.110","cAMP specific phosphodiesterase, putative"
"TcChr35-S","IGI",314550,317860,"-","TcCLB.511537.40","protein phosphatase 4, putative"
"TcChr8-S","IGI",250593,253129,"-","TcCLB.510241.124","hypothetical protein, conserved"
"TcChr10-S","IGI",102018,112625,"+","TcCLB.509247.30","CCR4-NOT transcription complex subunit 1"
"TcChr22-S","IGI",492021,495299,"+","TcCLB.510513.20","hypothetical protein, conserved"
"TcChr25-S","IGI",388288,394079,"+","TcCLB.511401.80","hypothetical protein, conserved (pseudogene)"
"TcChr24-S","IGI",8278,14610,"-","TcCLB.509921.20","trans-sialidase (pseudogene), putative"
