"seq_id","pqsNumber"
"TcCLB.510889.10",2
"TcCLB.510889.231",1
"TcCLB.510889.160",2
"TcCLB.510885.90",3
"TcCLB.510889.300",3
"TcCLB.508595.20",2
"TcCLB.509401.30",2
"TcCLB.509399.160",4
"TcCLB.510889.80",7
"TcCLB.510889.240",0
"TcCLB.509429.124",0
"TcCLB.509401.20",3
"TcCLB.510889.340",4
"TcCLB.509399.60",6
"TcCLB.509399.170",3
"TcCLB.508595.30",1
"TcCLB.510889.150",2
"TcCLB.510885.20",7
"TcCLB.509429.150",2
"TcCLB.510889.352",8
"TcCLB.509429.230",3
"TcCLB.508595.35",4
"TcCLB.509429.41",1
"TcCLB.510889.190",7
"TcCLB.509429.170",5
"TcCLB.509429.190",1
"TcCLB.509399.130",5
"TcCLB.510889.4",0
"TcCLB.510887.30",5
"TcCLB.510887.14",6
"TcCLB.510889.110",6
"TcCLB.508593.60",3
"TcCLB.508593.90",2
"TcCLB.508595.50",2
"TcCLB.505419.20",0
"TcCLB.510885.140",3
"TcCLB.509399.100",6
"TcCLB.509429.10",3
"TcCLB.510889.30",6
"TcCLB.510887.60",3
"TcCLB.508593.120",1
"TcCLB.508595.40",2
"TcCLB.509399.110",0
"TcCLB.510889.100",5
"TcCLB.509429.220",4
"TcCLB.509429.270",5
"TcCLB.509429.4",4
"TcCLB.508593.130",9
"TcCLB.509429.300",0
"TcCLB.508593.100",2
"TcCLB.507297.10",0
"TcCLB.510887.40",6
"TcCLB.510887.50",4
"TcCLB.510889.130",3
"TcCLB.509429.80",0
"TcCLB.437999.9",5
"TcCLB.503543.20",0
"TcCLB.503541.5",0
"TcCLB.507915.10",1
"TcCLB.504839.44",3
"TcCLB.507915.19",1
"TcCLB.506445.30",9
"TcCLB.507241.10",1
"TcCLB.416511.9",1
"TcCLB.507259.4",3
"TcCLB.422031.10",7
"TcCLB.507911.36",2
"TcCLB.506511.40",3
"TcCLB.509943.30",4
"TcCLB.509353.30",2
"TcCLB.506511.60",0
"TcCLB.506445.100",2
"TcCLB.509353.20",0
"TcCLB.510047.10",9
"TcCLB.503545.10",6
"TcCLB.506509.50",2
"TcCLB.503913.40",0
"TcCLB.507911.33",5
"TcCLB.509941.140",0
"TcCLB.503913.29",0
"TcCLB.506445.80",1
"TcCLB.503913.20",0
"TcCLB.507241.39",4
"TcCLB.503543.4",0
"TcCLB.510043.50",4
"TcCLB.506511.50",2
"TcCLB.509943.20",1
"TcCLB.507259.16",0
"TcCLB.506511.20",1
"TcCLB.509353.60",1
"TcCLB.509941.30",9
"TcCLB.509945.24",0
"TcCLB.506511.10",0
"TcCLB.510047.70",1
"TcCLB.506511.80",3
"TcCLB.503913.4",1
"TcCLB.507911.50",2
"TcCLB.404073.20",1
"TcCLB.510047.120",3
"TcCLB.509941.78",2
"TcCLB.506511.30",2
"TcCLB.506509.30",3
"TcCLB.503541.10",0
"TcCLB.509943.11",0
"TcCLB.503913.10",1
"TcCLB.404073.10",1
"TcCLB.503913.49",0
"TcCLB.510045.30",13
"TcCLB.509941.110",0
"TcCLB.503545.20",3
"TcCLB.506509.20",4
"TcCLB.509945.30",0
"TcCLB.506447.19",1
"TcCLB.507913.39",2
"TcCLB.427091.10",4
"TcCLB.504949.14",4
"TcCLB.509353.40",2
"TcCLB.507913.10",5
"TcCLB.504091.10",2
"TcCLB.507911.30",8
"TcCLB.509941.70",9
"TcCLB.503541.30",0
"TcCLB.507913.20",2
"TcCLB.510043.20",3
"TcCLB.503541.40",0
"TcCLB.507241.30",2
"TcCLB.506509.10",4
"TcCLB.504949.39",3
"TcCLB.504839.36",4
"TcCLB.509945.20",4
"TcCLB.506445.60",3
"TcCLB.509945.10",1
"TcCLB.506445.110",6
"TcCLB.504091.5",1
"TcCLB.504949.30",0
"TcCLB.506445.90",2
"TcCLB.509353.50",3
"TcCLB.506445.121",6
"TcCLB.506447.10",0
"TcCLB.506445.40",4
"TcCLB.507973.10",0
"TcCLB.504839.50",2
"TcCLB.510043.59",1
"TcCLB.503541.20",0
"TcCLB.459389.10",1
"TcCLB.510045.20",9
"TcCLB.510047.109",2
"TcCLB.506511.70",0
"TcCLB.510043.40",1
"TcCLB.504839.70",2
"TcCLB.507911.40",1
"TcCLB.504839.60",1
"TcCLB.507913.30",2
"TcCLB.507911.60",2
"TcCLB.506445.70",2
"TcCLB.504839.28",5
"TcCLB.510047.60",6
"TcCLB.509353.10",1
"TcCLB.507911.15",7
"TcCLB.506445.20",9
"TcCLB.430727.9",0
"TcCLB.470521.10",3
"TcCLB.509941.85",2
"TcCLB.431849.10",0
"TcCLB.509941.120",0
"TcCLB.510047.100",1
"TcCLB.507241.20",2
"TcCLB.507259.10",0
"TcCLB.431849.20",0
"TcCLB.506445.10",0
"TcCLB.510047.129",0
"TcCLB.507973.20",1
"TcCLB.507915.5",1
"TcCLB.506509.40",2
"TcCLB.510047.80",2
"TcCLB.506509.60",4
"TcCLB.509941.100",0
"TcCLB.510043.29",1
"TcCLB.503543.10",0
"TcCLB.508197.10",0
"TcCLB.506903.20",2
"TcCLB.506627.130",0
"TcCLB.509929.21",4
"TcCLB.510577.40",2
"TcCLB.510339.60",0
"TcCLB.510575.160",2
"TcCLB.510333.10",12
"TcCLB.508193.60",6
"TcCLB.510575.40",2
"TcCLB.508199.20",6
"TcCLB.510339.80",0
"TcCLB.510339.20",2
"TcCLB.508193.20",6
"TcCLB.510579.110",1
"TcCLB.510567.10",5
"TcCLB.507901.30",8
"TcCLB.458241.10",9
"TcCLB.510339.100",3
"TcCLB.510337.40",1
"TcCLB.508199.90",1
"TcCLB.508199.10",1
"TcCLB.508199.50",0
"TcCLB.507903.19",2
"TcCLB.453445.10",9
"TcCLB.510339.74",0
"TcCLB.506627.40",3
"TcCLB.510571.20",2
"TcCLB.508193.15",1
"TcCLB.503481.20",7
"TcCLB.510573.10",0
"TcCLB.508197.39",0
"TcCLB.510577.10",0
"TcCLB.510569.10",2
"TcCLB.510221.10",2
"TcCLB.510575.100",8
"TcCLB.510579.20",1
"TcCLB.510575.120",3
"TcCLB.510579.40",3
"TcCLB.510577.30",5
"TcCLB.510575.130",2
"TcCLB.508621.10",1
"TcCLB.508351.50",2
"TcCLB.508351.30",0
"TcCLB.506433.10",2
"TcCLB.508199.60",0
"TcCLB.510337.30",0
"TcCLB.510339.90",2
"TcCLB.510339.70",3
"TcCLB.508623.10",12
"TcCLB.510575.220",1
"TcCLB.507901.51",2
"TcCLB.510335.30",2
"TcCLB.452039.9",1
"TcCLB.509931.20",3
"TcCLB.506627.90",2
"TcCLB.506903.50",9
"TcCLB.510575.10",4
"TcCLB.508621.51",5
"TcCLB.510339.50",1
"TcCLB.506627.20",4
"TcCLB.510571.10",3
"TcCLB.510339.54",0
"TcCLB.507901.10",3
"TcCLB.510575.50",5
"TcCLB.510575.30",1
"TcCLB.510339.40",1
"TcCLB.508197.20",0
"TcCLB.508351.60",2
"TcCLB.510575.210",2
"TcCLB.510579.100",1
"TcCLB.510575.170",0
"TcCLB.510339.14",2
"TcCLB.506627.10",1
"TcCLB.510575.239",1
"TcCLB.506627.100",2
"TcCLB.510579.50",4
"TcCLB.510221.39",2
"TcCLB.508199.80",2
"TcCLB.508197.30",3
"TcCLB.510579.10",1
"TcCLB.508349.30",3
"TcCLB.506627.110",1
"TcCLB.510571.30",2
"TcCLB.510575.5",3
"TcCLB.510573.19",0
"TcCLB.509931.10",1
"TcCLB.508193.45",4
"TcCLB.510575.230",2
"TcCLB.510339.7",0
"TcCLB.506627.80",3
"TcCLB.508349.20",1
"TcCLB.508349.39",2
"TcCLB.510569.20",2
"TcCLB.510575.20",1
"TcCLB.510579.90",1
"TcCLB.508621.30",1
"TcCLB.510579.60",3
"TcCLB.508199.70",2
"TcCLB.510579.14",2
"TcCLB.510339.85",1
"TcCLB.508351.20",2
"TcCLB.419207.9",1
"TcCLB.506627.70",1
"TcCLB.510571.39",0
"TcCLB.508351.40",0
"TcCLB.508195.10",8
"TcCLB.506627.50",0
"TcCLB.510575.190",0
"TcCLB.510221.30",2
"TcCLB.510575.150",2
"TcCLB.510579.70",0
"TcCLB.510579.30",3
"TcCLB.509929.10",4
"TcCLB.508349.10",1
"TcCLB.510337.11",6
"TcCLB.508199.30",8
"TcCLB.510577.50",1
"TcCLB.510575.200",2
"TcCLB.510335.10",7
"TcCLB.453445.20",10
"TcCLB.510575.180",0
"TcCLB.506903.10",1
"TcCLB.508351.10",4
"TcCLB.508193.30",2
"TcCLB.510221.20",1
"TcCLB.506627.60",1
"TcCLB.510337.50",1
"TcCLB.510571.5",3
"TcCLB.510337.20",3
"TcCLB.510579.80",0
"TcCLB.412393.10",0
"TcCLB.510579.119",0
"TcCLB.510575.140",1
"TcCLB.506475.120",3
"TcCLB.507947.10",15
"TcCLB.506475.116",4
"TcCLB.507949.190",5
"TcCLB.507949.69",1
"TcCLB.505999.150",3
"TcCLB.506479.39",1
"TcCLB.507949.60",0
"TcCLB.509487.20",0
"TcCLB.508999.60",2
"TcCLB.507949.219",11
"TcCLB.509005.70",0
"TcCLB.509991.29",0
"TcCLB.506479.130",3
"TcCLB.507949.40",2
"TcCLB.506475.90",16
"TcCLB.508999.170",4
"TcCLB.505997.80",3
"TcCLB.474339.9",0
"TcCLB.505999.20",2
"TcCLB.507949.120",1
"TcCLB.508999.230",6
"TcCLB.505997.65",3
"TcCLB.509487.4",1
"TcCLB.508999.100",1
"TcCLB.509991.100",1
"TcCLB.506479.100",3
"TcCLB.509005.101",1
"TcCLB.505997.70",1
"TcCLB.508999.134",0
"TcCLB.508999.140",3
"TcCLB.508999.250",1
"TcCLB.506475.50",0
"TcCLB.507945.30",2
"TcCLB.506479.20",6
"TcCLB.509005.111",2
"TcCLB.509003.30",3
"TcCLB.505999.4",5
"TcCLB.509003.10",6
"TcCLB.509005.10",1
"TcCLB.507949.154",5
"TcCLB.505999.100",0
"TcCLB.506477.20",2
"TcCLB.505997.31",1
"TcCLB.505999.10",7
"TcCLB.505999.130",2
"TcCLB.506475.14",7
"TcCLB.503869.60",1
"TcCLB.506477.4",1
"TcCLB.509005.91",0
"TcCLB.506477.10",2
"TcCLB.509487.10",0
"TcCLB.506479.10",10
"TcCLB.506479.60",5
"TcCLB.508999.200",0
"TcCLB.506479.67",2
"TcCLB.509991.9",6
"TcCLB.509001.30",3
"TcCLB.505997.10",15
"TcCLB.507949.20",3
"TcCLB.509991.90",1
"TcCLB.507949.80",2
"TcCLB.506479.90",1
"TcCLB.509005.121",1
"TcCLB.506477.30",1
"TcCLB.505999.40",0
"TcCLB.508999.70",2
"TcCLB.508999.40",0
"TcCLB.503869.40",5
"TcCLB.507949.10",8
"TcCLB.505999.80",1
"TcCLB.506477.40",3
"TcCLB.503869.9",1
"TcCLB.505999.110",1
"TcCLB.509005.50",1
"TcCLB.505997.210",1
"TcCLB.507949.150",4
"TcCLB.509005.40",2
"TcCLB.505999.60",0
"TcCLB.505997.160",8
"TcCLB.506475.130",6
"TcCLB.507949.210",4
"TcCLB.508999.110",1
"TcCLB.508999.180",5
"TcCLB.507949.130",1
"TcCLB.509991.80",0
"TcCLB.509003.79",2
"TcCLB.506475.80",6
"TcCLB.506479.74",2
"TcCLB.505999.70",4
"TcCLB.505999.170",1
"TcCLB.505999.50",1
"TcCLB.474887.9",0
"TcCLB.507949.4",2
"TcCLB.508999.10",5
"TcCLB.508999.269",4
"TcCLB.509005.60",0
"TcCLB.505997.200",1
"TcCLB.505999.160",2
"TcCLB.505999.189",2
"TcCLB.507949.50",1
"TcCLB.506475.110",7
"TcCLB.507949.110",1
"TcCLB.505999.24",3
"TcCLB.509001.40",4
"TcCLB.506477.14",0
"TcCLB.509003.70",2
"TcCLB.506475.30",8
"TcCLB.503869.20",2
"TcCLB.508999.190",3
"TcCLB.506475.105",12
"TcCLB.505997.100",7
"TcCLB.506479.120",6
"TcCLB.505999.30",2
"TcCLB.509003.60",0
"TcCLB.509003.20",3
"TcCLB.508999.220",2
"TcCLB.505999.90",0
"TcCLB.509003.50",2
"TcCLB.508999.80",3
"TcCLB.507945.10",3
"TcCLB.506475.40",1
"TcCLB.508999.260",4
"TcCLB.506479.80",2
"TcCLB.505997.60",4
"TcCLB.505997.190",4
"TcCLB.509003.40",5
"TcCLB.509001.20",6
"TcCLB.506479.30",3
"TcCLB.505997.21",2
"TcCLB.507949.250",9
"TcCLB.508999.49",1
"TcCLB.506479.110",5
"TcCLB.509005.30",6
"TcCLB.509991.40",1
"TcCLB.503869.30",4
"TcCLB.508999.30",1
"TcCLB.509991.20",1
"TcCLB.506477.60",26
"TcCLB.509005.81",0
"TcCLB.505999.140",2
"TcCLB.508999.20",1
"TcCLB.509991.70",0
"TcCLB.506475.113",4
"TcCLB.509005.20",2
"TcCLB.503869.50",4
"TcCLB.505999.120",1
"TcCLB.509005.90",1
"TcCLB.506475.100",18
"TcCLB.507949.260",1
"TcCLB.508999.127",0
"TcCLB.505999.180",2
"TcCLB.508999.150",5
"TcCLB.506479.50",4
"TcCLB.509001.10",4
"TcCLB.505997.40",1
"TcCLB.509991.110",1
"TcCLB.504209.10",33
"TcCLB.508999.120",1
"TcCLB.509989.10",4
"TcCLB.507945.20",4
"TcCLB.507949.140",3
"TcCLB.507949.29",0
"TcCLB.505997.174",3
"TcCLB.509695.200",4
"TcCLB.508637.70",0
"TcCLB.506855.290",1
"TcCLB.508637.69",0
"TcCLB.506855.85",1
"TcCLB.506855.270",1
"TcCLB.506853.30",1
"TcCLB.508637.140",0
"TcCLB.506977.49",1
"TcCLB.509695.10",2
"TcCLB.508637.160",2
"TcCLB.509695.100",2
"TcCLB.508637.79",0
"TcCLB.506253.21",2
"TcCLB.508637.40",5
"TcCLB.504069.80",0
"TcCLB.506855.350",1
"TcCLB.504069.140",1
"TcCLB.510519.149",1
"TcCLB.506855.180",1
"TcCLB.508637.114",2
"TcCLB.506855.100",1
"TcCLB.504069.120",0
"TcCLB.509695.80",3
"TcCLB.509693.110",0
"TcCLB.507499.56",2
"TcCLB.509695.20",1
"TcCLB.509695.60",1
"TcCLB.507503.11",3
"TcCLB.506855.370",6
"TcCLB.507233.110",11
"TcCLB.508319.10",10
"TcCLB.506853.70",1
"TcCLB.506977.40",2
"TcCLB.508319.30",2
"TcCLB.508637.130",0
"TcCLB.509695.40",1
"TcCLB.507503.70",2
"TcCLB.506855.280",2
"TcCLB.506855.260",0
"TcCLB.506855.20",6
"TcCLB.506855.60",8
"TcCLB.509695.170",4
"TcCLB.507233.94",6
"TcCLB.509695.190",3
"TcCLB.510519.120",1
"TcCLB.504069.70",0
"TcCLB.510519.110",2
"TcCLB.508319.40",7
"TcCLB.506253.39",15
"TcCLB.508637.100",0
"TcCLB.507499.50",0
"TcCLB.508319.60",8
"TcCLB.509693.150",2
"TcCLB.507233.60",10
"TcCLB.510519.20",2
"TcCLB.509693.200",1
"TcCLB.509695.30",2
"TcCLB.507501.5",0
"TcCLB.509693.170",2
"TcCLB.506253.30",4
"TcCLB.509693.209",2
"TcCLB.506977.139",3
"TcCLB.506855.10",1
"TcCLB.506855.160",0
"TcCLB.506853.40",1
"TcCLB.508637.19",6
"TcCLB.510519.100",1
"TcCLB.506855.330",0
"TcCLB.506855.80",1
"TcCLB.509693.190",1
"TcCLB.504069.30",0
"TcCLB.507753.3",14
"TcCLB.506853.10",4
"TcCLB.508637.90",0
"TcCLB.504069.4",0
"TcCLB.507501.10",3
"TcCLB.507499.60",5
"TcCLB.506855.360",0
"TcCLB.506851.20",1
"TcCLB.506855.310",3
"TcCLB.506855.140",4
"TcCLB.510519.90",1
"TcCLB.506977.80",1
"TcCLB.507499.90",2
"TcCLB.509695.110",3
"TcCLB.504069.50",2
"TcCLB.508637.63",4
"TcCLB.509695.90",2
"TcCLB.506855.90",1
"TcCLB.506853.20",2
"TcCLB.506855.300",2
"TcCLB.511913.9",1
"TcCLB.508319.79",2
"TcCLB.506853.60",3
"TcCLB.510519.10",0
"TcCLB.506253.11",6
"TcCLB.504069.90",0
"TcCLB.507073.10",1
"TcCLB.506853.50",3
"TcCLB.510519.60",0
"TcCLB.510519.80",1
"TcCLB.507501.30",1
"TcCLB.506855.120",1
"TcCLB.509695.130",2
"TcCLB.506977.110",10
"TcCLB.510519.40",3
"TcCLB.504069.10",1
"TcCLB.507499.53",2
"TcCLB.510519.130",1
"TcCLB.507503.20",1
"TcCLB.506385.10",6
"TcCLB.504069.110",0
