"seqid","type","start","end","strand","ID","description"
"LinJ.27","IGI",33070,36011,"-","LINF_270006200","hypothetical protein - conserved"
"LinJ.25","IGI",657189,660063,"-","LINF_250023300","Mad2-like HORMA domain containing protein"
"LinJ.19","IGI",554043,565903,"+","LINF_190018500","hypothetical protein - conserved"
"LinJ.20","IGI",360648,368522,"+","LINF_200014200","transmembrane protein - conserved"
"LinJ.36","IGI",1167499,1177595,"-","LINF_360035800","Flagellar Member 1"
"LinJ.25","IGI",769372,772607,"-","LINF_250027100","hypothetical protein - conserved"
"LinJ.30","IGI",142869,148324,"-","LINF_300009500","Ribosome recycling factor - putative"
"LinJ.13","IGI",13334,15576,"-","LINF_130005600","hypothetical protein - conserved"
"LinJ.34","IGI",530841,535528,"-","LINF_340017800","Shwachman-Bodian-Diamond syndrome (SBDS) protein/SBDS protein C-terminal domain containing protein - putative"
"LinJ.30","IGI",10668,13201,"-","LINF_300005400","Uncharacterised protein family (UPF0220) - putative"
"LinJ.34","IGI",1181265,1185066,"+","LINF_340032800","WD domain - G-beta repeat - putative"
"LinJ.32","IGI",1061951,1064929,"-","LINF_320034100","ribosomal protein L27 - putative"
"LinJ.29","IGI",117710,123031,"-","LINF_290008600","hypothetical protein - conserved"
"LinJ.17","IGI",290321,293066,"-","LINF_170011900","hypothetical protein - conserved"
"LinJ.31","IGI",1058151,1061199,"-","LINF_310029000","hypothetical protein"
"LinJ.14","IGI",26703,30027,"+","LINF_140006000","DnaJ domain containing protein - putative"
"LinJ.10","IGI",469562,474581,"-","LINF_100016900","hypothetical protein - conserved"
"LinJ.21","IGI",266895,270692,"+","LINF_210014000","hypothetical protein"
"LinJ.04","IGI",116835,128255,"+","LINF_040008800","Phytanoyl-CoA dioxygenase (PhyH) - putative"
"LinJ.29","IGI",323265,327874,"-","LINF_290014000","guanine deaminase - putative"
"LinJ.31","IGI",1162701,1164958,"-","LINF_310030700","3 -2-trans-enoyl-CoA isomerase - mitochondrial precursor - putative"
"LinJ.36","IGI",1237639,1243175,"-","LINF_360037500","succinyl-CoA ligase [GDP-forming] beta-chain - putative"
"LinJ.35","IGI",625948,631384,"-","LINF_350021300","hypothetical protein - conserved"
"LinJ.34","IGI",1423024,1432352,"+","LINF_340038900","hypothetical protein - conserved"
"LinJ.30","IGI",169745,174127,"-","LINF_300010300","N-acetyltransferase B complex (NatB) non catalytic subunit - putative"
"LinJ.09","IGI",135611,140264,"+","LINF_090009200","Ring finger domain/RING-H2 zinc finger containing protein -  putative"
"LinJ.20","IGI",209745,217306,"+","LINF_200011200","MORN repeat - putative"
"LinJ.25","IGI",511367,513888,"-","LINF_250019300","RNA polymerase subunit RPB10 - putative"
"LinJ.29","IGI",954779,963358,"-","LINF_290028300","hypothetical protein - conserved"
"LinJ.25","IGI",864620,867257,"+","LINF_250031000","hypothetical protein"
"LinJ.04","IGI",128985,135366,"-","LINF_040009000","anaphase promoting complex - subunit 10-like protein"
"LinJ.34","IGI",1314626,1319882,"+","LINF_340036000","hypothetical protein - conserved"
"LinJ.17","IGI",287826,291279,"-","LINF_170011800","RNA-binding protein - putative"
"LinJ.35","IGI",639455,641970,"-","LINF_350021700","60S ribosomal protein L26 - putative"
"LinJ.36","IGI",1019876,1024449,"+","LINF_360031900","hypothetical protein - conserved"
"LinJ.33","IGI",177891,180120,"-","LINF_330010900","hypothetical protein - conserved"
"LinJ.10","IGI",499905,504021,"-","LINF_100018000","hypothetical protein - conserved"
"LinJ.06","IGI",468427,472690,"+","LINF_060017000","hypothetical protein - conserved"
"LinJ.28","IGI",1192761,0,"-","LINF_280039700","hypothetical protein - conserved"
"LinJ.11","IGI",158162,158368,"-","LINF_110009900","anticodon:aagaag|aaLeu"
"LinJ.32","IGI",1489301,1495569,"+","LINF_320046000","hypothetical protein - conserved"
"LinJ.07","IGI",34063,42617,"+","LINF_070006000","metallo-peptidase - Clan ME - Family M16C"
"LinJ.04","IGI",299285,302190,"-","LINF_040012700","nascent polypeptide associated complex subunit- like protein - copy"
"LinJ.35","IGI",1901748,1908801,"+","LINF_350056000","hypothetical protein - conserved"
"LinJ.24","IGI",236250,240509,"+","LINF_240011600","hypothetical protein - conserved"
"LinJ.05","IGI",60542,67362,"+","LINF_050007000","hypothetical protein - conserved"
"LinJ.33","IGI",262796,268800,"+","LINF_330013700","sterol C-24 reductase - putative"
"LinJ.02","IGI",117403,123982,"-","LINF_020007400","Glycosyltransferase (GlcNAc) - putative"
"LinJ.04","IGI",7230,12244,"+","LINF_040005100","pteridine transporter (truncated) - putative"
"LinJ.17","IGI",670233,672933,"+","LINF_170021700","hypothetical protein"
"LinJ.34","IGI",1151432,1157341,"+","LINF_340032100","ruvB-like DNA helicase - putative"
"LinJ.36","IGI",197083,206907,"+","LINF_360012200","Enriched in surface-labeled proteome protein 18"
"LinJ.26","IGI",708923,715100,"+","LINF_260024300","hypothetical protein - conserved"
"LinJ.03","IGI",286783,288684,"-","LINF_030012400","cytochrome c oxidase copper chaperone - putative"
"LinJ.27","IGI",1031277,1037703,"-","LINF_270029900","hypothetical protein - conserved"
"LinJ.33","IGI",170543,174749,"-","LINF_330010700","Archaic translocase of outer membrane 11 kDa subunit - putative"
"LinJ.28","IGI",832661,836444,"-","LINF_280027300","Telomere recombination/Putative GTP-binding controlling metal-binding - putative"
"LinJ.05","IGI",456462,457397,"+","LINF_050018500","snoRNA"
"LinJ.22","IGI",681889,686245,"+","LINF_220021700","hypothetical protein - conserved"
"LinJ.35","IGI",1555377,1560615,"+","LINF_350046900","hypothetical protein - conserved"
"LinJ.36","IGI",368866,386539,"+","LINF_360015300","dynein heavy chain - putative"
"LinJ.28","IGI",935156,940797,"+","LINF_280030600","serine hydroxymethyltransferase (SHMT-L)"
"LinJ.33","IGI",691534,695359,"+","LINF_330024000","ribulose-5-phosphate 3-epimerase - putative"
"LinJ.04","IGI",345999,355206,"-","LINF_040014000","hypothetical protein - conserved"
"LinJ.30","IGI",1198226,1204825,"+","LINF_300038700","UV excision repair RAD23-like protein"
"LinJ.11","IGI",186565,190815,"+","LINF_110011100","Protein of unknown function (DUF563) - putative"
"LinJ.08","IGI",267674,276555,"+","LINF_080011600","Amastin surface glycoprotein - putative"
"LinJ.33","IGI",1319793,1335908,"+","LINF_330038900","hypothetical protein - conserved"
"LinJ.32","IGI",592101,596784,"-","LINF_320020850","hypothetical protein"
"LinJ.24","IGI",337573,342223,"+","LINF_240014800","hypothetical protein - conserved"
"LinJ.19","IGI",694108,696301,"+","LINF_190022500","protein kinase - putative"
"LinJ.34","IGI",1646971,1649590,"+","LINF_340046300","small nuclear ribonucleoprotein - putative"
"LinJ.24","IGI",425041,435329,"+","LINF_240017000","hypothetical protein - conserved"
"LinJ.22","IGI",266011,271563,"-","LINF_220011600","proteasome regulatory ATPase subunit 5 - putative"
"LinJ.35","IGI",1047289,1051141,"-","LINF_350032900","hypothetical protein - conserved"
"LinJ.35","IGI",1,5641,"-","LINF_350005000","phosphoglycan beta 1,3 galactosyltransferase 7"
"LinJ.19","IGI",598126,600450,"+","LINF_190019500","glycerol uptake protein - putative"
"LinJ.35","IGI",866786,870253,"+","LINF_350028300","hypothetical protein - conserved"
"LinJ.13","IGI",81542,90949,"-","LINF_130007600","hypothetical protein - conserved"
"LinJ.22","IGI",710011,718704,"+","LINF_220022400","hypothetical protein - conserved"
"LinJ.29","IGI",574265,583928,"+","LINF_290019600","Amastin surface glycoprotein - putative"
"LinJ.20","IGI",578033,584917,"+","LINF_200018100","Nucleosome assembly protein (NAP) - putative"
"LinJ.32","IGI",626869,633380,"-","LINF_320021700","hypothetical protein - conserved"
"LinJ.05","IGI",447160,453007,"+","LINF_050017600","snoRNA"
"LinJ.17","IGI",244113,255956,"-","LINF_170011100","Phenazine biosynthesis-like protein - putative"
"LinJ.10","IGI",240994,245287,"+","LINF_100010900","GP63 - leishmanolysin"
"LinJ.20","IGI",77331,79858,"-","LINF_200007300","transmembrane protein - putative"
"LinJ.31","IGI",506310,510599,"-","LINF_310018800","Leucine Rich repeat - putative"
"LinJ.36","IGI",2729941,2732250,"-","LINF_360081800","hypothetical protein - conserved"
"LinJ.33","IGI",1071829,1077397,"+","LINF_330034400","UDP-N-acetylglucosamine pyrophosphorylase - putative"
"LinJ.35","IGI",1868237,1875257,"+","LINF_350055400","sphingomyelin/ceramide phosphorylethanolamine synthase - bifunctional"
"LinJ.36","IGI",2543693,2546677,"-","LINF_360075300","40S ribosomal protein S8 - putative"
"LinJ.29","IGI",1166069,1170283,"+","LINF_290033400","Domain of unknown function (DUF4586) - putative"
"LinJ.17","IGI",99591,105202,"-","LINF_170007900","hypothetical protein - conserved"
"LinJ.36","IGI",2530392,2531834,"+","LINF_360074500","anticodon:gcagca|aaCys"
"LinJ.34","IGI",888420,895956,"-","LINF_340026200","cardiolipin synthetase - putative"
"LinJ.32","IGI",857160,859989,"-","LINF_320028400","NADH-ubiquinone oxidoreductase complex I subunit - putative"
"LinJ.25","IGI",259306,266254,"+","LINF_250013200","DNA repair protein - putative"
"LinJ.29","IGI",543134,573646,"+","LINF_290019400","Amastin surface glycoprotein - putative"
"LinJ.17","IGI",156591,163783,"-","LINF_170009400","hypothetical protein - conserved"
"LinJ.10","IGI",322850,324312,"-","LINF_100012700","hypothetical protein - conserved"
"LinJ.36","IGI",2199252,2203531,"-","LINF_360065800","hypothetical protein - conserved"
"LinJ.36","IGI",2725821,2728833,"-","LINF_360081600","delta-6 fatty acid desaturase"
"LinJ.31","IGI",29175,30320,"-","LINF_310006000","hypothetical protein"
"LinJ.28","IGI",1136333,1152045,"-","LINF_280037000","dynein heavy chain - putative"
"LinJ.29","IGI",26911,38496,"-","LINF_290006000","C2 domain in Dock180 and Zizimin proteins - putative"
"LinJ.28","IGI",565784,568928,"+","LINF_280021000","Protein of unknown function (DUF423) - putative"
"LinJ.31","IGI",516700,523374,"-","LINF_310019200","hypothetical protein - conserved"
"LinJ.24","IGI",157358,166646,"+","LINF_240009300","Protein of unknown function (DUF3184) - putative"
"LinJ.32","IGI",721133,727263,"-","LINF_320024500","Cation efflux family - putative"
"LinJ.13","IGI",603655,612335,"-","LINF_130021500","hypothetical protein - conserved"
"LinJ.36","IGI",992149,1003243,"+","LINF_360031500","Cullin protein neddylation domain containing protein - putative"
"LinJ.35","IGI",664907,666432,"+","LINF_350022700","hypothetical protein - conserved"
"LinJ.26","IGI",110520,116304,"-","LINF_260009200","pseudouridylate synthase-like protein"
"LinJ.13","IGI",320240,322566,"-","LINF_130014200","glycosyltransferase family-like protein"
"LinJ.30","IGI",26964,30867,"-","LINF_300006000","hypothetical protein"
"LinJ.07","IGI",499113,510800,"+","LINF_070015800","hypothetical protein - conserved"
"LinJ.35","IGI",1441741,1443772,"-","LINF_350043400","60S ribosomal protein L23 - putative"
"LinJ.28","IGI",856652,859358,"+","LINF_280028100","A/G-specific adenine glycosylase - putative"
"LinJ.17","IGI",511290,520798,"+","LINF_170017500","hypothetical protein - conserved"
"LinJ.34","IGI",1541001,1548140,"+","LINF_340042700","hypothetical protein - conserved"
"LinJ.10","IGI",414564,419029,"-","LINF_100014900","hypothetical protein - conserved"
"LinJ.21","IGI",710324,716006,"-","LINF_210026500","hypothetical protein - conserved"
"LinJ.24","IGI",105298,110267,"+","LINF_240008200","hypothetical protein - conserved"
"LinJ.12","IGI",463757,475659,"+","LINF_120015100","hypothetical protein - conserved"
"LinJ.36","IGI",1662002,1679871,"+","LINF_360051900","hypothetical protein - conserved"
"LinJ.24","IGI",320996,326443,"+","LINF_240014200","hypothetical protein - conserved"
"LinJ.29","IGI",757889,762066,"-","LINF_290022400","WD domain - G-beta repeat - putative"
"LinJ.02","IGI",311938,315191,"+","LINF_020011300","ARP2/3 complex subunit - putative"
"LinJ.26","IGI",656136,660211,"+","LINF_260023300","6-O-methylguanine DNA methyltransferase - DNA binding domain containing protein - putative"
"LinJ.04","IGI",379693,385774,"-","LINF_040015100","chloride channel protein - putative"
"LinJ.35","IGI",1011630,1016904,"-","LINF_350032000","Heat shock factor binding protein 1 - putative"
"LinJ.22","IGI",555474,559254,"+","LINF_220018100","hypothetical protein"
"LinJ.35","IGI",1797102,1800621,"+","LINF_350053200","hypothetical protein - conserved"
"LinJ.35","IGI",1431262,1435321,"-","LINF_350042900","Cullin family - putative"
"LinJ.32","IGI",259046,262056,"+","LINF_320013000","RNA binding protein - putative"
"LinJ.25","IGI",603759,614611,"-","LINF_250022000","Tim10/DDP family zinc finger containing protein - putative"
"LinJ.30","IGI",235911,237033,"+","LINF_300012700","hypothetical protein - conserved"
"LinJ.05","IGI",461873,463073,"+","LINF_050019600","snoRNA"
"LinJ.16","IGI",564750,569283,"-","LINF_160020000","hypothetical protein - conserved"
"LinJ.35","IGI",556670,562698,"+","LINF_350019700","hypothetical protein - conserved"
"LinJ.01","IGI",21690,24798,"-","LINF_010005700","hypothetical protein - conserved"
"LinJ.08","IGI",7133,9993,"+","LINF_080005100","hypothetical protein - conserved"
"LinJ.28","IGI",546243,551933,"+","LINF_280020300","hypothetical protein - conserved"
"LinJ.28","IGI",1024833,1030235,"+","LINF_280033200","leucine-rich repeat protein - putative"
"LinJ.34","IGI",1830376,1832207,"+","LINF_340051600","sjogren s syndrome nuclear autoantigen 1 - putative"
"LinJ.27","IGI",557244,566152,"-","LINF_270018400","RING-H2 zinc finger/Anaphase-promoting complex subunit 11 RING-H2 finger/Ring finger domain containing protein - putative"
"LinJ.10","IGI",450736,452112,"-","LINF_100016100","hypothetical protein"
"LinJ.15","IGI",265030,272955,"+","LINF_150013400","hypothetical protein - conserved"
"LinJ.35","IGI",829759,833257,"+","LINF_350027500","kinetoplastid membrane protein-11"
"LinJ.36","IGI",2682648,2686560,"-","LINF_360079800","ATPase - putative"
"LinJ.26","IGI",1020127,1025535,"+","LINF_260032200","hypothetical protein - conserved"
"LinJ.30","IGI",1250025,1257069,"+","LINF_300039900","T-complex protein 11 - putative"
"LinJ.23","IGI",317107,324964,"-","LINF_230014500","mitochondrial DNA primase - putative"
"LinJ.11","IGI",74693,78167,"+","LINF_110007700","hypothetical protein"
"LinJ.25","IGI",653203,658073,"-","LINF_250023200","hypothetical protein - conserved"
"LinJ.06","IGI",454881,458922,"+","LINF_060016600","Staphylococcal nuclease homologue - putative"
"LinJ.32","IGI",1247453,1250581,"+","LINF_320039200","NADH dehydrogenase subunit NI8M - putative"
"LinJ.30","IGI",947390,964170,"-","LINF_300030800","hypothetical protein - conserved"
"LinJ.25","IGI",81046,87978,"-","LINF_250008000","RNA-binding protein - putative"
"LinJ.30","IGI",220302,221776,"-","LINF_300011800","40S ribosomal protein S30 - putative"
"LinJ.07","IGI",188277,195757,"-","LINF_070009400","EamA-like transporter family - putative"
"LinJ.34","IGI",883455,891956,"-","LINF_340026100","hypothetical protein - conserved"
"LinJ.05","IGI",95000,98586,"+","LINF_050008000","hypothetical protein - conserved"
"LinJ.16","IGI",140615,145945,"-","LINF_160009300","Pyridoxal-dependent decarboxylase conserved domain containing protein - putative"
"LinJ.10","IGI",44005,52304,"+","LINF_100006100","PSP1 C-terminal conserved region containing protein - putative"
"LinJ.36","IGI",1828340,1835737,"+","LINF_360055600","hypothetical protein - conserved"
"LinJ.36","IGI",416145,419621,"+","LINF_360016200","Flagellar C1a complex subunit C1a-32 - putative"
"LinJ.20","IGI",572200,577576,"+","LINF_200017900","Domain of unknown function (DUF1935) - putative"
"LinJ.30","IGI",68937,72592,"-","LINF_300007400","hypothetical protein - conserved"
"LinJ.35","IGI",1434306,1436728,"-","LINF_350043000","60S ribosomal protein L27A/L29 - putative"
"LinJ.14","IGI",225773,229458,"-","LINF_140011500","hypothetical protein - conserved"
