"seqid","type","start","end","strand","ID","description"
"Ld36_v01s1","IGI",1710074,1718385,"+","LdBPK_364570.1","Regulatory particle triple-A ATPase subunit 6"
"Ld28_v01s1","IGI",292017,295006,"+","LdBPK_280850.1","putative dual-specificity protein phosphatase, putative"
"Ld32_v01s1","IGI",411627,416707,"+","LdBPK_321080.1","protein kinase, putative"
"Ld36_v01s1","IGI",18968,21738,"-","LdBPK_360070.1","SAP domain containing protein, putative"
"Ld04_v01s1","IGI",406774,409858,"-","LdBPK_041060.1","hypothetical protein"
"Ld16_v01s1","IGI",472576,482471,"-","LdBPK_161270.1","Cullin family/Cullin protein neddylation domain containing protein, putative"
"Ld36_v01s1","IGI",2517785,2522948,"-","LdBPK_366710.1","protein transport protein Sec23-like protein"
"Ld06_v01s1","IGI",252443,260481,"+","LdBPK_060690.1","hypothetical protein, conserved"
"Ld10_v01s1","IGI",520036,520476,"-","LdBPK_10tRNA3","tRNA-Asn"
"Ld19_v01s1","IGI",208366,217574,"+","LdBPK_190540.1","metallo- peptidase, Clan MG, Family M24"
"Ld29_v01s1","IGI",1008670,1013703,"-","LdBPK_292340.1","hypothetical protein, conserved"
"Ld30_v01s1","IGI",1348358,1350923,"+","LdBPK_303720.1","V-type ATPase, C subunit, putative"
"Ld31_v01s1","IGI",1292069,1301238,"-","LdBPK_312720.1","acetoin dehydrogenase e3 component-like protein"
"Ld35_v01s1","IGI",1068768,1076780,"+","LdBPK_352600.1","cytochrome P450 reductase, putative"
"Ld27_v01s1","IGI",476882,480466,"+","LdBPK_271210.1","hypothetical protein, conserved"
"Ld02_v01s1","IGI",190207,197756,"-","LdBPK_020420.1","voltage-dependent anion-selective channel, putative"
"Ld34_v01s1","IGI",1627491,1629898,"+","LdBPK_344000.1","Zinc knuckle, putative"
"Ld28_v01s1","IGI",272660,276781,"-","LdBPK_280770.1","Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein, putative"
"Ld31_v01s1","IGI",1506401,1531122,"-","LdBPK_013350.1","hypothetical protein, conserved (fragment)"
"Ld07_v01s1","IGI",510119,515169,"+","LdBPK_071190.1","hypothetical protein, conserved"
"Ld25_v01s1","IGI",135275,139655,"-","LdBPK_250470.1","hypothetical protein, conserved"
"Ld22_v01s1","IGI",246775,249630,"-","LdBPK_220550.1","hypothetical protein, conserved"
"Ld26_v01s1","IGI",607935,612685,"+","LdBPK_261680.1","fatty acid desaturase, putative (fragment)"
"Ld32_v01s1","IGI",1034449,1044504,"-","LdBPK_322770.1","superoxide dismutase, putative"
"Ld25_v01s1","IGI",453451,458614,"-","LdBPK_251200.1","LMBR1-like membrane protein, putative"
"Ld33_v01s1","IGI",742544,746664,"+","LdBPK_332010.1","vesicular protein trafficking mediator, putative"
"Ld35_v01s1","IGI",1253130,1259254,"-","LdBPK_353100.1","nucleic acid binding protein, putative"
"Ld13_v01s1","IGI",68836,72767,"-","LdBPK_130220.1","ras-related protein RAB5B, putative"
"Ld36_v01s1","IGI",416431,419909,"+","LdBPK_361100.1","Flagellar C1a complex subunit C1a-32, putative"
"Ld35_v01s1","IGI",1674245,1677700,"+","LdBPK_354250.1","bardet-biedl syndrome 1 protein"
"Ld36_v01s1","IGI",2660834,2664060,"-","LdBPK_367140.1","hypothetical protein, conserved"
"Ld07_v01s1","IGI",373592,380003,"+","LdBPK_070910.1","flavoprotein subunit-like protein"
"Ld33_v01s1","IGI",189824,194328,"-","LdBPK_330600.1","hypothetical protein, conserved"
"Ld33_v01s1","IGI",669809,678718,"+","LdBPK_331790.1","DNA polymerase delta catalytic subunit, putative"
"Ld18_v01s1","IGI",424261,429022,"+","LdBPK_181040.1","hypothetical protein, conserved"
"Ld13_v01s1","IGI",19891,29392,"-","LdBPK_130090.1","metallo-peptidase, Clan MA(E) Family M32"
"Ld36_v01s1","IGI",2633019,2636772,"-","LdBPK_367070.1","ATP synthase delta (OSCP) subunit, putative"
"Ld27_v01s1","IGI",582961,591691,"+","LdBPK_271511.1","ghistone H1 like"
"Ld30_v01s1","IGI",1176165,1181584,"-","LdBPK_303200.1","hypothetical protein, conserved"
"Ld10_v01s1","IGI",194549,205474,"+","LdBPK_100460.1","Zinc finger, C3HC4 type (RING finger), putative"
"Ld33_v01s1","IGI",103272,104692,"-","LdBPK_33tRNA1","tRNA-Arg"
"Ld15_v01s1","IGI",421527,424331,"-","LdBPK_151030.1","NAD/FAD dependent dehydrogenase, putative"
"Ld24_v01s1","IGI",775060,777707,"-","LdBPK_242080.1","Phosphorylated CTD interacting factor 1 WW domain containing protein, putative"
"Ld28_v01s1","IGI",878485,885535,"+","LdBPK_282380.1","2,3-bisphosphoglycerate-independent phosphoglycerate mutase-like"
"Ld25_v01s1","IGI",194131,197022,"-","LdBPK_250590.1","hypothetical protein, conserved"
"Ld20_v01s1","IGI",251361,255112,"+","LdBPK_200730.1","hypothetical protein, conserved"
"Ld32_v01s1","IGI",57880,61993,"-","LdBPK_320200.1","hypothetical protein, conserved"
"Ld04_v01s1","IGI",314372,320396,"-","LdBPK_040790.1","hypothetical protein, conserved"
"Ld07_v01s1","IGI",64174,67066,"+","LdBPK_070150.1","acyl-CoA dehydrogenase, mitochondrial precursor, putative"
"Ld06_v01s1","IGI",406240,412147,"+","LdBPK_060960.1","2,4-dienoyl-coa reductase-like protein"
"Ld30_v01s1","IGI",620065,627632,"+","LdBPK_301780.1","protein kinase, putative"
"Ld05_v01s1","IGI",91522,95107,"+","LdBPK_050310.1","hypothetical protein, conserved"
"Ld31_v01s1","IGI",467475,489109,"-","LdBPK_311230.1","Protein of unknown function (DUF3638)/Protein of unknown function (DUF3645)/Zn-finger in Ran binding protein and others, putative"
"Ld36_v01s1","IGI",1870070,1872021,"+","LdBPK_364980.1","PIG-P, putative"
"Ld28_v01s1","IGI",438753,447289,"+","LdBPK_281250.1","long-chain-fatty-acid-coA ligase protein,putative"
"Ld18_v01s1","IGI",133334,137728,"-","LdBPK_180300.1","hypothetical protein, conserved"
"Ld32_v01s1","IGI",1006964,1014033,"-","LdBPK_322690.1","AMP deaminase, putative"
"Ld21_v01s1","IGI",434901,439099,"+","LdBPK_211290.1","60S ribosomal protein L9, putative"
"Ld18_v01s1","IGI",125495,132319,"-","LdBPK_180280.1","hypothetical protein, conserved"
"Ld30_v01s1","IGI",84573,93130,"-","LdBPK_300290.1","hypothetical protein, unknown function"
"Ld30_v01s1","IGI",1038772,1042536,"-","LdBPK_302790.1","Zinc finger C-x8-C-x5-C-x3-H type (and similar), putative"
"Ld27_v01s1","IGI",941273,944315,"+","LdBPK_272340.1","TPR-repeat protein, putative"
"Ld33_v01s1","IGI",548035,572704,"+","LdBPK_331540.1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative"
"Ld36_v01s1","IGI",2322607,2328143,"-","LdBPK_366230.1","Flagellum attachment zone protein 5"
"Ld36_v01s1","IGI",36812,39345,"-","LdBPK_360130.1","cap guanine-N7 methyltransferase"
"Ld24_v01s1","IGI",604652,608970,"+","LdBPK_241620.1","hypothetical protein, conserved"
"Ld17_v01s1","IGI",15336,19663,"-","LdBPK_170070.1","mitogen-activated protein kinase kinase 3, putative"
"Ld28_v01s1","IGI",1105991,1112244,"-","LdBPK_283080.1","hypothetical protein, conserved"
"Ld21_v01s1","IGI",486938,489859,"-","LdBPK_211420.1","Ribosomal protein L1p/L10e family, putative"
"Ld13_v01s1","IGI",288499,294001,"-","LdBPK_130800.1","hypothetical protein, conserved"
"Ld34_v01s1","IGI",197362,207702,"+","LdBPK_340530.1","phosphoglycan beta 1,2 arabinosyltransferase, (SCA like)"
"Ld36_v01s1","IGI",2291824,2302349,"-","LdBPK_366170.1","2,3-diketo-5-methylthio-1-phosphopentane phosphatase, putative"
"Ld36_v01s1","IGI",780481,786146,"-","LdBPK_362050.1","DNA mismatch repair protein MSH6, putative"
"Ld24_v01s1","IGI",161888,171977,"+","LdBPK_240470.1","ubiquitin-activating enzyme, putative"
"Ld35_v01s1","IGI",1487882,1495433,"-","LdBPK_353710.1","hypothetical protein, conserved"
"Ld26_v01s1","IGI",1054475,0,"+","LdBPK_262740.1","glutamate 5-kinase, putative"
"Ld25_v01s1","IGI",26941,32258,"-","LdBPK_250110.1","hypothetical protein, conserved"
"Ld21_v01s1","IGI",51576,55700,"+","LdBPK_210220.1","hypothetical protein, conserved"
"Ld36_v01s1","IGI",603448,608441,"-","LdBPK_361620.1","Leucine Rich Repeat, putative"
"Ld27_v01s1","IGI",1004105,1016847,"+","LdBPK_072500.1","glycosomal phosphoenolpyruvate carboxykinase, putative"
"Ld18_v01s1","IGI",147011,150693,"-","LdBPK_180360.1","GPI-anchor transamidase subunit 8 (GPI8), putative"
"Ld35_v01s1","IGI",1707947,1720225,"+","LdBPK_354310.1","hypothetical protein, conserved"
"Ld36_v01s1","IGI",2418348,2422321,"-","LdBPK_366490.1","ADP-ribosylation factor-like protein 3b, putative"
"Ld30_v01s1","IGI",1191384,1195129,"-","LdBPK_303250.1","hypothetical protein, conserved"
"Ld35_v01s1","IGI",1903530,1909104,"+","LdBPK_354930.1","hypothetical protein, conserved"
"Ld18_v01s1","IGI",397010,405402,"+","LdBPK_180970.1","hypothetical protein, conserved"
"Ld36_v01s1","IGI",736766,742643,"-","LdBPK_361920.1","DEAD box RNA helicase, putative"
"Ld05_v01s1","IGI",181606,186461,"+","LdBPK_050570.1","hypothetical protein, conserved"
"Ld18_v01s1","IGI",657894,663946,"+","LdBPK_181480.1","hypothetical protein, conserved"
"Ld24_v01s1","IGI",108452,123874,"+","LdBPK_240360.1","UDP-galactose transporter"
"Ld36_v01s1","IGI",870305,874603,"+","LdBPK_362290.1","hypothetical protein, conserved"
"Ld16_v01s1","IGI",577859,584826,"-","LdBPK_161510.1","paraflagellar rod protein 2C"
"Ld34_v01s1","IGI",856631,868471,"-","LdBPK_341960.1","thioredoxin, putative"
"Ld32_v01s1","IGI",1022411,1028678,"-","LdBPK_322740.1","hypothetical protein, conserved"
"Ld36_v01s1","IGI",868445,873041,"+","LdBPK_362280.1","transmembrane emp24 domain-containing protein"
"Ld20_v01s1","IGI",67356,71388,"-","LdBPK_200220.1","hypothetical protein, conserved"
"Ld22_v01s1","IGI",546021,549775,"-","LdBPK_221230.1","hypothetical protein, conserved"
"Ld33_v01s1","IGI",68712,76593,"-","LdBPK_330250.1","adenosine deaminase-like protein"
"Ld36_v01s1","IGI",2089431,2095897,"-","LdBPK_365570.1","hypothetical protein, conserved"
"Ld32_v01s1","IGI",903429,908677,"-","LdBPK_322430.1","hypothetical protein, conserved"
"Ld24_v01s1","IGI",271846,276245,"+","LdBPK_240760.1","hypothetical protein, conserved"
"Ld15_v01s1","IGI",112242,117484,"+","LdBPK_150330.1","ribonucleoprotein p18, mitochondrial precursor, putative"
"Ld32_v01s1","IGI",404143,410354,"+","LdBPK_321060.1","chaperonin containing t-complex protein, putative"
"Ld21_v01s1","IGI",58002,64202,"+","LdBPK_210240.1","CHAT domain containing protein, putative"
"Ld34_v01s1","IGI",1219311,1224030,"+","LdBPK_342840.1","rhodanese-like domain containing protein, putative"
"Ld16_v01s1","IGI",143674,149016,"-","LdBPK_160440.1","hypothetical protein, conserved"
"Ld36_v01s1","IGI",1348852,1351241,"-","LdBPK_363540.1","hypothetical protein, conserved"
"Ld36_v01s1","IGI",1792680,1801814,"+","LdBPK_364790.1","PSP1 C-terminal conserved region, putative"
"Ld36_v01s1","IGI",2061325,2065663,"-","LdBPK_365500.1","endonuclease/exonuclease protein-like protein"
"Ld01_v01s1","IGI",94241,98444,"+","LdBPK_010400.1","Dyggve-Melchior-Clausen syndrome protein, putative"
"Ld25_v01s1","IGI",94940,97328,"-","LdBPK_250330.1","B9 domain-containing protein 2"
"Ld31_v01s1","IGI",255216,264453,"-","LdBPK_310730.1","ATP-dependent zinc metallopeptidase, putative"
"Ld31_v01s1","IGI",438840,447387,"-","LdBPK_311130.1","amidohydrolase, putative"
"Ld22_v01s1","IGI",10173,14151,"-","LdBPK_220008.1","hypothetical protein, conserved"
"Ld29_v01s1","IGI",833199,837777,"-","LdBPK_291920.1","40S ribosomal protein S15A, putative"
"Ld02_v01s1","IGI",248915,269830,"-","LdBPK_020540.1","protein kinase, putative"
"Ld33_v01s1","IGI",187082,191770,"-","LdBPK_330590.1","hypothetical protein, conserved"
"Ld33_v01s1","IGI",1003250,1009180,"+","LdBPK_332600.1","Present in the outer mitochondrial membrane proteome 11"
"Ld36_v01s1","IGI",1468481,1475425,"+","LdBPK_363990.1","aminomethyltransferase, mitochondrial, putative (fragment)"
"Ld29_v01s1","IGI",1051998,1056181,"-","LdBPK_292430.1","mitogen-activated protein kinase kinase 1"
"Ld25_v01s1","IGI",879914,882703,"+","LdBPK_020010.1","aminopeptidase P1, putative"
"Ld36_v01s1","IGI",660029,664401,"-","LdBPK_361740.1","tRNA pseudouridine synthase A, putative"
"Ld14_v01s1","IGI",558286,566046,"+","LdBPK_141380.1","protein kinase, putative"
"Ld29_v01s1","IGI",664667,681609,"-","LdBPK_291550.1","phosphatidylinositol-kinase domain protein, putative"
"Ld25_v01s1","IGI",267963,276285,"+","LdBPK_250790.1","hypothetical protein, conserved"
"Ld09_v01s1","IGI",515657,519255,"-","LdBPK_091350.1","hypothetical protein, conserved"
"Ld06_v01s1","IGI",518075,525111,"-","LdBPK_061350.1","hypothetical protein, unknown function (fragment)"
"Ld35_v01s1","IGI",1575800,1590924,"+","LdBPK_354020.1","hypothetical protein, conserved"
"Ld01_v01s1","IGI",178108,180453,"+","LdBPK_010630.1","DNA-damage inducible protein DDI1-like protein"
"Ld06_v01s1","IGI",276321,286875,"+","LdBPK_060740.1","hypothetical protein, unknown function"
"Ld17_v01s1","IGI",328910,329126,"+","LdBPK_17tRNA2","tRNA-Ser"
"Ld01_v01s1","IGI",103478,105928,"+","LdBPK_010430.1","ribosomal protein S7, putative (fragment)"
"Ld32_v01s1","IGI",1346523,1349812,"+","LdBPK_323530.1","hypothetical protein, conserved"
"Ld28_v01s1","IGI",199263,209903,"-","LdBPK_280590.1","hypothetical protein, conserved"
"Ld36_v01s1","IGI",1258473,1264222,"-","LdBPK_363250.1","ATP synthase, putative"
"Ld23_v01s1","IGI",520686,525086,"-","LdBPK_231300.1","Probable methyltransferase BTM2 homolog"
"Ld09_v01s1","IGI",277391,283714,"+","LdBPK_090740.1","hypothetical protein, conserved"
"Ld33_v01s1","IGI",345235,354531,"+","LdBPK_331050.1","diacylglycerol acyltransferase, putative"
"Ld06_v01s1","IGI",495278,499356,"+","LdBPK_061260.1","hypothetical protein, unknown function"
"Ld34_v01s1","IGI",890975,895365,"-","LdBPK_342030.1","ATP-dependent RNA helicase-like protein"
"Ld36_v01s1","IGI",1751016,1755180,"+","LdBPK_364690.1","chaperone protein DnaJ, putative"
"Ld24_v01s1","IGI",856158,858958,"-","LdBPK_242350.1","notchless homolog, putative"
"Ld26_v01s1","IGI",704142,706158,"+","LdBPK_26snoRNA18","unspecified product"
"Ld34_v01s1","IGI",389887,396976,"+","LdBPK_340940.1","DNA-directed RNA polymerase subunit, putative"
"Ld29_v01s1","IGI",344838,354845,"-","LdBPK_290960.1","phytanoyl-CoA dioxygenase (PhyH), putative"
"Ld30_v01s1","IGI",1050507,1054716,"-","LdBPK_302840.1","hypothetical protein, conserved"
"Ld06_v01s1","IGI",79762,84298,"-","LdBPK_060250.1","hypothetical protein, conserved"
"Ld33_v01s1","IGI",19971,24829,"-","LdBPK_330100.1","ZIP Zinc transporter, putative"
"Ld31_v01s1","IGI",414036,419123,"-","LdBPK_311060.1","hypothetical protein, conserved"
"Ld18_v01s1","IGI",7263,9522,"-","LdBPK_180030.1","RNA-binding protein 27, putative"
"Ld03_v01s1","IGI",245087,258492,"+","LdBPK_030650.1","hypothetical protein, conserved"
"Ld17_v01s1","IGI",361136,365074,"-","LdBPK_170850.1","Myb-like DNA-binding domain containing protein, putative"
"Ld11_v01s1","IGI",436174,444950,"+","LdBPK_111060.1","hypothetical protein"
"Ld32_v01s1","IGI",1420526,1425763,"+","LdBPK_323700.1","hypothetical protein, conserved"
"Ld04_v01s1","IGI",273228,277673,"-","LdBPK_040660.1","hypothetical protein, conserved"
"Ld29_v01s1","IGI",124570,134508,"-","LdBPK_290380.1","protein kinase-like protein"
"Ld34_v01s1","IGI",690301,696982,"-","LdBPK_341610.1","hypothetical protein, conserved"
"Ld35_v01s1","IGI",1557888,1561279,"+","LdBPK_353970.1","hypothetical protein, conserved"
"Ld33_v01s1","IGI",898332,903354,"+","LdBPK_332350.1","Solute carrier (proton/amino acid symporter), TRAMD3 or PAT1, putative"
"Ld31_v01s1","IGI",1393064,1399953,"-","LdBPK_313040.1","hypothetical protein, conserved"
"Ld06_v01s1","IGI",387448,393588,"+","LdBPK_060910.1","acyl-coenzyme a dehydrogenase, putative"
"Ld06_v01s1","IGI",15081,27387,"-","LdBPK_060050.1","hypothetical protein, conserved"
"Ld07_v01s1","IGI",111810,123967,"-","LdBPK_070320.1","protein kinase, putative"
"Ld02_v01s1","IGI",51840,68131,"-","LdBPK_020130.1","Vps51/Vps67, putative"
"Ld21_v01s1","IGI",715507,718834,"-","LdBPK_212020.1","mitochondrial structure specific endonuclease I (SSE-1), putative"
"Ld11_v01s1","IGI",80521,83317,"+","LdBPK_110300.1","Sec20, putative"
"Ld36_v01s1","IGI",139137,143342,"-","LdBPK_360520.1","zinc-finger of a C2HC-type, putative"
"Ld28_v01s1","IGI",948134,955916,"+","LdBPK_282560.1","WW domain containing protein, putative"
"Ld31_v01s1","IGI",70264,72874,"-","LdBPK_310290.1","2OG-Fe(II) oxygenase superfamily, putative"
"Ld18_v01s1","IGI",171793,177324,"-","LdBPK_180420.1","hypothetical protein, conserved"
"Ld32_v01s1","IGI",188837,193181,"+","LdBPK_320560.1","hypothetical protein, conserved"
"Ld28_v01s1","IGI",45539,50352,"+","LdBPK_280170.1","phopshatase, putative"
"Ld28_v01s1","IGI",971596,975638,"+","LdBPK_282630.1","Putative serine esterase (DUF676), putative"
"Ld36_v01s1","IGI",116236,119473,"-","LdBPK_360440.1","hypothetical protein, conserved"
"Ld23_v01s1","IGI",434342,446116,"-","LdBPK_231050.1","quinone oxidoreductase-like protein"
"Ld36_v01s1","IGI",510225,515071,"-","LdBPK_361440.1","hypothetical protein, conserved"
"Ld34_v01s1","IGI",783889,795477,"-","LdBPK_341820.1","FtsX-like permease family, putative"
"Ld20_v01s1","IGI",598056,603171,"+","LdBPK_201340.1","calpain-like cysteine peptidase, putative"
"Ld19_v01s1","IGI",412769,420460,"+","LdBPK_190980.1","WD domain, G-beta repeat, putative"
"Ld21_v01s1","IGI",275673,287706,"+","LdBPK_210910.1","Protein kinase domain containing protein, putative"
"Ld36_v01s1","IGI",1090497,1096619,"-","LdBPK_362770.1","hypothetical protein, conserved"
"Ld33_v01s1","IGI",417365,421899,"+","LdBPK_331200.1","hypothetical protein, conserved (fragment)"
"Ld28_v01s1","IGI",821641,824283,"-","LdBPK_282170.1","NADH dehydrogenase subunit NB6M, putative"
"Ld22_v01s1","IGI",164773,168939,"-","LdBPK_220330.1","Acetyltransferase (GNAT) family, putative"
"Ld36_v01s1","IGI",1228223,1230173,"-","LdBPK_363110.1","hypothetical protein, conserved"
"Ld36_v01s1","IGI",2260261,2267728,"-","LdBPK_366100.1","kinetoplast-associated protein, putative"
"Ld28_v01s1","IGI",453630,457506,"+","LdBPK_281290.1","hypothetical protein, conserved"
"Ld17_v01s1","IGI",18561,33384,"-","LdBPK_170080.1","ADP-ribosylation factor, putative"
"Ld21_v01s1","IGI",592973,596991,"-","LdBPK_211710.1","hypothetical protein, conserved"
"Ld03_v01s1","IGI",37852,41880,"+","LdBPK_030150.1","ATP-binding cassette protein subfamily F, member 1, putative"
"Ld14_v01s1","IGI",235709,241884,"-","LdBPK_140660.1","fatty acid elongase, putative"
"Ld35_v01s1","IGI",1327550,1333168,"-","LdBPK_353250.1","RNA-binding protein, putative"
"Ld33_v01s1","IGI",1190467,1244411,"+","LdBPK_333040.1","hypothetical protein, conserved"
"Ld13_v01s1","IGI",384611,389280,"-","LdBPK_131080.1","dynein light chain Tctex-type, putative"
"Ld02_v01s1","IGI",16726,21787,"-","LdBPK_020070.1","hypothetical protein, conserved"
"Ld36_v01s1","IGI",2000616,2008197,"-","LdBPK_365360.1","hypothetical protein, conserved"
"Ld23_v01s1","IGI",436496,447534,"-","LdBPK_231070.1","beta-fructosidase-like protein (fragment)"
"Ld33_v01s1","IGI",613543,619862,"+","LdBPK_331580.1","hypothetical protein, conserved"
"Ld36_v01s1","IGI",1206803,1210891,"-","LdBPK_363080.1","hypothetical protein, conserved"
"Ld35_v01s1","IGI",1307769,1321489,"-","LdBPK_353220.1","protein kinase, putative"
"Ld36_v01s1","IGI",1967914,1969272,"-","LdBPK_365240.1","40S ribosomal protein SA, putative (fragment)"
"Ld27_v01s1","IGI",955495,957821,"+","LdBPK_272410.1","protein kinase, putative"
"Ld36_v01s1","IGI",1705931,1712470,"+","LdBPK_364560.1","hypothetical protein, conserved"
"Ld13_v01s1","IGI",515156,520022,"-","LdBPK_131380.1","mitogen-activated protein kinase 7, putative"
"Ld30_v01s1","IGI",767150,771265,"-","LdBPK_302130.1","Oligomerisation domain containing protein, putative"
"Ld15_v01s1","IGI",119888,122711,"+","LdBPK_150350.1","Ecotin-like protein"
"Ld26_v01s1","IGI",686435,699010,"+","LdBPK_261880.1","hypothetical protein, conserved"
"Ld25_v01s1","IGI",682749,686032,"-","LdBPK_251830.1","Domain of unknown function (DUF1935), putative"
"Ld27_v01s1","IGI",49196,52587,"-","LdBPK_270220.1","hypothetical protein, conserved"
"Ld33_v01s1","IGI",540747,555211,"+","LdBPK_331530.1","hypothetical protein, conserved"
"Ld25_v01s1","IGI",595930,599403,"-","LdBPK_251590.1","hypothetical protein, conserved"
"Ld25_v01s1","IGI",260087,266741,"+","LdBPK_250770.1","DNA repair protein, putative"
"Ld23_v01s1","IGI",22135,28356,"+","LdBPK_230120.1","GDP-mannose pyrophosphorylase"
"Ld33_v01s1","IGI",215115,222817,"+","LdBPK_330700.1","hypothetical protein, conserved"
"Ld21_v01s1","IGI",457062,460388,"-","LdBPK_211360.1","U4/U6 small nuclear ribonuclear protein, putative"
"Ld18_v01s1","IGI",606455,622234,"+","LdBPK_181400.1","pumilio protein, putative"
"Ld30_v01s1","IGI",150735,154699,"-","LdBPK_300470.1","aspartyl-tRNA synthetase, putative"
"Ld21_v01s1","IGI",533601,537729,"-","LdBPK_211540.1","Ring finger domain containing protein, putative"
"Ld11_v01s1","IGI",464117,466708,"+","LdBPK_111130.1","60S ribosomal protein L28, putative (fragment)"
"Ld17_v01s1","IGI",333084,337802,"-","LdBPK_170780.1","VID27 cytoplasmic protein, putative"
"Ld32_v01s1","IGI",258196,261264,"+","LdBPK_320780.1","hypothetical protein, conserved"
"Ld03_v01s1","IGI",305630,309331,"-","LdBPK_030780.1","hypothetical protein, conserved"
"Ld27_v01s1","IGI",964771,967216,"+","LdBPK_272450.1","hypothetical protein, conserved"
"Ld34_v01s1","IGI",1562954,1565935,"+","LdBPK_343810.1","nucleolar protein family a member-like protein"
"Ld34_v01s1","IGI",1235425,1243233,"+","LdBPK_342890.1","mitochondrial carrier protein-like protein"
"Ld35_v01s1","IGI",1669072,1673149,"+","LdBPK_354230.1","Protein of unknown function (DUF2009), putative"
"Ld20_v01s1","IGI",65721,67963,"-","LdBPK_200210.1","hypothetical protein, unknown function"
"Ld28_v01s1","IGI",251007,254383,"-","LdBPK_280690.1","protein transport protein SEC13, putative"
"Ld36_v01s1","IGI",1878274,1884481,"+","LdBPK_365020.1","hypothetical protein, conserved"
"Ld10_v01s1","IGI",92101,99179,"+","LdBPK_100250.1","Amastin surface glycoprotein, putative"
"Ld28_v01s1","IGI",269712,273970,"-","LdBPK_280760.1","SNARE associated Golgi protein, putative"
"Ld31_v01s1","IGI",795505,798944,"-","LdBPK_311720.1","hypothetical protein, conserved"
"Ld06_v01s1","IGI",513723,517378,"-","LdBPK_061330.1","coproporphyrinogen III oxidase"
"Ld31_v01s1","IGI",1485136,1488940,"-","LdBPK_313300.1","protein kinase, putative"
"Ld35_v01s1","IGI",1684373,1695385,"+","LdBPK_354280.1","hypothetical protein, unknown function"
"Ld07_v01s1","IGI",319258,324527,"+","LdBPK_070800.1","hypothetical protein"
"Ld33_v01s1","IGI",750175,757325,"+","LdBPK_332040.1","phosphoribosylpyrophosphate synthetase, putative"
"Ld18_v01s1","IGI",339059,343704,"+","LdBPK_180830.1","Periodic tryptophan protein 2 homolog, putative"
"Ld29_v01s1","IGI",846881,849158,"-","LdBPK_291970.1","pre-RNA processing PIH1/Nop17, putative"
"Ld20_v01s1","IGI",35603,41888,"-","LdBPK_200120.1","phosphoglycerate kinase B, cytosolic (fragment)"
"Ld33_v01s1","IGI",966236,975170,"+","LdBPK_332510.1","Golgi reassembly stacking protein (GRASP homologue), putative"
"Ld14_v01s1","IGI",312138,316883,"-","LdBPK_140830.1","hypothetical protein, unknown function"
"Ld21_v01s1","IGI",459691,462982,"-","LdBPK_211370.1","hypothetical protein, conserved"
"Ld09_v01s1","IGI",429882,430116,"-","LdBPK_09rRNA3","5S(M5) ribosomal RNA"
"Ld27_v01s1","IGI",350727,364542,"-","LdBPK_270840.1","ATP-binding cassette protein subfamily A, member 9, putative"
"Ld30_v01s1","IGI",1135409,1140731,"-","LdBPK_303120.1","homoserine kinase"
"Ld30_v01s1","IGI",76086,81453,"-","LdBPK_300260.1","Zn finger protein, putative"
"Ld34_v01s1","IGI",1394694,1397014,"+","LdBPK_343320.1","LicD family, putative"
