"seq_id","inicio","fin","strand","score"
"TcCLB.506315.90",1067,1101,"+",59
"TcCLB.506315.90",3019,3060,"-",72
"TcCLB.506315.90",3620,3664,"+",51
"TcCLB.506315.90",3860,3882,"+",74
"TcCLB.510817.30",877,906,"-",51
"TcCLB.510825.30",1038,1073,"+",75
"TcCLB.510825.30",2711,2724,"+",75
"TcCLB.510825.30",2948,2979,"+",67
"TcCLB.510825.30",3396,3424,"+",54
"TcCLB.510825.30",3443,3459,"+",52
"TcCLB.510819.10",1084,1105,"+",155
"TcCLB.510819.10",2429,2461,"-",50
"TcCLB.510819.10",2463,2511,"-",91
"TcCLB.510819.10",5250,5281,"-",48
"TcCLB.506319.5",40,62,"-",135
"TcCLB.506319.5",509,553,"-",150
"TcCLB.508533.50",1293,1323,"+",50
"TcCLB.508533.50",1581,1613,"-",49
"TcCLB.508533.50",2523,2540,"+",50
"TcCLB.508533.50",3979,4009,"+",85
"TcCLB.508533.50",4639,4663,"+",122
"TcCLB.508533.50",5685,5727,"+",81
"TcCLB.510827.10",278,291,"+",75
"TcCLB.510827.10",515,546,"+",67
"TcCLB.510827.10",963,991,"+",54
"TcCLB.510827.10",1010,1026,"+",52
"TcCLB.510827.10",2890,2914,"-",113
"TcCLB.510827.10",3002,3017,"+",53
"TcCLB.510827.10",3423,3437,"-",73
"TcCLB.510827.10",3452,3482,"+",47
"TcCLB.510827.10",3833,3863,"+",55
"TcCLB.510827.10",5355,5375,"-",51
"TcCLB.506319.60",803,833,"-",48
"TcCLB.506319.10",87,131,"-",150
"TcCLB.506319.10",2999,3023,"-",54
"TcCLB.506319.10",4384,4397,"+",75
"TcCLB.506319.10",4715,4743,"+",72
"TcCLB.506319.10",4900,4918,"+",67
"TcCLB.510819.20",1429,1447,"-",67
"TcCLB.510819.20",2579,2609,"+",67
"TcCLB.510821.20",1679,1711,"+",80
"TcCLB.510821.20",2062,2093,"+",52
"TcCLB.510821.20",3525,3553,"-",50
"TcCLB.510821.20",3597,3637,"+",51
"TcCLB.510821.20",5663,5708,"+",47
"TcCLB.510829.20",256,287,"+",77
"TcCLB.510829.20",357,379,"+",94
"TcCLB.510829.20",485,518,"+",103
"TcCLB.510829.20",841,859,"+",67
"TcCLB.510829.20",862,878,"+",70
"TcCLB.510829.20",1052,1097,"+",107
"TcCLB.510829.20",1686,1718,"+",108
"TcCLB.510829.20",2438,2463,"-",58
"TcCLB.510829.20",3203,3247,"-",49
"TcCLB.510829.20",3841,3859,"+",67
"TcCLB.510829.20",6757,6791,"+",62
"TcCLB.508533.10",6448,6485,"-",54
"TcCLB.508533.10",7459,7492,"-",47
"TcCLB.510823.30",3127,3144,"+",115
"TcCLB.510823.30",3403,3432,"+",70
"TcCLB.510823.30",3531,3554,"-",60
"TcCLB.508533.20",923,950,"+",50
"TcCLB.508533.20",1911,1943,"+",49
"TcCLB.508533.20",2149,2183,"+",58
"TcCLB.510823.70",533,555,"-",69
"TcCLB.510823.100",228,259,"+",67
"TcCLB.510823.100",272,290,"+",85
"TcCLB.506319.40",795,844,"+",55
"TcCLB.506319.40",1700,1734,"-",76
"TcCLB.506319.40",2348,2361,"+",75
"TcCLB.506319.40",2722,2760,"+",99
"TcCLB.506319.40",2906,2919,"+",75
"TcCLB.506319.40",3165,3188,"-",72
"TcCLB.506319.40",3293,3327,"+",59
"TcCLB.506319.40",3535,3554,"+",66
"TcCLB.506319.40",3639,3662,"+",59
"TcCLB.506319.40",3771,3796,"-",93
"TcCLB.506319.40",3833,3855,"-",79
"TcCLB.506319.40",4678,4713,"+",56
"TcCLB.506319.40",4842,4868,"+",147
"TcCLB.506319.40",5518,5549,"+",98
"TcCLB.510819.100",367,393,"-",51
"TcCLB.510821.60",15,40,"+",84
"TcCLB.510821.60",71,101,"+",51
"TcCLB.510821.60",492,509,"-",115
"TcCLB.510821.60",1753,1795,"+",82
"TcCLB.510821.60",2205,2224,"+",93
"TcCLB.510823.10",376,418,"+",82
"TcCLB.510823.10",828,847,"+",93
"TcCLB.510823.10",1335,1372,"+",100
"TcCLB.510823.40",784,801,"+",115
"TcCLB.510823.40",1060,1089,"+",70
"TcCLB.510823.40",1188,1211,"-",60
"TcCLB.510823.40",2715,2738,"+",59
"TcCLB.510823.40",2969,2995,"+",84
"TcCLB.510827.40",794,818,"-",113
"TcCLB.510827.40",906,921,"+",53
"TcCLB.510827.40",1327,1341,"-",73
"TcCLB.510827.40",1356,1386,"+",47
"TcCLB.510827.40",1737,1767,"+",55
"TcCLB.510827.40",3259,3279,"-",51
"TcCLB.510821.10",429,454,"+",103
"TcCLB.510821.10",558,574,"+",70
"TcCLB.510817.5",539,569,"-",52
"TcCLB.506319.70",3531,3560,"+",111
"TcCLB.506319.70",3664,3683,"+",66
"TcCLB.506319.70",4112,4133,"+",63
"TcCLB.506319.70",4279,4311,"-",94
"TcCLB.506319.70",4540,4564,"-",94
"TcCLB.506319.70",5136,5169,"+",108
"TcCLB.506319.70",5259,5273,"+",73
"TcCLB.506319.70",5322,5360,"+",99
"TcCLB.506319.70",5608,5621,"+",47
"TcCLB.506319.70",5776,5805,"+",96
"TcCLB.506319.70",6554,6598,"+",113
"TcCLB.506319.70",6888,6913,"+",130
"TcCLB.510831.10",1820,1854,"+",62
"TcCLB.510831.10",4383,4416,"-",50
"TcCLB.510821.50",1665,1696,"+",52
"TcCLB.510821.50",1907,1932,"+",84
"TcCLB.510821.50",1963,1993,"+",51
"TcCLB.510821.50",2384,2401,"-",115
"TcCLB.510829.10",991,1020,"+",111
"TcCLB.510829.10",1124,1143,"+",66
"TcCLB.510829.10",1572,1593,"+",63
"TcCLB.510829.10",1739,1771,"-",94
"TcCLB.510829.10",2000,2024,"-",94
"TcCLB.510829.10",2596,2629,"+",108
"TcCLB.510829.10",2719,2733,"+",73
"TcCLB.510829.10",2782,2820,"+",99
"TcCLB.510829.10",3068,3081,"+",47
"TcCLB.510829.10",3236,3265,"+",96
"TcCLB.510829.10",4014,4058,"+",113
"TcCLB.510829.10",4348,4373,"+",130
"TcCLB.510829.10",6645,6676,"+",77
"TcCLB.510829.10",6746,6768,"+",94
"TcCLB.510829.10",6874,6907,"+",103
"TcCLB.510829.10",7230,7248,"+",67
"TcCLB.510829.10",7251,7267,"+",70
"TcCLB.510829.10",7441,7486,"+",107
"TcCLB.510829.10",8075,8107,"+",108
"TcCLB.510829.10",8827,8852,"-",58
"TcCLB.510829.10",9592,9636,"-",49
"TcCLB.510829.10",10230,10248,"+",67
"TcCLB.506315.40",3695,3727,"-",63
"TcCLB.506317.10",409,433,"+",122
"TcCLB.506317.10",1455,1497,"+",81
"TcCLB.506317.10",3217,3255,"+",49
"TcCLB.506317.10",3602,3623,"+",64
"TcCLB.506317.10",3748,3768,"-",54
"TcCLB.506317.10",4099,4127,"+",54
"TcCLB.506317.10",4642,4677,"+",103
"TcCLB.506317.10",4778,4797,"+",54
"TcCLB.506317.10",4957,4989,"+",60
"TcCLB.506319.20",40,53,"+",75
"TcCLB.506319.20",371,399,"+",72
"TcCLB.506319.20",556,574,"+",67
"TcCLB.506319.20",1849,1874,"-",57
"TcCLB.506319.20",3402,3431,"+",52
"TcCLB.503459.29",1082,1108,"+",71
"TcCLB.503459.20",257,283,"+",71
"TcCLB.510823.60",1868,1900,"+",51
"TcCLB.506319.30",441,470,"+",52
"TcCLB.506319.30",519,555,"-",53
"TcCLB.506319.30",924,942,"+",50
"TcCLB.506313.10",1518,1545,"-",70
"TcCLB.510819.90",3014,3040,"-",51
"TcCLB.510819.4",102,129,"-",73
"TcCLB.510819.4",2376,2397,"+",155
"TcCLB.510819.4",3721,3753,"-",50
"TcCLB.510819.4",3755,3803,"-",91
"TcCLB.506315.60",221,267,"-",61
"TcCLB.510817.60",1935,1956,"-",53
"TcCLB.510817.60",2062,2084,"+",48
"TcCLB.510817.60",2635,2662,"-",73
"TcCLB.510817.21",1271,1300,"-",51
"TcCLB.510823.90",332,370,"+",134
"TcCLB.510823.90",651,671,"+",52
"TcCLB.510823.90",3102,3133,"+",67
"TcCLB.510823.90",3146,3164,"+",85
"TcCLB.506315.100",575,619,"+",51
"TcCLB.506315.100",815,837,"+",74
"TcCLB.506315.100",3686,3711,"+",103
"TcCLB.506315.100",3815,3831,"+",70
"TcCLB.510823.80",486,519,"+",60
"TcCLB.510823.80",1979,2017,"+",134
"TcCLB.510817.10",249,279,"-",52
"TcCLB.506315.80",340,368,"-",54
"TcCLB.510831.21",67,100,"-",50
"TcCLB.510831.21",1866,1907,"+",55
"TcCLB.510831.21",2830,2865,"+",47
"TcCLB.510831.21",2877,2914,"+",58
"TcCLB.510819.40",1418,1441,"+",135
"TcCLB.510819.40",2168,2187,"-",47
"TcCLB.510819.40",2386,2426,"-",50
"TcCLB.506001.101",351,375,"+",59
"TcCLB.506001.101",1864,1900,"+",48
"TcCLB.506001.14",1066,1090,"-",52
"TcCLB.507681.180",146,160,"-",73
"TcCLB.507681.180",4140,4167,"-",72
"TcCLB.507681.189",502,546,"-",74
"TcCLB.507681.189",853,867,"-",73
"TcCLB.509715.45",695,728,"-",48
"TcCLB.509715.20",7,27,"-",64
"TcCLB.509715.20",401,434,"+",48
"TcCLB.507681.170",1141,1162,"+",63
"TcCLB.507681.170",1432,1458,"-",55
"TcCLB.507769.40",1618,1649,"-",77
"TcCLB.509717.176",1220,1256,"+",48
"TcCLB.507681.160",93,114,"+",63
"TcCLB.507681.160",384,410,"-",55
"TcCLB.478071.10",675,719,"-",49
"TcCLB.507681.80",1974,1996,"-",79
"TcCLB.507681.80",2267,2297,"-",49
"TcCLB.507681.80",2585,2600,"-",53
"TcCLB.507681.80",2765,2784,"-",52
"TcCLB.509715.70",1212,1237,"-",65
"TcCLB.509715.70",2121,2145,"-",105
"TcCLB.507681.120",841,862,"+",63
"TcCLB.507681.120",2524,2545,"-",53
"TcCLB.507767.10",507,542,"-",47
"TcCLB.507767.10",1464,1480,"+",52
"TcCLB.509717.70",416,443,"-",117
"TcCLB.509717.70",3914,3935,"-",63
"TcCLB.507681.210",27,68,"-",82
"TcCLB.507681.210",477,496,"-",67
"TcCLB.507681.210",511,530,"+",65
"TcCLB.507681.210",608,637,"-",80
"TcCLB.507681.210",819,852,"-",53
"TcCLB.507681.210",1187,1220,"-",149
"TcCLB.507681.210",4701,4733,"-",48
"TcCLB.507681.210",4891,4923,"-",58
"TcCLB.509717.50",2155,2174,"+",47
"TcCLB.509717.30",526,553,"-",66
"TcCLB.509715.80",408,432,"-",105
"TcCLB.509715.80",1346,1380,"+",50
"TcCLB.509715.80",2495,2510,"-",72
"TcCLB.509715.80",3786,3822,"+",47
"TcCLB.509715.80",4340,4364,"+",52
"TcCLB.506001.50",817,848,"+",68
"TcCLB.506001.50",4216,4243,"+",47
"TcCLB.506001.50",4787,4812,"+",60
"TcCLB.506001.50",11976,12009,"-",50
"TcCLB.507681.200",1253,1272,"-",54
"TcCLB.507681.200",1466,1506,"-",82
"TcCLB.509715.130",280,300,"-",64
"TcCLB.509715.130",437,485,"+",55
"TcCLB.506001.111",1705,1738,"+",48
"TcCLB.509715.120",990,1033,"+",63
"TcCLB.509715.120",2270,2303,"-",64
"TcCLB.507681.20",1403,1419,"+",52
"TcCLB.507681.240",15,35,"-",52
"TcCLB.507681.240",1707,1735,"-",54
"TcCLB.507681.50",966,992,"+",47
"TcCLB.507681.70",2,24,"-",79
"TcCLB.507681.70",295,325,"-",49
"TcCLB.507681.70",613,628,"-",53
"TcCLB.507681.70",793,812,"-",52
"TcCLB.507681.70",1636,1662,"-",56
"TcCLB.506001.120",3102,3132,"+",49
"TcCLB.509717.80",353,374,"-",63
"TcCLB.509717.60",3093,3120,"-",117
"TcCLB.509717.140",3706,3737,"+",50
"TcCLB.509717.140",4222,4253,"-",63
"TcCLB.509717.140",4772,4796,"-",51
"TcCLB.509717.140",9157,9187,"+",49
"TcCLB.509715.9",3456,3476,"-",64
"TcCLB.509717.164",351,375,"+",59
"TcCLB.509717.164",1864,1900,"+",48
"TcCLB.507681.230",113,141,"-",54
"TcCLB.507681.230",571,604,"-",75
"TcCLB.507681.230",716,749,"-",64
"TcCLB.507681.230",1767,1803,"-",51
"TcCLB.507681.230",2056,2095,"-",48
"TcCLB.509717.100",462,480,"-",54
"TcCLB.509717.100",5580,5611,"+",50
"TcCLB.509717.100",6096,6127,"-",63
"TcCLB.509717.100",6646,6670,"-",51
"TcCLB.509717.20",4,26,"-",66
"TcCLB.509717.20",317,349,"-",48
"TcCLB.509717.20",2329,2356,"-",66
"TcCLB.506001.40",67,100,"-",50
"TcCLB.506001.40",4297,4329,"+",70
"TcCLB.507681.250",2128,2162,"-",61
"TcCLB.507681.250",2437,2457,"-",52
"TcCLB.507681.220",94,133,"-",48
"TcCLB.507681.220",2654,2673,"-",52
"TcCLB.507681.220",2675,2696,"-",72
"TcCLB.507681.220",3182,3202,"-",47
"TcCLB.507681.220",3443,3480,"-",61
"TcCLB.507681.220",3650,3691,"-",82
"TcCLB.507681.220",4100,4119,"-",67
"TcCLB.507681.220",4134,4153,"+",65
"TcCLB.507681.220",4231,4260,"-",80
"TcCLB.507681.220",4442,4475,"-",53
"TcCLB.507681.220",4810,4843,"-",149
"TcCLB.507681.130",4531,4555,"-",48
"TcCLB.507681.130",6421,6442,"+",63
"TcCLB.506001.90",1220,1256,"+",48
"TcCLB.506001.90",5542,5573,"+",68
"TcCLB.506001.90",8941,8968,"+",47
"TcCLB.506001.90",9512,9537,"+",60
"TcCLB.509715.40",1169,1196,"-",70
"TcCLB.509715.40",2063,2096,"-",48
"TcCLB.507681.40",877,926,"+",56
"TcCLB.506001.30",365,397,"+",70
"TcCLB.506001.30",1579,1601,"-",49
"TcCLB.509715.104",846,878,"-",48
"TcCLB.509715.104",2115,2145,"-",51
"TcCLB.509715.104",4447,4487,"-",65
"TcCLB.509717.9",938,968,"-",55
"TcCLB.509717.9",1413,1442,"-",73
"TcCLB.509717.9",1733,1765,"-",48
"TcCLB.509717.152",1705,1738,"+",48
"TcCLB.507681.30",4958,4998,"-",64
"TcCLB.507681.30",6357,6383,"-",75
"TcCLB.507681.10",1245,1280,"-",47
"TcCLB.509715.90",152,188,"+",47
"TcCLB.509715.90",706,730,"+",52
"TcCLB.509715.126",382,402,"-",64
"TcCLB.507769.30",765,794,"-",80
"TcCLB.508059.10",897,924,"-",103
"TcCLB.508059.10",1152,1165,"-",47
"TcCLB.508061.10",2581,2621,"+",98
"TcCLB.511367.159",2,19,"-",59
"TcCLB.511367.159",397,410,"-",47
"TcCLB.511367.159",1185,1209,"-",52
"TcCLB.511367.159",2239,2258,"-",47
"TcCLB.511367.159",2559,2578,"-",112
"TcCLB.503965.10",1520,1566,"+",60
"TcCLB.511367.60",975,1009,"-",79
"TcCLB.511367.60",2196,2223,"+",49
"TcCLB.511367.60",2405,2444,"-",73
"TcCLB.511367.60",2639,2660,"-",63
"TcCLB.511367.70",126,153,"+",49
"TcCLB.511367.70",335,374,"-",73
"TcCLB.511367.70",569,590,"-",63
"TcCLB.511367.70",1036,1079,"+",65
"TcCLB.511367.70",1544,1558,"+",55
"TcCLB.511367.40",451,471,"-",48
"TcCLB.511367.40",728,751,"-",60
"TcCLB.511367.40",1043,1086,"-",108
"TcCLB.511367.40",1763,1792,"-",51
"TcCLB.511367.260",1442,1486,"-",49
"TcCLB.511367.260",1949,1982,"+",75
"TcCLB.511367.260",2041,2056,"+",53
"TcCLB.511367.260",2438,2482,"-",77
"TcCLB.510121.160",35,68,"+",48
"TcCLB.510121.160",290,315,"+",49
"TcCLB.510121.160",793,812,"-",47
"TcCLB.510121.160",3617,3659,"-",50
"TcCLB.508059.4",843,856,"-",75
"TcCLB.508059.4",1290,1317,"+",55
"TcCLB.508059.4",1432,1451,"-",66
"TcCLB.508059.4",3025,3052,"-",103
"TcCLB.508059.4",3280,3293,"-",47
"TcCLB.508061.154",558,581,"+",71
"TcCLB.508061.154",1000,1015,"+",53
"TcCLB.508061.154",1225,1247,"+",49
"TcCLB.508061.154",3303,3338,"+",76
"TcCLB.511367.150",307,328,"+",109
"TcCLB.511367.150",1049,1068,"+",47
"TcCLB.511367.150",1165,1200,"-",74
"TcCLB.511367.150",1583,1596,"-",47
"TcCLB.510121.80",1020,1047,"-",55
"TcCLB.510121.80",1062,1081,"-",49
"TcCLB.510121.80",2852,2874,"-",61
"TcCLB.511367.199",77,103,"+",64
"TcCLB.511367.199",248,262,"-",73
"TcCLB.511367.199",566,604,"-",58
"TcCLB.511367.199",1012,1039,"-",86
"TcCLB.511367.199",1844,1881,"-",54
"TcCLB.511367.199",2286,2304,"-",57
"TcCLB.511367.199",2339,2358,"-",75
"TcCLB.511367.199",2426,2452,"-",54
"TcCLB.511367.199",2529,2561,"-",59
"TcCLB.511367.199",2705,2744,"-",57
"TcCLB.511367.199",3014,3058,"-",107
"TcCLB.511367.199",3177,3197,"-",54
"TcCLB.510121.30",846,872,"-",49
"TcCLB.510121.90",151,173,"-",61
"TcCLB.508061.20",1673,1722,"+",56
"TcCLB.508061.20",6130,6154,"-",52
"TcCLB.508061.20",6678,6708,"-",48
"TcCLB.511367.170",99,118,"-",47
"TcCLB.511367.170",419,438,"-",112
"TcCLB.511367.170",3400,3430,"-",109
"TcCLB.511367.170",4140,4158,"-",95
"TcCLB.506561.20",821,848,"+",70
"TcCLB.506561.20",1311,1338,"+",57
"TcCLB.506561.20",4140,4180,"+",98
"TcCLB.510119.60",1335,1365,"-",49
"TcCLB.510119.60",2126,2162,"-",90
"TcCLB.511367.310",554,577,"-",50
"TcCLB.511367.310",1713,1743,"-",53
"TcCLB.508061.50",227,246,"+",66
"TcCLB.508061.50",8138,8165,"+",55
"TcCLB.508061.50",11010,11028,"+",50
"TcCLB.511367.210",85,112,"-",86
"TcCLB.511367.210",917,954,"-",54
"TcCLB.511367.210",1359,1377,"-",57
"TcCLB.511367.210",1412,1431,"-",75
"TcCLB.511367.210",1499,1525,"-",54
"TcCLB.511367.210",1602,1634,"-",59
"TcCLB.511367.210",1778,1817,"-",57
"TcCLB.511367.210",2087,2131,"-",107
"TcCLB.511367.210",2250,2270,"-",54
"TcCLB.506491.10",411,433,"-",48
"TcCLB.506491.10",436,461,"+",57
"TcCLB.506491.10",748,784,"-",63
"TcCLB.506491.10",1106,1138,"+",76
"TcCLB.506491.10",2215,2237,"+",61
"TcCLB.506491.10",2721,2742,"-",81
"TcCLB.506491.10",2802,2825,"+",49
"TcCLB.506491.10",4714,4737,"+",52
"TcCLB.508947.5",1643,1683,"+",66
