"seqid","type","start","end","strand","ID","description"
"TcChr6-P","IGI",71405,75312,"-","TcCLB.510885.110","Putative integral membrane protein conserved region (DUF2404), putative"
"TcChr32-P","IGI",648376,652277,"-","TcCLB.511511.100","hypothetical protein, conserved"
"TcChr6-P","IGI",301922,306647,"-","TcCLB.509429.250","ubiquitin hydrolase, putative"
"TcChr41-P","IGI",1153230,1159085,"+","TcCLB.511255.700","trans-sialidase, Group V, putative"
"TcChr30-P","IGI",495692,499066,"-","TcCLB.508601.10","mitochondrial DEAD box protein, putative"
"TcChr37-P","IGI",415758,417588,"+","TcCLB.507825.10","hypothetical protein, conserved"
"TcChr39-P","IGI",387630,388050,"-","TcCLB.506719.80","C/D small nucleolar RNA (snoRNA), TB11C4C3"
"TcChr39-P","IGI",389247,390820,"-","TcCLB.506629.240","retrotransposon hot spot (RHS) protein, putative (fragment)"
"TcChr19-P","IGI",195678,197616,"-","TcCLB.507647.30","VID27 cytoplasmic protein, putative"
"TcChr31-P","IGI",233681,251878,"-","TcCLB.509593.59","dispersed gene family protein 1 (DGF-1), putative"
"TcChr31-P","IGI",758981,759884,"+","TcCLB.460757.10","receptor-type adenylate cyclase, putative"
"TcChr29-P","IGI",52963,55678,"+","TcCLB.506329.70","mucin TcMUCII, putative"
"TcChr39-P","IGI",1224070,1225930,"-","TcCLB.508461.200","hypothetical protein, conserved"
"TcChr6-P","IGI",6146,11225,"-","TcCLB.508593.20","trans-sialidase, Group IV, putative"
"TcChr41-P","IGI",1973005,1975204,"-","TcCLB.508221.130","mucin TcMUCII (pseudogene), putative"
"TcChr22-P","IGI",130876,139599,"+","TcCLB.506549.9","dispersed gene family protein 1 (DGF-1), putative (fragment)"
"TcChr25-P","IGI",783356,785721,"+","TcCLB.508575.10","hypothetical protein (fragment)"
"TcChr38-P","IGI",87684,89213,"+","TcCLB.506959.130","60S ribosomal protein L30, putative"
"TcChr39-P","IGI",369334,370586,"+","TcCLB.508505.4","hypothetical protein, conserved"
"TcChr25-P","IGI",208144,210845,"+","TcCLB.506575.40","hypothetical protein"
"TcChr37-P","IGI",389755,391413,"+","TcCLB.509795.10","hypothetical protein, conserved"
"TcChr4-P","IGI",186797,189116,"+","TcCLB.506001.24","hypothetical protein (pseudogene)"
"TcChr39-P","IGI",802588,806157,"-","TcCLB.507771.9","kinesin, putative (fragment)"
"TcChr12-P","IGI",430949,433763,"-","TcCLB.509571.70","Zinc finger, C3HC4 type (RING finger), putative"
"TcChr21-P","IGI",316916,318724,"+","TcCLB.511651.10","ATP-dependent DEAD/H RNA helicase, putative"
"TcChr31-P","IGI",468034,472864,"+","TcCLB.510087.80","hypothetical protein, conserved"
"TcChr18-P","IGI",359420,364309,"-","TcCLB.506139.170","trans-sialidase (pseudogene), putative"
"TcChr38-P","IGI",1167234,1170276,"+","TcCLB.510483.190","mucin TcMUCII, putative"
"TcChr38-P","IGI",899375,905181,"+","TcCLB.508433.200","trans-sialidase (pseudogene), putative"
"TcChr29-P","IGI",119858,121503,"+","TcCLB.504233.70","mucin TcMUCI, putative"
"TcChr13-P","IGI",113622,118439,"-","TcCLB.511809.60","Nucleoporin NUP132"
"TcChr39-P","IGI",1558598,1560950,"-","TcCLB.510657.220","hypothetical protein, conserved"
"TcChr3-P","IGI",56843,59390,"+","TcCLB.506315.50","60S ribosomal protein L13a, putative"
"TcChr22-P","IGI",166285,168958,"+","TcCLB.508419.30","tryptophanyl-tRNA synthetase (pseudogene), putative"
"TcChr20-P","IGI",582824,584371,"+","TcCLB.506271.10","ATP-dependent DEAD/H RNA helicase (pseudogene), putative"
"TcChr40-P","IGI",132155,133416,"+","TcCLB.503809.68","glycerol uptake protein (pseudogene), putative"
"TcChr27-P","IGI",239997,241864,"-","TcCLB.508799.190","hypothetical protein, conserved"
"TcChr13-P","IGI",332424,335354,"+","TcCLB.511821.20","Beta-lactamase superfamily domain containing protein, putative"
"TcChr13-P","IGI",134227,135650,"-","TcCLB.511809.135","histone H2A, putative"
"TcChr17-P","IGI",10886,12751,"-","TcCLB.511773.50","protein kinase, putative"
"TcChr37-P","IGI",50245,51677,"-","TcCLB.503423.20","protein kinase, putative"
"TcChr23-P","IGI",248806,262507,"-","TcCLB.507715.70","hypothetical protein, conserved"
"TcChr4-P","IGI",163944,166549,"+","TcCLB.506001.101","N-terminal acetyltransferase complex ARD1 subunit homolog (pseudogene), putative"
"TcChr32-P","IGI",178338,180940,"-","TcCLB.511491.110","rab6 GTPase activating protein, putative"
"TcChr34-P","IGI",244347,248659,"-","TcCLB.508257.80","WD domain, G-beta repeat, putative"
"TcChr37-P","IGI",824636,825946,"-","TcCLB.507675.30","hypothetical protein, conserved"
"TcChr13-P","IGI",25075,27304,"-","TcCLB.511807.36","hypothetical protein"
"TcChr7-P","IGI",340277,344247,"+","TcCLB.437999.9","hypothetical protein, conserved (fragment)"
"TcChr13-P","IGI",182782,183940,"-","TcCLB.511813.30","proteasome regulatory ATPase subunit 5, putative"
"TcChr32-P","IGI",179811,182413,"-","TcCLB.511491.120","Alpha/beta hydrolase family, putative"
"TcChr41-P","IGI",919365,923377,"-","TcCLB.508873.260","hypothetical protein"
"TcChr26-P","IGI",298535,307707,"-","TcCLB.510063.5","hypothetical protein, conserved (fragment)"
"TcChr36-P","IGI",477089,479076,"-","TcCLB.510329.340","hypothetical protein, conserved"
"TcChr30-P","IGI",578796,582046,"+","TcCLB.508699.100","surface protease GP63, putative"
"TcChr30-P","IGI",472231,475723,"-","TcCLB.508601.130","Elongation factor G 2, mitochondrial, putative"
"TcChr32-P","IGI",790510,792632,"-","TcCLB.509065.60","glyceraldehyde 3-phosphate dehydrogenase, putative"
"TcChr27-P","IGI",720060,722755,"+","TcCLB.510303.310","protein arginine n-methyltransferase 7"
"TcChr41-P","IGI",37297,38977,"-","TcCLB.509021.9","dispersed gene family protein 1 (DGF-1), putative"
"TcChr18-P","IGI",302338,304636,"+","TcCLB.508247.70","mucin TcMUCII, putative"
"TcChr28-P","IGI",375082,380343,"-","TcCLB.510623.10","mucin TcMUCII, putative"
"TcChr35-P","IGI",576193,578609,"+","TcCLB.506821.120","hypothetical protein, conserved"
"TcChr39-P","IGI",1199245,1207311,"-","TcCLB.508461.130","elongation factor 1-alpha (ef-1-alpha), putative"
"TcChr21-P","IGI",175622,176809,"-","TcCLB.509111.28","fucose kinase, putative"
"TcChr41-P","IGI",957305,957537,"+","TcCLB.508873.405","tRNA-Arg:anticodon CCG"
"TcChr27-P","IGI",267599,268501,"+","TcCLB.508799.76","tRNA-Gly:anticodon CCC"
"TcChr20-P","IGI",172335,174550,"+","TcCLB.506009.90","hypothetical protein, conserved"
"TcChr37-P","IGI",912951,915008,"+","TcCLB.506577.47","WD domain, G-beta repeat, putative"
"TcChr36-P","IGI",276924,280499,"+","TcCLB.506485.70","hypothetical protein, conserved"
"TcChr11-P","IGI",405631,412123,"+","TcCLB.509935.29","proline racemase (fragment)"
"TcChr41-P","IGI",506719,508192,"-","TcCLB.503995.30","hypothetical protein"
"TcChr23-P","IGI",126222,128720,"-","TcCLB.503411.30","hypothetical protein, conserved"
"TcChr9-P","IGI",330062,332971,"+","TcCLB.506475.120","conserved protein, unknown function"
"TcChr4-P","IGI",189291,0,"+","TcCLB.506001.14","Mucin-associated surface protein (MASP), subgroup S097"
"TcChr8-P","IGI",151429,152541,"-","TcCLB.508197.10","60S ribosomal protein L11, putative"
"TcChr37-P","IGI",497068,502019,"+","TcCLB.506839.70","NADH dehydrogenase, putative"
"TcChr30-P","IGI",444516,447097,"-","TcCLB.510901.70","mitochondrial RNA binding complex 1 subunit, putative"
"TcChr32-P","IGI",156210,160398,"-","TcCLB.511491.20","hypothetical protein, conserved"
"TcChr39-P","IGI",1281733,1285285,"+","TcCLB.508461.440","hypothetical protein, conserved"
"TcChr16-P","IGI",225527,226926,"+","TcCLB.405737.24","hypothetical protein, conserved"
"TcChr37-P","IGI",44771,47355,"-","TcCLB.503423.5","retrotransposon hot spot (RHS) protein, putative (fragment)"
"TcChr39-P","IGI",823342,825989,"-","TcCLB.507771.110","hypothetical protein, conserved"
"TcChr31-P","IGI",630826,636617,"+","TcCLB.511385.30","vacuolar-type proton translocating pyrophosphatase 1"
"TcChr35-P","IGI",830774,832498,"+","TcCLB.511717.40","hypothetical protein, conserved"
"TcChr25-P","IGI",367571,372935,"+","TcCLB.507887.20","ubiquitin hydrolase, putative"
"TcChr32-P","IGI",726863,728803,"-","TcCLB.511517.130","hypothetical protein, conserved"
"TcChr24-P","IGI",419178,422820,"+","TcCLB.508741.360","glycosyltransferase (GlcNAc), putative"
"TcChr38-P","IGI",1355341,1360552,"+","TcCLB.510079.49","dispersed gene family protein 1 (DGF-1), putative (fragment)"
"TcChr10-P","IGI",225718,229441,"+","TcCLB.509695.200","T-complex protein 1, delta subunit, putative"
"TcChr39-P","IGI",1213256,1216523,"-","TcCLB.508461.146","hypothetical protein, conserved"
"TcChr39-P","IGI",1373900,1376183,"+","TcCLB.503983.20","dihydroxyacetone kinase 1-like, putative"
"TcChr32-P","IGI",596716,598999,"-","TcCLB.507025.20","hypothetical protein, conserved"
"TcChr38-P","IGI",855471,862532,"+","TcCLB.508433.20","mucin TcMUCII (pseudogene), putative"
"TcChr22-P","IGI",530020,532839,"+","TcCLB.509859.80","coronin, putative"
"TcChr18-P","IGI",86362,89150,"-","TcCLB.508851.31","N-acetyltransferase complex ARD1 subunit (pseudogene), putative"
"TcChr13-P","IGI",208078,213237,"-","TcCLB.511815.160","50S ribosome-binding GTPase, putative"
"TcChr33-P","IGI",436401,444746,"+","TcCLB.506923.30","hypothetical protein (pseudogene)"
"TcChr11-P","IGI",262237,263635,"-","TcCLB.511245.20","hypothetical protein, conserved"
"TcChr25-P","IGI",805102,810065,"+","TcCLB.508573.80","trans-sialidase (pseudogene), putative"
"TcChr15-P","IGI",129859,138116,"+","TcCLB.511861.50","trans-sialidase, Group VIII, putative"
"TcChr41-P","IGI",1778535,1786158,"-","TcCLB.508221.960","Mucin-associated surface protein (MASP), subgroup S061"
"TcChr38-P","IGI",789661,792080,"-","TcCLB.507071.260","hypothetical protein, conserved (pseudogene)"
"TcChr27-P","IGI",717280,719702,"+","TcCLB.420533.9","dihydrofolate reductase-thymidylate synthase, putative (fragment)"
"TcChr11-P","IGI",153373,159870,"-","TcCLB.506985.60","inositol polyphosphate kinase-like protein, putative"
"TcChr12-P","IGI",109186,114417,"+","TcCLB.509663.10","myosin heavy chain, putative"
"TcChr23-P","IGI",417267,419901,"-","TcCLB.509317.80","succinate dehydrogenase subunit"
"TcChr16-P","IGI",156280,159797,"+","TcCLB.506337.100","Trypomastigote, Alanine, Serine and Valine rich protein (TASV), subfamily A"
"TcChr10-P","IGI",54569,57057,"-","TcCLB.508637.70","RNA helicase, putative"
"TcChr17-P","IGI",629815,635762,"+","TcCLB.509385.11","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr40-P","IGI",2020968,2027735,"+","TcCLB.508527.30","trans-sialidase (pseudogene), putative"
"TcChr40-P","IGI",466757,468513,"+","TcCLB.511287.150","fibrillarin, putative"
"TcChr11-P","IGI",290349,294922,"-","TcCLB.511245.150","fatty acid elongase, putative"
"TcChr25-P","IGI",610684,613347,"+","TcCLB.509253.10","hypothetical protein, conserved"
"TcChr28-P","IGI",611160,613790,"-","TcCLB.510629.290","Mucin-associated surface protein (MASP) (pseudogene)"
"TcChr37-P","IGI",93959,99435,"+","TcCLB.507723.189","protein disulfide isomerase 2 (fragment)"
"TcChr38-P","IGI",17834,41098,"-","TcCLB.506295.200","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr32-P","IGI",130007,132076,"-","TcCLB.507017.50","polynucleotide kinase 3'-phosphatase, putative"
"TcChr24-P","IGI",198336,203494,"-","TcCLB.505297.80","trans-sialidase (pseudogene), putative"
"TcChr21-P","IGI",268072,269134,"-","TcCLB.511647.44","RING-H2 zinc finger, putative"
"TcChr37-P","IGI",1291697,1293044,"+","TcCLB.503431.20","hypothetical protein, conserved"
"TcChr22-P","IGI",50547,51980,"-","TcCLB.509723.10","protein kinase, putative"
"TcChr39-P","IGI",1219237,1221314,"-","TcCLB.508461.160","hypothetical protein, conserved"
"TcChr40-P","IGI",734198,735759,"-","TcCLB.511277.390","hypothetical protein, conserved"
"TcChr35-P","IGI",639240,640972,"+","TcCLB.507967.30","eukaryotic translation initiation factor 3 subunit k"
"TcChr5-P","IGI",162827,165859,"-","TcCLB.508059.10","hypothetical protein, conserved"
"TcChr29-P","IGI",830838,831879,"+","TcCLB.507519.100","hypothetical protein, conserved"
"TcChr18-P","IGI",190451,193475,"+","TcCLB.511233.160","hypothetical protein"
"TcChr30-P","IGI",185072,190777,"-","TcCLB.508817.110","TPR repeat, putative"
"TcChr10-P","IGI",292983,294692,"-","TcCLB.506855.290","Ribosomal protein L1p/L10e family, putative"
"TcChr35-P","IGI",160678,164546,"-","TcCLB.506727.110","hypothetical protein, conserved"
"TcChr5-P","IGI",114755,116214,"-","TcCLB.510121.9","hypothetical protein, conserved"
"TcChr30-P","IGI",300545,310816,"+","TcCLB.506585.40","glucose-regulated protein 78, putative"
"TcChr38-P","IGI",1251316,1257435,"+","TcCLB.508303.65","thioredoxin-like protein, putative"
"TcChr32-P","IGI",693121,694998,"-","TcCLB.507029.60","hypothetical protein, conserved"
"TcChr31-P","IGI",628512,632293,"+","TcCLB.511385.40","hypothetical protein"
"TcChr41-P","IGI",893912,898006,"+","TcCLB.508873.150","mucin TcMUCII, putative"
"TcChr17-P","IGI",523779,528682,"+","TcCLB.508913.10","trans-sialidase (pseudogene), putative"
"TcChr30-P","IGI",750113,760723,"-","TcCLB.511671.50","Nucleoporin NUP149"
"TcChr12-P","IGI",215220,219185,"+","TcCLB.507619.10","hypothetical protein, conserved (fragment)"
"TcChr40-P","IGI",884926,888203,"+","TcCLB.511275.10","Nrap protein, putative"
"TcChr16-P","IGI",350608,355118,"+","TcCLB.506155.90","hypothetical protein, conserved (pseudogene)"
"TcChr16-P","IGI",66228,69065,"+","TcCLB.509753.100","Mucin-associated surface protein (MASP), subgroup S082"
"TcChr23-P","IGI",283133,285594,"-","TcCLB.504157.20","beta-ketoacyl synthase family protein, putative"
"TcChr40-P","IGI",1,5894,"-","TcCLB.506331.20","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr33-P","IGI",546682,548785,"+","TcCLB.508503.30","hypothetical protein"
"TcChr19-P","IGI",208267,209957,"-","TcCLB.503735.40","hypothetical protein"
"TcChr36-P","IGI",829332,831045,"-","TcCLB.508153.1090","hypothetical protein, conserved"
"TcChr27-P","IGI",195362,198797,"-","TcCLB.509713.30","hypothetical protein, conserved"
"TcChr37-P","IGI",154743,155954,"+","TcCLB.506247.300","hypothetical protein, conserved"
"TcChr13-P","IGI",11789,15524,"-","TcCLB.507015.59","expression site-associated gene 3 (ESAG3-like), putative (pseudogene)"
"TcChr12-P","IGI",188003,191416,"+","TcCLB.509553.20","ATP-dependent chaperone, putative"
"TcChr34-P","IGI",372767,374884,"-","TcCLB.511003.130","hypothetical protein, conserved"
"TcChr41-P","IGI",489806,499327,"-","TcCLB.506621.70","Domain of unknown function (DUF4486), putative"
"TcChr20-P","IGI",348423,349994,"+","TcCLB.507049.70","MICOS complex subunit MIC20, putative"
"TcChr10-P","IGI",53224,55006,"-","TcCLB.508637.69","hypothetical protein, conserved"
"TcChr41-P","IGI",606833,610687,"+","TcCLB.506459.215","hypothetical protein, conserved (pseudogene)"
"TcChr32-P","IGI",884414,885802,"+","TcCLB.506835.40","hypothetical protein, conserved"
"TcChr23-P","IGI",164267,166509,"-","TcCLB.503417.36","hypothetical protein"
"TcChr34-P","IGI",973888,975306,"-","TcCLB.507159.70","Amastin surface glycoprotein, putative"
"TcChr11-P","IGI",183816,189880,"-","TcCLB.511239.60","hypothetical protein, conserved"
"TcChr15-P","IGI",261634,263028,"+","TcCLB.509437.103","dispersed gene family protein 1 (DGF-1, pseudogene), putative"
"TcChr9-P","IGI",252138,262566,"+","TcCLB.507947.10","conserved protein, unknown function"
"TcChr30-P","IGI",309482,312833,"+","TcCLB.506585.50","hypothetical protein, conserved"
"TcChr22-P","IGI",315491,323648,"+","TcCLB.507221.20","poly(A)-specific ribonuclease PARN, putative"
"TcChr38-P","IGI",53929,55313,"-","TcCLB.506295.100","ubiquinol-cytochrome c reductase complex 14kD subunit, putative"
"TcChr33-P","IGI",1017673,1019972,"+","TcCLB.506471.70","C/D small nucleolar RNA (snoRNA), TB8C3C3"
"TcChr16-P","IGI",179104,180866,"+","TcCLB.509749.20","hypothetical protein, conserved"
"TcChr22-P","IGI",668002,669553,"+","TcCLB.509601.20","hypothetical protein, conserved"
"TcChr32-P","IGI",696025,699654,"-","TcCLB.511515.20","AAA ATPase, putative, frameshift"
"TcChr40-P","IGI",239283,241748,"-","TcCLB.508897.90","hypothetical protein, conserved"
"TcChr19-P","IGI",461276,475840,"+","TcCLB.508971.50","ubiquitin-protein ligase-like, putative"
"TcChr38-P","IGI",396658,399112,"+","TcCLB.457979.5","elongation factor 1-gamma (EF-1-gamma, pseudogene), putative"
"TcChr40-P","IGI",594416,600274,"+","TcCLB.511283.130","MEKK-related kinase 1, putative"
"TcChr24-P","IGI",514089,516577,"-","TcCLB.509525.260","hypothetical protein"
"TcChr40-P","IGI",99535,101211,"-","TcCLB.511299.70","mitogen activated protein kinase 2, putative"
"TcChr14-P","IGI",415825,420539,"-","TcCLB.509683.130","metallo-peptidase, clan MA(E), family M1, putative"
"TcChr37-P","IGI",1003077,1006484,"+","TcCLB.509647.50","hypothetical protein, conserved"
"TcChr16-P","IGI",51856,58460,"+","TcCLB.509753.150","mucin TcMUCII, putative"
"TcChr36-P","IGI",616350,617965,"-","TcCLB.508153.150","hypothetical protein, conserved"
"TcChr40-P","IGI",408013,413195,"-","TcCLB.508895.70","membrane protein, putative"
"TcChr30-P","IGI",847504,849693,"+","TcCLB.511665.21","trans-sialidase (pseudogene), putative"
"TcChr39-P","IGI",1619030,1621042,"-","TcCLB.510655.100","hypothetical protein"
"TcChr6-P","IGI",183567,192224,"+","TcCLB.510889.290","hypothetical protein"
"TcChr10-P","IGI",344929,346067,"-","TcCLB.506855.85","H/ACA snoRNA, TC6C1H3"
"TcChr25-P","IGI",458818,462813,"+","TcCLB.509897.80","Mucin-associated surface protein (MASP) (pseudogene)"
"TcChr2-P","IGI",54608,57034,"-","TcCLB.507601.50","hypothetical protein"
"TcChr30-P","IGI",574342,576929,"+","TcCLB.508699.80","hypothetical protein, conserved"
"TcChr39-P","IGI",1220986,1221885,"-","TcCLB.508461.174","Splicing factor 3B subunit 10 (SF3b10), putative"
"TcChr36-P","IGI",233607,234746,"-","TcCLB.507951.170","ADP-ribosylation factor-like protein 3, putative"
"TcChr36-P","IGI",123493,125623,"-","TcCLB.508411.20","hypothetical protein, conserved"
"TcChr35-P","IGI",165537,167480,"-","TcCLB.506727.90","enoyl-CoA hydratase/isomerase family protein, putative"
"TcChr27-P","IGI",787047,787977,"+","TcCLB.510303.19","H/ACA snoRNA, TC6C1H1"
"TcChr33-P","IGI",510822,512968,"+","TcCLB.508501.260","hypothetical protein, conserved"
"TcChr33-P","IGI",1,2985,"-","TcCLB.506595.149","retrotransposon hot spot (RHS) protein, putative"
"TcChr38-P","IGI",1078010,1088786,"-","TcCLB.503491.19","Mucin-associated surface protein (MASP), subgroup S043"
"TcChr20-P","IGI",417338,418636,"+","TcCLB.509213.30","hypothetical protein, conserved"
"TcChr30-P","IGI",342004,344025,"+","TcCLB.510131.99","hypothetical protein, conserved"
"TcChr33-P","IGI",99098,102497,"-","TcCLB.510155.70","heat shock protein 70 (hsp70), putative"
"TcChr39-P","IGI",1447341,1450703,"+","TcCLB.510661.90","ATP-dependent RNA helicase, putative"
"TcChr40-P","IGI",1086585,1088553,"+","TcCLB.511261.4","P-type H+-ATPase, putative (fragment)"
"TcChr37-P","IGI",943127,945671,"+","TcCLB.504021.40","hypothetical protein, conserved"
"TcChr41-P","IGI",2038611,2041337,"-","TcCLB.510361.100","mucin TcMUCII, putative"
"TcChr28-P","IGI",102932,103120,"+","TcCLB.506791.33","C/D small nucleolar RNA (snoRNA), TB10C3C2"
"TcChr27-P","IGI",673213,677867,"+","TcCLB.506681.40","hypothetical protein, conserved"
"TcChr8-P","IGI",364952,369719,"-","TcCLB.506903.20","C/D small nucleolar RNA (snoRNA), TB8C3C3"
"TcChr41-P","IGI",573245,575299,"-","TcCLB.506459.290","elongation factor 1-gamma (EF-1-gamma, pseudogene), putative"
"TcChr41-P","IGI",308398,312728,"+","TcCLB.511487.130","trans-sialidase (pseudogene), putative"
"TcChr17-P","IGI",108779,123114,"-","TcCLB.511767.60","trans-sialidase (pseudogene), putative"
"TcChr35-P","IGI",332726,334926,"-","TcCLB.508707.280","Rab5-interacting protein (Rab5ip), putative"
"TcChr23-P","IGI",336104,339073,"-","TcCLB.508441.60","hypothetical protein, conserved"
"TcChr37-P","IGI",1022824,1026040,"-","TcCLB.509733.160","amino acid tansporter, putative"
"TcChr28-P","IGI",489100,495282,"-","TcCLB.510627.90","hypothetical protein"
"TcChr31-P","IGI",102823,103793,"+","TcCLB.509913.24","dynein light chain 2B, cytoplasmic, putative"
"TcChr15-P","IGI",410710,427441,"+","TcCLB.509657.20","dispersed gene family protein 1 (DGF-1), putative"
"TcChr39-P","IGI",1239419,1243494,"-","TcCLB.508461.280","cAMP-dependent protein kinase catalytic subunit 2"
"TcChr36-P","IGI",455658,458066,"-","TcCLB.506701.10","dihydrolipoamide dehydrogenase, putative"
"TcChr15-P","IGI",515536,522769,"+","TcCLB.510201.40","trans-sialidase (pseudogene), putative"
"TcChr5-P","IGI",184207,192109,"+","TcCLB.508061.10","hypothetical protein"
"TcChr33-P","IGI",404585,408542,"+","TcCLB.508495.110","hypothetical protein"
"TcChr34-P","IGI",336142,337570,"-","TcCLB.508693.60","hypothetical protein, conserved"
"TcChr38-P","IGI",520134,524291,"-","TcCLB.508429.10","hypothetical protein"
"TcChr27-P","IGI",121467,123122,"-","TcCLB.506297.140","hypothetical protein, conserved"
"TcChr12-P","IGI",472445,476024,"+","TcCLB.506053.60","hypothetical protein (fragment)"
"TcChr21-P","IGI",524416,525170,"-","TcCLB.507063.260","hypothetical protein"
"TcChr33-P","IGI",117744,120000,"-","TcCLB.510153.19","tricarboxylate carrier, putative"
"TcChr21-P","IGI",414090,421058,"+","TcCLB.511657.50","Protein of unknown function, putative"
"TcChr32-P","IGI",537468,539458,"+","TcCLB.511507.10","C2H2 type zinc-finger (2 copies), putative"
"TcChr37-P","IGI",916020,918802,"+","TcCLB.506577.30","hypothetical protein, conserved"
"TcChr31-P","IGI",61269,64468,"-","TcCLB.509915.80","hypothetical protein, conserved (pseudogene)"
"TcChr27-P","IGI",799686,801385,"+","TcCLB.508173.230","hypothetical protein, conserved"
"TcChr40-P","IGI",522949,527176,"+","TcCLB.511285.20","hypothetical protein, conserved"
"TcChr7-P","IGI",142648,144656,"+","TcCLB.503543.20","divalent cation transporter, putative (fragment)"
"TcChr35-P","IGI",876781,878187,"+","TcCLB.506873.20","hypothetical protein, conserved"
"TcChr41-P","IGI",2002190,2005644,"+","TcCLB.510361.260","Mucin-associated surface protein (MASP), subgroup S097"
"TcChr27-P","IGI",502989,507170,"+","TcCLB.508177.30","ATP-grasp domain containing protein, putative"
"TcChr31-P","IGI",46436,47689,"-","TcCLB.410199.40","hypothetical protein"
"TcChr27-P","IGI",583538,587570,"+","TcCLB.508175.260","poly(p)/ATP NAD kinase, putative"
"TcChr7-P","IGI",151390,154562,"+","TcCLB.503541.5","cAMP-specific phosphodiesterase, putative"
"TcChr24-P","IGI",524839,528355,"-","TcCLB.509525.230","Mucin-associated surface protein (MASP), subgroup S010"
"TcChr16-P","IGI",221785,226173,"+","TcCLB.509745.10","hypothetical protein, conserved"
"TcChr26-P","IGI",191812,194686,"+","TcCLB.511907.40","hypothetical protein, conserved"
"TcChr15-P","IGI",236941,239857,"+","TcCLB.509437.183","hypothetical protein, conserved (pseudogene)"
"TcChr32-P","IGI",309079,310956,"+","TcCLB.511497.10","50S ribosome-binding GTPase, putative"
"TcChr32-P","IGI",22221,24146,"-","TcCLB.511889.30","C/D small nucleolar RNA (snoRNA), TB8C3C3"
"TcChr38-P","IGI",1333567,1334291,"+","TcCLB.510479.40","trans-sialidase, putative (fragment)"
"TcChr2-P","IGI",49122,51006,"-","TcCLB.507601.80","Pre-mRNA polyadenylation factor FIP1"
"TcChr41-P","IGI",159973,162394,"+","TcCLB.509027.24","hypothetical protein, conserved"
"TcChr9-P","IGI",331922,334740,"+","TcCLB.506475.116","glutaredoxin, putative"
"TcChr30-P","IGI",312422,314999,"+","TcCLB.506585.60","hypothetical protein, conserved"
"TcChr26-P","IGI",315538,316648,"-","TcCLB.507989.20","sigma-adaptin 3, putative"
"TcChr33-P","IGI",982916,993990,"+","TcCLB.506469.148","hypothetical protein, conserved"
"TcChr17-P","IGI",204281,206225,"-","TcCLB.509179.10","choline/carnitine O-acyltransferase (pseudogene), putative"
"TcChr26-P","IGI",113016,115636,"+","TcCLB.511901.30","Glycerophosphoryl diester phosphodiesterase family, putative"
"TcChr15-P","IGI",371243,372727,"-","TcCLB.503879.50","hypothetical protein, conserved"
