"seq_id","inicio","fin","strand","score"
"TcCLB.508205.20",4,23,"-",95
"TcCLB.508205.20",538,570,"-",70
"TcCLB.508205.20",3167,3205,"+",76
"TcCLB.508205.20",3280,3313,"-",103
"TcCLB.508205.20",3571,3589,"-",95
"TcCLB.506717.30",700,732,"+",49
"TcCLB.506717.30",3970,4018,"+",49
"TcCLB.506717.30",4314,4360,"+",48
"TcCLB.506717.30",6695,6716,"-",52
"TcCLB.506717.30",6888,6910,"+",53
"TcCLB.507941.10",1481,1503,"+",66
"TcCLB.507941.10",2637,2666,"-",52
"TcCLB.507941.10",2744,2773,"+",51
"TcCLB.507941.10",4185,4209,"-",59
"TcCLB.510351.130",99,117,"-",67
"TcCLB.510351.120",361,389,"-",85
"TcCLB.510351.120",477,500,"-",68
"TcCLB.510351.120",1268,1286,"-",67
"TcCLB.510351.70",21,70,"-",56
"TcCLB.510351.70",440,482,"-",49
"TcCLB.508205.39",1560,1585,"+",57
"TcCLB.510351.20",215,259,"-",49
"TcCLB.510351.20",864,908,"-",49
"TcCLB.508203.20",290,334,"-",49
"TcCLB.508203.20",938,982,"-",49
"TcCLB.508203.29",217,261,"-",49
"TcCLB.508203.29",863,907,"-",49
"TcCLB.510351.60",1362,1411,"-",56
"TcCLB.510351.60",1781,1823,"-",49
"TcCLB.510351.31",218,262,"-",49
"TcCLB.510351.31",865,909,"-",49
"TcCLB.510351.31",1095,1110,"+",53
"TcCLB.510351.40",216,260,"-",49
"TcCLB.510351.40",446,461,"+",53
"TcCLB.510351.40",3110,3139,"-",48
"TcCLB.510351.40",3778,3801,"+",70
"TcCLB.506717.240",11,24,"-",47
"TcCLB.506717.240",1958,1997,"+",53
"TcCLB.506717.60",277,298,"-",52
"TcCLB.506717.60",470,492,"+",53
"TcCLB.506717.60",3533,3569,"+",76
"TcCLB.506717.60",5454,5475,"+",51
"TcCLB.506717.10",1569,1609,"-",68
"TcCLB.506717.10",1622,1655,"-",73
"TcCLB.506717.10",3067,3096,"-",52
"TcCLB.508203.47",215,259,"-",49
"TcCLB.508203.47",846,890,"-",49
"TcCLB.506717.25",1150,1167,"+",52
"TcCLB.506717.25",1719,1751,"+",63
"TcCLB.506717.25",3316,3334,"-",49
"TcCLB.506717.25",5598,5630,"+",49
"TcCLB.510351.140",264,312,"-",47
"TcCLB.510351.140",659,677,"-",52
"TcCLB.510351.140",1010,1041,"+",62
"TcCLB.510351.50",335,358,"+",70
"TcCLB.506717.200",4693,4720,"-",70
"TcCLB.506717.200",4727,4747,"+",94
"TcCLB.506717.200",6527,6571,"+",79
"TcCLB.506717.200",6586,6604,"-",52
"TcCLB.506717.200",6605,6629,"+",48
"TcCLB.506717.200",7436,7485,"+",47
"TcCLB.506717.200",8009,8057,"+",56
"TcCLB.506717.200",11338,11376,"+",58
"TcCLB.506717.200",11738,11768,"+",51
"TcCLB.506717.200",12510,12551,"+",48
"TcCLB.506717.200",13254,13274,"+",52
"TcCLB.510351.100",329,353,"-",69
"TcCLB.510351.100",1227,1256,"+",52
"TcCLB.510351.100",2065,2086,"-",62
"TcCLB.510351.80",1661,1691,"-",67
"TcCLB.506717.219",3012,3025,"-",47
"TcCLB.510351.11",216,260,"-",49
"TcCLB.510351.11",540,584,"-",49
"TcCLB.510351.11",1186,1230,"-",49
"TcCLB.507941.160",217,261,"-",49
"TcCLB.510351.150",92,110,"-",52
"TcCLB.510351.150",443,474,"+",62
"TcCLB.510351.150",1431,1472,"+",53
"TcCLB.506717.20",920,949,"-",52
"TcCLB.506717.20",5275,5292,"+",87
"TcCLB.506717.20",6579,6596,"+",52
"TcCLB.506717.20",7148,7180,"+",63
"TcCLB.510353.10",3656,3697,"-",77
"TcCLB.510353.10",3766,3796,"+",62
"TcCLB.507941.14",69,93,"-",59
"TcCLB.507941.14",846,883,"-",73
"TcCLB.508205.48",782,807,"+",57
"TcCLB.508205.48",1120,1138,"-",49
"TcCLB.508205.10",837,856,"-",95
"TcCLB.508205.10",1371,1403,"-",70
"TcCLB.508203.56",200,244,"-",49
"TcCLB.508203.56",847,891,"-",49
"TcCLB.508203.56",1171,1215,"-",49
"TcCLB.506717.130",1904,1950,"+",77
"TcCLB.506739.180",356,372,"-",52
"TcCLB.506739.99",661,692,"-",49
"TcCLB.506739.99",3778,3811,"-",48
"TcCLB.506739.190",1094,1128,"+",59
"TcCLB.506739.190",1303,1336,"+",48
"TcCLB.506739.190",3838,3884,"+",77
"TcCLB.506739.190",4865,4900,"+",56
"TcCLB.506739.190",4913,4930,"+",54
"TcCLB.506739.200",766,812,"+",77
"TcCLB.506739.200",1793,1828,"+",56
"TcCLB.506739.200",1841,1858,"+",54
"TcCLB.507143.10",18403,18429,"+",71
"TcCLB.507143.10",18450,18484,"+",56
"TcCLB.507143.80",785,806,"-",53
"TcCLB.505229.10",2726,2747,"-",63
"TcCLB.505229.10",3467,3496,"+",51
"TcCLB.506739.20",1441,1459,"-",67
"TcCLB.506739.110",2139,2172,"-",48
"TcCLB.511055.50",260,290,"-",52
"TcCLB.511055.50",2604,2633,"-",51
"TcCLB.506739.90",1549,1584,"-",71
"TcCLB.506739.90",3335,3366,"-",49
"TcCLB.507145.31",371,398,"+",109
"TcCLB.507145.31",495,518,"+",72
"TcCLB.507145.31",904,931,"+",129
"TcCLB.507145.31",1250,1263,"+",75
"TcCLB.507145.31",1526,1548,"+",135
"TcCLB.507145.31",5230,5252,"+",72
"TcCLB.507145.31",6005,6052,"-",50
"TcCLB.507145.31",7497,7536,"-",58
"TcCLB.507145.84",1411,1429,"+",51
"TcCLB.505555.40",228,258,"+",54
"TcCLB.505555.40",271,293,"+",63
"TcCLB.505555.40",2226,2239,"+",75
"TcCLB.511055.40",4662,4692,"-",52
"TcCLB.507143.60",1776,1810,"-",76
"TcCLB.507143.60",3084,3097,"-",75
"TcCLB.507143.60",3253,3274,"+",109
"TcCLB.507143.60",3709,3731,"-",61
"TcCLB.507143.60",3845,3882,"+",80
"TcCLB.507143.60",4092,4121,"+",52
"TcCLB.507143.60",4198,4221,"+",59
"TcCLB.507143.60",4318,4344,"-",82
"TcCLB.507143.60",4393,4416,"-",87
"TcCLB.507143.60",5209,5244,"+",56
"TcCLB.507143.40",351,379,"+",100
"TcCLB.507143.40",513,543,"+",86
"TcCLB.507143.40",1818,1843,"-",57
"TcCLB.507143.40",3438,3451,"+",47
"TcCLB.511055.10",1952,1988,"-",47
"TcCLB.511055.10",2094,2116,"+",48
"TcCLB.506739.30",2831,2862,"+",48
"TcCLB.507143.90",3817,3838,"+",63
"TcCLB.507143.90",3854,3878,"-",94
"TcCLB.507143.90",3980,4016,"-",61
"TcCLB.507143.90",4295,4325,"-",110
"TcCLB.507143.90",5092,5113,"+",109
"TcCLB.507143.90",5383,5396,"+",75
"TcCLB.507143.90",5553,5581,"+",98
"TcCLB.507143.90",6291,6304,"+",75
"TcCLB.507143.90",6570,6583,"+",75
"TcCLB.507143.90",6944,6962,"+",54
"TcCLB.404001.10",897,924,"+",50
"TcCLB.404001.10",1885,1917,"+",49
"TcCLB.404001.10",2129,2143,"+",73
"TcCLB.404001.20",15704,15749,"-",65
"TcCLB.404001.20",16450,16482,"-",48
"TcCLB.404001.20",17688,17721,"-",47
"TcCLB.505555.50",328,375,"+",56
"TcCLB.505555.50",653,673,"+",52
"TcCLB.505555.50",3104,3134,"+",54
"TcCLB.505555.50",3147,3169,"+",63
"TcCLB.506739.40",1440,1464,"+",52
"TcCLB.506739.40",2187,2206,"-",47
"TcCLB.506739.40",2425,2465,"-",50
"TcCLB.505555.30",210,223,"+",75
"TcCLB.505555.30",2029,2052,"+",49
"TcCLB.505555.30",2293,2331,"+",50
"TcCLB.507145.60",1162,1201,"-",58
"TcCLB.507145.60",1765,1814,"-",55
"TcCLB.507145.60",2968,2995,"-",55
"TcCLB.404001.4",23,37,"+",73
"TcCLB.404001.4",2215,2245,"+",68
"TcCLB.404001.4",20671,20697,"+",71
"TcCLB.404001.4",20718,20752,"+",56
"TcCLB.507143.70",842,855,"-",75
"TcCLB.507143.70",1011,1032,"+",109
"TcCLB.507143.70",1467,1489,"-",61
"TcCLB.507143.70",1603,1640,"+",80
"TcCLB.507143.70",1850,1879,"+",52
"TcCLB.507143.70",1956,1979,"+",59
"TcCLB.507143.70",2076,2102,"-",82
"TcCLB.507143.70",2151,2174,"-",87
"TcCLB.507143.70",2967,3002,"+",56
"TcCLB.507143.70",3815,3843,"+",49
"TcCLB.507143.70",4350,4399,"+",54
"TcCLB.507143.70",5732,5774,"+",93
"TcCLB.506739.160",223,267,"-",61
"TcCLB.506739.160",949,979,"-",50
"TcCLB.507143.50",508,521,"+",47
"TcCLB.507143.50",571,607,"-",53
"TcCLB.507143.50",976,994,"+",50
"TcCLB.505229.5",533,554,"-",63
"TcCLB.505229.5",1274,1303,"+",51
"TcCLB.506739.10",467,515,"-",102
"TcCLB.506739.10",478,495,"+",50
"TcCLB.506739.10",3335,3366,"-",48
"TcCLB.506739.150",2374,2418,"-",61
"TcCLB.511055.60",1279,1308,"-",51
"TcCLB.511055.60",2768,2816,"-",102
"TcCLB.511055.60",2779,2796,"+",50
"TcCLB.509279.10",1290,1311,"+",63
"TcCLB.509279.10",1327,1351,"-",94
"TcCLB.509279.10",1453,1489,"-",61
"TcCLB.509279.10",1768,1798,"-",110
"TcCLB.509279.10",2565,2586,"+",109
"TcCLB.509279.10",2856,2869,"+",75
"TcCLB.509279.10",3026,3054,"+",98
"TcCLB.509279.10",3764,3777,"+",75
"TcCLB.509279.10",4043,4056,"+",75
"TcCLB.509279.10",4417,4435,"+",54
"TcCLB.509279.10",6208,6235,"+",109
"TcCLB.509279.10",6332,6355,"+",72
"TcCLB.509279.10",6741,6768,"+",129
"TcCLB.509279.10",7087,7100,"+",75
"TcCLB.509279.10",7363,7385,"+",135
"TcCLB.509279.10",11067,11089,"+",72
"TcCLB.433673.10",3426,3462,"-",47
"TcCLB.433673.10",3568,3590,"+",48
"TcCLB.505555.61",8191,8238,"+",56
"TcCLB.506739.50",258,282,"+",52
"TcCLB.506739.50",1005,1024,"-",47
"TcCLB.506739.50",1243,1283,"-",50
"TcCLB.507143.30",2915,2939,"-",54
"TcCLB.507143.30",3871,3890,"+",47
"TcCLB.507143.30",4611,4639,"+",100
"TcCLB.507143.30",4773,4803,"+",86
"TcCLB.510105.230",367,398,"-",55
"TcCLB.510105.180",566,592,"-",68
"TcCLB.510105.130",984,1027,"+",63
"TcCLB.510105.130",2264,2297,"-",47
"TcCLB.510105.200",1932,1951,"+",47
"TcCLB.510105.322",401,439,"-",57
"TcCLB.510105.140",453,500,"+",56
"TcCLB.510105.60",401,416,"+",72
"TcCLB.510105.170",4,26,"-",66
"TcCLB.510105.170",103,127,"-",67
"TcCLB.510105.170",1393,1424,"+",67
"TcCLB.510105.170",2381,2407,"-",68
"TcCLB.422041.9",184,203,"-",52
"TcCLB.422041.9",205,226,"-",72
"TcCLB.422041.9",712,752,"-",68
"TcCLB.422041.9",974,992,"-",52
"TcCLB.422041.9",1180,1221,"-",58
"TcCLB.422041.9",1826,1859,"-",155
"TcCLB.510105.160",1609,1639,"-",55
"TcCLB.510105.160",2084,2113,"-",73
"TcCLB.510105.160",2190,2214,"-",67
"TcCLB.510105.250",323,344,"-",52
"TcCLB.510105.250",425,462,"-",70
"TcCLB.510105.250",5560,5591,"+",50
"TcCLB.510105.250",5871,5897,"+",52
"TcCLB.510105.250",9441,9490,"+",55
"TcCLB.510105.250",11245,11278,"+",48
"TcCLB.510105.190",719,748,"-",54
"TcCLB.506553.20",750,779,"-",80
"TcCLB.510107.41",370,408,"-",57
"TcCLB.509537.50",371,397,"-",85
"TcCLB.509537.50",2968,3002,"-",48
"TcCLB.509537.50",3893,3919,"-",56
"TcCLB.508047.25",401,439,"-",57
"TcCLB.510105.50",1161,1202,"-",75
"TcCLB.510105.50",2081,2112,"-",48
"TcCLB.508047.60",4346,4388,"-",50
"TcCLB.510105.20",422,453,"+",76
"TcCLB.510105.20",1428,1448,"-",64
"TcCLB.509537.30",1691,1735,"-",97
"TcCLB.509537.70",42,85,"-",63
"TcCLB.509537.70",122,150,"-",65
"TcCLB.509537.70",582,606,"-",76
"TcCLB.509537.70",669,683,"-",73
"TcCLB.509537.70",1559,1584,"-",57
"TcCLB.510105.210",3065,3100,"-",74
"TcCLB.509537.40",1586,1625,"+",87
"TcCLB.509537.40",2063,2097,"-",61
"TcCLB.478711.10",1812,1856,"-",49
"TcCLB.478711.10",2080,2099,"-",93
"TcCLB.510105.30",7,27,"-",64
"TcCLB.510105.30",393,426,"+",48
"TcCLB.509537.90",104,123,"-",93
"TcCLB.509537.90",2732,2760,"-",58
"TcCLB.509537.90",3481,3507,"-",56
"TcCLB.509537.90",3714,3747,"-",48
"TcCLB.506553.10",27,68,"-",58
"TcCLB.506553.10",673,706,"-",155
"TcCLB.510105.100",156,192,"+",61
"TcCLB.510105.310",3710,3741,"+",50
"TcCLB.510105.310",4021,4047,"+",52
"TcCLB.510105.310",7591,7640,"+",55
"TcCLB.510105.310",9395,9428,"+",48
"TcCLB.510105.310",13665,13684,"+",47
"TcCLB.510105.310",14004,14029,"-",60
"TcCLB.509537.20",93,137,"-",97
"TcCLB.509537.20",699,739,"-",49
"TcCLB.509537.20",852,885,"-",50
"TcCLB.509537.20",1903,1939,"-",51
"TcCLB.509537.20",2185,2224,"-",48
"TcCLB.510105.55",742,773,"-",48
"TcCLB.510105.120",870,909,"-",67
"TcCLB.510105.120",2130,2160,"-",51
"TcCLB.510105.120",4464,4483,"-",51
"TcCLB.508049.40",5657,5705,"+",47
"TcCLB.508049.40",7542,7577,"+",87
"TcCLB.508049.40",10284,10315,"+",50
"TcCLB.508049.40",10594,10620,"+",52
"TcCLB.508049.40",10778,10812,"-",49
"TcCLB.508049.40",14153,14202,"+",55
"TcCLB.508049.40",15957,15990,"+",48
"TcCLB.509537.80",458,486,"-",58
"TcCLB.509537.80",1207,1233,"-",56
"TcCLB.509537.80",1440,1473,"-",48
"TcCLB.509537.80",4325,4368,"-",63
"TcCLB.509537.80",4405,4433,"-",65
"TcCLB.509537.80",4865,4889,"-",76
"TcCLB.509537.80",4952,4966,"-",73
"TcCLB.509537.80",5842,5867,"-",57
"TcCLB.510105.65",233,248,"+",72
"TcCLB.506553.30",1620,1651,"-",77
"TcCLB.506553.30",1999,2016,"-",52
"TcCLB.510105.9",1374,1405,"+",76
"TcCLB.506553.40",129,146,"-",52
"TcCLB.506553.40",1900,1937,"-",59
"TcCLB.509537.10",87,126,"-",48
"TcCLB.508047.80",6812,6860,"+",47
"TcCLB.508047.80",8697,8732,"+",87
"TcCLB.508047.80",11439,11470,"+",50
"TcCLB.508047.80",11749,11775,"+",52
"TcCLB.508047.80",11933,11967,"-",49
"TcCLB.508047.80",15308,15357,"+",55
"TcCLB.508047.80",17112,17145,"+",48
"TcCLB.510105.220",481,516,"-",74
"TcCLB.510105.220",3918,3949,"-",55
"TcCLB.510105.80",826,842,"+",52
"TcCLB.510105.80",1183,1208,"-",65
"TcCLB.509537.60",2156,2182,"-",85
"TcCLB.510105.90",1334,1368,"+",50
"TcCLB.510105.90",2463,2497,"-",58
"TcCLB.510105.90",3784,3820,"+",61
"TcCLB.506495.10",1538,1569,"+",95
"TcCLB.510247.10",13,36,"+",52
"TcCLB.510249.30",3125,3156,"+",79
"TcCLB.510249.30",3267,3286,"+",84
"TcCLB.506495.40",715,754,"+",55
"TcCLB.506495.40",4845,4885,"+",98
"TcCLB.506495.40",5118,5151,"+",60
"TcCLB.508951.60",55,77,"-",64
"TcCLB.508951.90",151,173,"-",61
"TcCLB.508953.40",28,50,"-",107
"TcCLB.508953.40",1771,1800,"-",52
"TcCLB.508949.30",407,428,"-",53
"TcCLB.508951.29",1315,1342,"-",49
"TcCLB.506495.50",1090,1130,"+",98
"TcCLB.506495.50",1363,1396,"+",60
"TcCLB.506495.50",1941,1980,"+",53
"TcCLB.506495.50",3084,3117,"+",60
"TcCLB.508955.10",37,66,"-",52
"TcCLB.506493.70",18,52,"-",91
"TcCLB.506493.70",324,343,"-",65
"TcCLB.506493.70",405,422,"-",115
"TcCLB.506493.70",428,451,"+",59
"TcCLB.506493.70",1242,1278,"+",132
"TcCLB.506493.70",1630,1666,"-",61
"TcCLB.506493.70",6315,6348,"+",48
"TcCLB.506493.70",6570,6589,"+",93
"TcCLB.506493.70",7049,7068,"-",47
"TcCLB.506493.100",27,47,"-",52
"TcCLB.506493.100",1330,1352,"-",48
"TcCLB.506493.100",1450,1480,"-",51
"TcCLB.506493.100",1508,1537,"-",53
"TcCLB.508951.10",122,135,"-",75
"TcCLB.511371.10",853,888,"+",59
"TcCLB.511371.10",1559,1583,"+",59
"TcCLB.511371.10",3346,3373,"+",68
"TcCLB.511371.10",3487,3512,"+",47
"TcCLB.510249.40",1659,1678,"+",54
"TcCLB.506495.30",926,958,"+",48
"TcCLB.506495.30",1284,1314,"+",62
"TcCLB.511371.5",2479,2517,"+",53
"TcCLB.511371.5",4608,4643,"+",59
"TcCLB.511371.5",5314,5338,"+",59
"TcCLB.508953.10",1182,1199,"-",59
"TcCLB.508949.40",1726,1758,"+",47
"TcCLB.506493.80",194,213,"+",93
"TcCLB.506493.80",673,692,"-",47
"TcCLB.506493.80",3469,3511,"-",50
"TcCLB.506493.30",2661,2702,"-",53
"TcCLB.506493.30",2923,2963,"-",48
"TcCLB.470169.9",105,118,"-",75
"TcCLB.470169.9",684,703,"-",51
"TcCLB.470169.9",2555,2572,"-",59
"TcCLB.508953.28",248,293,"-",50
"TcCLB.508953.28",1534,1556,"-",107
"TcCLB.510249.22",929,960,"+",79
"TcCLB.510249.22",1071,1090,"+",84
"TcCLB.510249.22",3164,3187,"+",69
"TcCLB.510249.22",3311,3334,"+",59
"TcCLB.508951.4",2210,2223,"-",75
"TcCLB.510249.14",1360,1383,"+",69
"TcCLB.510249.14",1507,1530,"+",59
"TcCLB.510249.14",2387,2412,"-",57
"TcCLB.510249.14",2421,2438,"+",69
"TcCLB.510249.14",2675,2711,"-",63
"TcCLB.510249.14",3038,3065,"+",55
"TcCLB.510249.14",4149,4171,"+",61
"TcCLB.510249.14",4664,4678,"-",73
"TcCLB.510249.14",4946,4978,"+",49
"TcCLB.438923.10",263,296,"+",60
"TcCLB.438923.10",841,880,"+",53
"TcCLB.506493.90",2268,2309,"-",95
"TcCLB.506493.90",5142,5162,"-",52
"TcCLB.508951.70",1265,1310,"+",59
"TcCLB.508951.70",2323,2371,"-",57
"TcCLB.508951.70",3285,3313,"-",48
"TcCLB.508951.80",477,505,"-",48
"TcCLB.508951.80",1039,1066,"-",55
"TcCLB.508951.80",1081,1100,"-",49
"TcCLB.508951.80",2871,2893,"-",61
"TcCLB.508951.50",693,715,"-",64
"TcCLB.510247.20",413,438,"-",57
"TcCLB.510247.20",447,464,"+",69
"TcCLB.510247.20",701,737,"-",63
"TcCLB.510247.20",1064,1091,"+",55
"TcCLB.510247.20",2175,2197,"+",61
"TcCLB.510247.20",2690,2704,"-",73
"TcCLB.510247.20",2972,3004,"+",49
"TcCLB.510247.20",4418,4441,"+",52
"TcCLB.506493.40",226,266,"-",48
"TcCLB.506493.110",346,368,"-",48
"TcCLB.506493.110",466,496,"-",51
"TcCLB.506493.110",524,553,"-",53
"TcCLB.506493.110",1099,1112,"-",75
"TcCLB.506493.110",1678,1697,"-",51
"TcCLB.508951.20",1369,1392,"-",63
"TcCLB.506493.60",2336,2370,"-",91
"TcCLB.506493.60",2642,2661,"-",65
"TcCLB.506493.60",2723,2740,"-",115
"TcCLB.506493.60",2746,2769,"+",59
"TcCLB.506493.60",3560,3596,"+",132
"TcCLB.506493.60",3948,3984,"-",61
"TcCLB.506495.20",461,492,"+",95
"TcCLB.508949.50",262,294,"+",47
"TcCLB.508949.50",1077,1123,"-",49
"TcCLB.510073.90",172,201,"-",59
"TcCLB.510073.90",1167,1200,"+",59
"TcCLB.510073.90",2277,2301,"-",52
"TcCLB.510073.90",3125,3162,"-",51
"TcCLB.510073.90",3400,3425,"+",167
"TcCLB.510073.90",3669,3682,"+",75
"TcCLB.510073.75",254,275,"-",92
"TcCLB.510073.75",1774,1788,"-",73
"TcCLB.510075.60",195,221,"+",91
"TcCLB.507603.100",107,126,"-",66
"TcCLB.507603.100",383,406,"-",105
"TcCLB.507603.100",912,931,"+",47
"TcCLB.507603.100",1188,1223,"+",49
"TcCLB.506529.400",396,413,"-",52
"TcCLB.506529.400",448,470,"-",52
"TcCLB.506529.400",475,516,"-",81
"TcCLB.506529.400",1236,1263,"-",62
"TcCLB.506529.400",1851,1869,"-",113
"TcCLB.506529.400",2561,2585,"-",66
"TcCLB.506529.314",801,821,"-",55
"TcCLB.506529.314",1356,1376,"-",55
"TcCLB.506529.314",2221,2250,"-",68
"TcCLB.506531.30",137,173,"-",59
"TcCLB.506531.30",1560,1599,"+",61
"TcCLB.507995.10",553,586,"-",67
"TcCLB.507995.10",1001,1036,"-",47
"TcCLB.506529.40",12,40,"-",82
"TcCLB.506529.430",1048,1069,"-",90
"TcCLB.506529.430",1166,1196,"-",83
"TcCLB.507537.20",181,202,"-",53
"TcCLB.507537.20",1613,1643,"+",62
"TcCLB.506529.330",3,20,"-",50
"TcCLB.506529.330",56,85,"-",78
"TcCLB.506529.330",2012,2032,"+",52
"TcCLB.506529.90",5728,5758,"-",51
"TcCLB.506529.90",6232,6262,"+",51
"TcCLB.510071.30",116,149,"+",48
"TcCLB.510071.30",1745,1761,"+",54
"TcCLB.510071.30",4789,4818,"+",51
"TcCLB.510071.30",5323,5365,"+",49
"TcCLB.510071.30",5559,5594,"+",77
"TcCLB.506529.410",2045,2081,"-",63
"TcCLB.506529.410",2539,2579,"-",48
"TcCLB.506529.410",3217,3253,"-",61
"TcCLB.506529.410",3903,3952,"+",74
"TcCLB.506529.410",4567,4597,"-",83
"TcCLB.506129.50",1770,1794,"+",59
"TcCLB.506129.50",1869,1899,"+",48
"TcCLB.506129.50",3786,3813,"+",53
"TcCLB.506129.50",4288,4337,"+",61
"TcCLB.506129.50",7371,7408,"+",47
"TcCLB.506529.150",4830,4854,"+",59
"TcCLB.506529.170",382,416,"-",80
"TcCLB.506529.170",464,496,"-",52
"TcCLB.506529.170",1271,1318,"-",61
"TcCLB.507997.70",152,165,"-",75
"TcCLB.507997.70",605,624,"-",51
"TcCLB.507997.70",982,1005,"-",50
"TcCLB.510073.30",546,574,"+",90
"TcCLB.510073.30",680,695,"-",53
"TcCLB.510073.30",729,744,"-",72
"TcCLB.510073.30",993,1025,"-",47
"TcCLB.510073.30",1264,1280,"+",52
"TcCLB.510073.30",1419,1440,"+",53
"TcCLB.510073.30",1502,1533,"-",50
"TcCLB.510073.30",1549,1580,"-",56
"TcCLB.510073.30",1616,1634,"-",67
"TcCLB.510073.30",1687,1702,"-",72
"TcCLB.510073.30",1854,1869,"-",53
"TcCLB.510073.30",5081,5099,"-",52
"TcCLB.510073.30",5233,5266,"-",50
"TcCLB.510073.30",5333,5382,"-",57
