"seq_id","inicio","fin","strand","score"
"LdBPK_010640.1",509,536,"+",53
"LdBPK_010640.1",574,599,"-",51
"LdBPK_010640.1",701,722,"-",72
"LdBPK_010640.1",2817,2846,"+",87
"LdBPK_010640.1",2908,2955,"-",92
"LdBPK_010640.1",3295,3316,"-",63
"LdBPK_010640.1",3720,3751,"+",77
"LdBPK_010270.1",2171,2210,"+",120
"LdBPK_010270.1",2552,2582,"-",71
"LdBPK_010270.1",2798,2814,"-",53
"LdBPK_010270.1",2986,3006,"+",93
"LdBPK_010270.1",3084,3117,"-",82
"LdBPK_010770.1",350,382,"+",59
"LdBPK_010770.1",594,640,"-",67
"LdBPK_010770.1",864,886,"-",69
"LdBPK_010770.1",3979,3994,"+",55
"LdBPK_010770.1",5422,5436,"-",55
"LdBPK_010770.1",5464,5496,"-",86
"LdBPK_010770.1",5762,5786,"-",94
"LdBPK_010830.1",676,707,"-",80
"LdBPK_010830.1",1285,1298,"+",75
"LdBPK_010830.1",1388,1416,"-",84
"LdBPK_010830.1",4501,4521,"+",64
"LdBPK_010830.1",5284,5308,"-",64
"LdBPK_010120.1",70,85,"+",53
"LdBPK_010120.1",383,410,"+",64
"LdBPK_010120.1",723,751,"+",100
"LdBPK_010120.1",805,831,"+",101
"LdBPK_010120.1",965,1002,"+",49
"LdBPK_010120.1",1820,1845,"+",49
"LdBPK_010120.1",2927,2947,"+",47
"LdBPK_010120.1",3328,3353,"+",75
"LdBPK_010120.1",3417,3452,"+",88
"LdBPK_010120.1",3578,3607,"+",68
"LdBPK_010120.1",4067,4093,"-",78
"LdBPK_010120.1",4326,4340,"-",73
"LdBPK_010280.1",536,575,"+",120
"LdBPK_010280.1",917,947,"-",71
"LdBPK_010280.1",1163,1179,"-",53
"LdBPK_010280.1",1351,1371,"+",93
"LdBPK_010280.1",1449,1482,"-",82
"LdBPK_010280.1",1637,1668,"+",50
"LdBPK_010280.1",1863,1884,"+",53
"LdBPK_010280.1",3255,3285,"-",109
"LdBPK_010280.1",3306,3332,"-",56
"LdBPK_010280.1",3547,3592,"+",63
"LdBPK_010280.1",3616,3655,"+",71
"LdBPK_010600.1",21,51,"+",77
"LdBPK_010600.1",252,289,"-",58
"LdBPK_010600.1",310,345,"+",62
"LdBPK_010600.1",1813,1849,"-",49
"LdBPK_010600.1",4657,4682,"+",76
"LdBPK_010600.1",4830,4863,"-",77
"LdBPK_010600.1",5026,5057,"-",91
"LdBPK_010600.1",5075,5098,"-",70
"LdBPK_010600.1",5133,5179,"-",90
"LdBPK_010590.1",254,272,"-",67
"LdBPK_010590.1",469,488,"-",47
"LdBPK_010590.1",1619,1649,"+",77
"LdBPK_010590.1",1850,1887,"-",58
"LdBPK_010590.1",1908,1943,"+",62
"LdBPK_010020.1",120,148,"+",88
"LdBPK_010020.1",209,231,"-",74
"LdBPK_010020.1",384,421,"+",69
"LdBPK_010020.1",435,455,"+",48
"LdBPK_010020.1",637,672,"+",60
"LdBPK_010020.1",2910,2930,"+",75
"LdBPK_010020.1",3238,3255,"-",50
"LdBPK_010020.1",3924,3937,"+",75
"LdBPK_010690.1",243,262,"+",93
"LdBPK_010690.1",685,700,"-",55
"LdBPK_010690.1",1305,1350,"+",49
"LdBPK_010690.1",1477,1505,"-",71
"LdBPK_010690.1",1632,1654,"+",51
"LdBPK_010690.1",2105,2145,"+",112
"LdBPK_010690.1",2357,2381,"-",58
"LdBPK_010690.1",2393,2418,"-",61
"LdBPK_010690.1",2442,2477,"-",74
"LdBPK_010690.1",2555,2599,"-",89
"LdBPK_010690.1",2748,2772,"-",104
"LdBPK_010690.1",3234,3261,"-",101
"LdBPK_010690.1",3308,3327,"+",93
"LdBPK_010690.1",3375,3396,"-",62
"LdBPK_010690.1",4061,4081,"-",73
"LdBPK_010690.1",4251,4270,"+",75
"LdBPK_010690.1",4307,4334,"-",52
"LdBPK_010690.1",4691,4713,"+",107
"LdBPK_010690.1",4767,4810,"-",69
"LdBPK_010690.1",4935,4950,"-",53
"LdBPK_010690.1",5558,5576,"+",49
"LdBPK_010690.1",5648,5691,"-",50
"LdBPK_010690.1",5998,6015,"+",52
"LdBPK_010730.1",104,128,"-",71
"LdBPK_010730.1",175,207,"-",98
"LdBPK_010730.1",213,227,"+",55
"LdBPK_010730.1",366,382,"+",53
"LdBPK_010730.1",434,454,"-",47
"LdBPK_010730.1",664,692,"-",83
"LdBPK_010730.1",786,813,"-",127
"LdBPK_010730.1",1375,1404,"-",135
"LdBPK_010730.1",1474,1487,"-",47
"LdBPK_010730.1",1566,1613,"-",60
"LdBPK_010730.1",1722,1741,"-",65
"LdBPK_010730.1",2037,2075,"-",50
"LdBPK_010730.1",3869,3891,"+",107
"LdBPK_010730.1",4109,4127,"-",95
"LdBPK_010730.1",4192,4214,"-",74
"LdBPK_010730.1",4715,4738,"-",50
"LdBPK_010240.1",429,455,"+",74
"LdBPK_010240.1",2907,2935,"+",54
"LdBPK_010240.1",3480,3510,"+",83
"LdBPK_010240.1",3514,3556,"+",182
"LdBPK_010240.1",3682,3702,"-",51
"LdBPK_010240.1",3893,3918,"-",102
"LdBPK_010240.1",3960,3983,"-",70
"LdBPK_010240.1",4015,4046,"+",51
"LdBPK_010060.1",112,157,"+",47
"LdBPK_010060.1",179,199,"+",47
"LdBPK_010060.1",232,250,"+",67
"LdBPK_010060.1",334,368,"+",50
"LdBPK_010060.1",401,425,"+",69
"LdBPK_010060.1",594,610,"-",70
"LdBPK_010060.1",883,906,"+",49
"LdBPK_010060.1",954,974,"-",64
"LdBPK_010060.1",2392,2410,"+",95
"LdBPK_010060.1",2676,2693,"-",87
"LdBPK_010060.1",2771,2802,"+",111
"LdBPK_010720.1",26,42,"+",52
"LdBPK_010720.1",143,177,"-",59
"LdBPK_010720.1",217,235,"-",113
"LdBPK_010720.1",475,497,"-",153
"LdBPK_010720.1",810,847,"-",67
"LdBPK_010720.1",896,924,"-",68
"LdBPK_010720.1",1006,1040,"-",86
"LdBPK_010720.1",1374,1421,"+",60
"LdBPK_010720.1",1500,1513,"+",47
"LdBPK_010720.1",1583,1612,"+",135
"LdBPK_010720.1",1812,1832,"+",75
"LdBPK_010720.1",2093,2130,"-",75
"LdBPK_010720.1",3450,3484,"+",52
"LdBPK_010720.1",4109,4133,"-",71
"LdBPK_010720.1",4180,4212,"-",98
"LdBPK_010720.1",4218,4232,"+",55
"LdBPK_010720.1",4371,4387,"+",53
"LdBPK_010720.1",4439,4459,"-",47
"LdBPK_010720.1",4669,4697,"-",83
"LdBPK_010720.1",4791,4818,"-",127
"LdBPK_010720.1",5380,5409,"-",135
"LdBPK_010720.1",5479,5492,"-",47
"LdBPK_010720.1",5571,5618,"-",60
"LdBPK_010720.1",5727,5746,"-",65
"LdBPK_010720.1",6042,6080,"-",50
"LdBPK_010140.1",819,858,"-",91
"LdBPK_010140.1",1397,1414,"-",59
"LdBPK_010140.1",1540,1569,"+",108
"LdBPK_010140.1",2939,2962,"+",72
"LdBPK_010140.1",3066,3091,"+",85
"LdBPK_010140.1",3219,3240,"+",99
"LdBPK_010140.1",3358,3373,"+",72
"LdBPK_010140.1",3428,3452,"+",72
"LdBPK_010080.1",19,68,"+",55
"LdBPK_010080.1",300,318,"+",67
"LdBPK_010080.1",384,417,"+",91
"LdBPK_010080.1",1824,1860,"+",47
"LdBPK_010080.1",2119,2146,"+",72
"LdBPK_010080.1",2398,2415,"+",59
"LdBPK_010080.1",2438,2466,"-",103
"LdBPK_010080.1",2487,2513,"-",56
"LdBPK_010080.1",2793,2822,"-",111
"LdBPK_010080.1",2843,2869,"-",56
"LdBPK_010080.1",3084,3129,"+",63
"LdBPK_010080.1",3153,3192,"+",71
"LdBPK_010080.1",3313,3352,"+",91
"LdBPK_010780.1",114,128,"-",55
"LdBPK_010780.1",156,188,"-",86
"LdBPK_010780.1",454,478,"-",94
"LdBPK_010780.1",2189,2214,"-",104
"LdBPK_010780.1",2236,2254,"-",50
"LdBPK_010780.1",2660,2703,"-",120
"LdBPK_010780.1",2880,2913,"-",102
"LdBPK_010580.1",138,170,"-",71
"LdBPK_010580.1",584,604,"-",93
"LdBPK_010580.1",881,907,"-",49
"LdBPK_010580.1",981,998,"-",52
"LdBPK_010580.1",1299,1330,"+",48
"LdBPK_010580.1",3205,3223,"-",67
"LdBPK_010580.1",3420,3439,"-",47
"LdBPK_010750.1",58,76,"-",95
"LdBPK_010750.1",683,707,"+",59
"LdBPK_010750.1",777,796,"-",112
"LdBPK_010750.1",1045,1069,"+",59
"LdBPK_010750.1",1139,1158,"-",112
"LdBPK_010750.1",1190,1210,"+",94
"LdBPK_010750.1",1371,1415,"-",64
"LdBPK_010750.1",3059,3092,"-",67
"LdBPK_010750.1",4694,4717,"-",48
"LdBPK_010750.1",5195,5221,"-",55
"LdBPK_010750.1",8619,8649,"+",51
"LdBPK_010750.1",8709,8756,"-",61
"LdBPK_010750.1",9164,9206,"-",80
"LdBPK_010750.1",9294,9311,"-",115
"LdBPK_010570.1",420,447,"-",83
"LdBPK_010570.1",707,724,"-",50
"LdBPK_010570.1",1146,1171,"+",88
"LdBPK_010570.1",1322,1357,"-",90
"LdBPK_010570.1",1565,1599,"-",74
"LdBPK_010570.1",2739,2771,"-",71
"LdBPK_010570.1",3185,3205,"-",93
"LdBPK_010570.1",3482,3508,"-",49
"LdBPK_010570.1",3582,3599,"-",52
"LdBPK_010330.1",289,318,"-",115
"LdBPK_010530.1",27,67,"-",94
"LdBPK_010530.1",132,153,"+",127
"LdBPK_010530.1",844,869,"+",89
"LdBPK_010530.1",1024,1044,"+",48
"LdBPK_010530.1",1810,1830,"+",75
"LdBPK_010530.1",2100,2118,"+",50
"LdBPK_010530.1",2279,2304,"-",93
"LdBPK_010530.1",2335,2375,"+",101
"LdBPK_010530.1",2510,2535,"-",64
"LdBPK_010530.1",2847,2870,"-",78
"LdBPK_010530.1",3074,3095,"+",62
"LdBPK_010530.1",3613,3646,"+",123
"LdBPK_010530.1",3703,3735,"-",58
"LdBPK_010530.1",3751,3780,"-",71
"LdBPK_010530.1",3926,3946,"-",47
"LdBPK_010530.1",4173,4198,"-",87
"LdBPK_010530.1",4276,4308,"-",88
"LdBPK_010530.1",4380,4406,"-",71
"LdBPK_010840.1",778,802,"-",64
"LdBPK_010840.1",1190,1204,"-",73
"LdBPK_010840.1",1233,1252,"-",93
"LdBPK_010840.1",1299,1332,"-",62
"LdBPK_010840.1",5002,5028,"-",51
"LdBPK_010840.1",5118,5159,"-",53
"LdBPK_010840.1",5266,5303,"+",91
"LdBPK_010840.1",5335,5373,"-",53
"LdBPK_010840.1",5429,5460,"+",55
"LdBPK_010840.1",5537,5566,"-",126
"LdBPK_010840.1",5584,5618,"+",55
"LdBPK_010840.1",5619,5659,"-",114
"LdBPK_010840.1",6185,6233,"-",117
"LdBPK_010840.1",6357,6401,"+",65
"LdBPK_010840.1",6376,6419,"-",50
"LdBPK_010840.1",6447,6487,"-",79
"LdBPK_010840.1",6506,6524,"-",52
"LdBPK_010840.1",6631,6680,"+",102
"LdBPK_010840.1",6702,6738,"-",74
"LdBPK_010840.1",6787,6830,"-",80
"LdBPK_010840.1",6993,7032,"-",112
"LdBPK_010840.1",7160,7184,"+",92
"LdBPK_010450.1",616,641,"-",86
"LdBPK_010450.1",734,748,"-",55
"LdBPK_010450.1",963,988,"-",51
"LdBPK_010450.1",1002,1031,"+",92
"LdBPK_010450.1",1179,1210,"-",108
"LdBPK_010450.1",1361,1380,"-",47
"LdBPK_010450.1",2461,2497,"-",64
"LdBPK_010450.1",3681,3706,"-",167
"LdBPK_010450.1",4201,4226,"-",115
"LdBPK_010450.1",4428,4447,"-",47
"LdBPK_010450.1",4542,4563,"-",48
"LdBPK_010460.1",18,43,"-",167
"LdBPK_010460.1",538,563,"-",115
"LdBPK_010460.1",765,784,"-",47
"LdBPK_010460.1",879,900,"-",48
"LdBPK_010460.1",3007,3035,"+",51
"LdBPK_010460.1",3168,3201,"+",88
"LdBPK_010460.1",3346,3378,"-",65
"LdBPK_010460.1",3795,3825,"-",70
"LdBPK_010460.1",4049,4065,"+",70
"LdBPK_010460.1",4184,4217,"+",76
"LdBPK_010460.1",4293,4310,"-",54
"LdBPK_010460.1",4377,4413,"-",104
"LdBPK_010460.1",4580,4597,"+",115
"LdBPK_010460.1",5100,5122,"+",61
"LdBPK_010460.1",5638,5668,"+",122
"LdBPK_010460.1",5671,5698,"-",72
"LdBPK_010460.1",5861,5891,"-",92
"LdBPK_010460.1",6125,6166,"-",53
"LdBPK_010010.1",5,25,"-",64
"LdBPK_010010.1",618,637,"+",47
"LdBPK_010010.1",2220,2249,"+",103
"LdBPK_010010.1",3272,3298,"+",73
"LdBPK_010010.1",4783,4811,"+",88
"LdBPK_010010.1",4872,4894,"-",74
"LdBPK_010010.1",5047,5084,"+",69
"LdBPK_010010.1",5098,5118,"+",48
"LdBPK_010010.1",5300,5335,"+",60
"LdBPK_010500.1",146,173,"-",127
"LdBPK_010500.1",284,297,"-",75
"LdBPK_010500.1",531,552,"-",109
"LdBPK_010500.1",603,630,"-",114
"LdBPK_010500.1",1964,1995,"-",167
"LdBPK_010500.1",2164,2205,"-",110
"LdBPK_010500.1",2313,2340,"-",83
"LdBPK_010500.1",2494,2535,"-",110
"LdBPK_010500.1",2779,2809,"+",122
"LdBPK_010500.1",2812,2836,"-",48
"LdBPK_010500.1",2951,2981,"+",122
"LdBPK_010500.1",2984,3008,"-",48
"LdBPK_010500.1",3180,3200,"-",48
"LdBPK_010500.1",3343,3371,"+",106
"LdBPK_010500.1",3449,3479,"-",76
"LdBPK_010500.1",3531,3562,"-",50
"LdBPK_010500.1",3611,3634,"-",79
"LdBPK_010500.1",3712,3730,"-",113
"LdBPK_010500.1",3984,4029,"-",95
"LdBPK_010500.1",4061,4076,"-",72
"LdBPK_010500.1",4096,4118,"-",61
"LdBPK_010220.1",309,337,"+",54
"LdBPK_010220.1",432,464,"+",106
"LdBPK_010220.1",914,939,"+",47
"LdBPK_010220.1",1328,1370,"-",115
"LdBPK_010220.1",1489,1528,"-",71
"LdBPK_010220.1",1552,1597,"-",63
"LdBPK_010220.1",1812,1838,"+",56
"LdBPK_010220.1",1859,1889,"+",109
"LdBPK_010220.1",2565,2594,"+",48
"LdBPK_010220.1",2654,2687,"+",64
"LdBPK_010220.1",3183,3204,"+",55
"LdBPK_010220.1",3303,3327,"+",52
"LdBPK_010220.1",3497,3522,"-",57
"LdBPK_010220.1",3675,3699,"-",59
"LdBPK_010220.1",4027,4047,"-",49
"LdBPK_010220.1",4216,4242,"-",49
"LdBPK_010220.1",5053,5083,"-",49
"LdBPK_010220.1",5325,5338,"-",47
"LdBPK_010220.1",5624,5637,"-",47
"LdBPK_010220.1",6692,6720,"-",73
"LdBPK_010220.1",7087,7114,"+",85
"LdBPK_010220.1",7346,7385,"+",66
"LdBPK_010220.1",7621,7649,"+",57
"LdBPK_010220.1",7741,7754,"-",75
"LdBPK_010440.1",325,357,"+",68
"LdBPK_010440.1",401,423,"+",51
"LdBPK_010440.1",542,590,"+",49
"LdBPK_010440.1",2396,2421,"-",86
"LdBPK_010440.1",2514,2528,"-",55
"LdBPK_010440.1",2743,2768,"-",51
"LdBPK_010440.1",2782,2811,"+",92
"LdBPK_010440.1",2959,2990,"-",108
"LdBPK_010440.1",3141,3160,"-",47
"LdBPK_010810.1",12,40,"-",132
"LdBPK_010810.1",230,248,"+",50
"LdBPK_010810.1",377,405,"-",109
"LdBPK_010810.1",467,509,"+",67
"LdBPK_010810.1",564,587,"-",60
"LdBPK_010810.1",764,785,"-",72
"LdBPK_010810.1",812,829,"-",69
"LdBPK_010810.1",987,1012,"+",47
"LdBPK_010810.1",1663,1688,"-",84
"LdBPK_010810.1",1766,1794,"-",76
"LdBPK_010810.1",2220,2238,"-",50
"LdBPK_010810.1",2399,2432,"-",102
"LdBPK_010810.1",3673,3691,"-",67
"LdBPK_010810.1",3870,3907,"+",55
"LdBPK_010810.1",4361,4400,"-",74
"LdBPK_010810.1",4552,4571,"+",112
"LdBPK_010810.1",4692,4710,"+",49
"LdBPK_010810.1",4713,4740,"+",94
"LdBPK_010810.1",4874,4923,"+",154
"LdBPK_010810.1",4978,4996,"-",95
"LdBPK_010810.1",5080,5126,"+",115
"LdBPK_010810.1",5238,5262,"-",59
"LdBPK_010810.1",5483,5530,"+",105
"LdBPK_010810.1",5583,5603,"-",51
"LdBPK_010810.1",7757,7771,"+",55
"LdBPK_010810.1",7805,7841,"-",59
"LdBPK_010810.1",8107,8135,"-",49
"LdBPK_010810.1",8145,8182,"+",47
"LdBPK_010810.1",8318,8338,"-",49
"LdBPK_010810.1",8960,9000,"+",56
"LdBPK_010810.1",9240,9280,"+",56
"LdBPK_010810.1",9450,9496,"+",49
"LdBPK_010810.1",9537,9566,"-",51
"LdBPK_010810.1",9942,9967,"-",72
"LdBPK_010610.1",250,275,"+",76
"LdBPK_010610.1",423,456,"-",77
"LdBPK_010610.1",619,650,"-",91
"LdBPK_010610.1",668,691,"-",70
"LdBPK_010610.1",726,772,"-",90
"LdBPK_010610.1",2366,2390,"+",66
"LdBPK_010610.1",2651,2680,"+",151
"LdBPK_010610.1",3034,3068,"-",91
"LdBPK_010610.1",3203,3224,"-",75
"LdBPK_010100.1",271,307,"+",47
"LdBPK_010100.1",566,593,"+",72
"LdBPK_010100.1",845,862,"+",59
"LdBPK_010100.1",885,913,"-",103
"LdBPK_010100.1",934,960,"-",56
"LdBPK_010100.1",1240,1269,"-",111
"LdBPK_010100.1",1290,1316,"-",56
"LdBPK_010100.1",1531,1576,"+",63
"LdBPK_010100.1",1600,1639,"+",71
"LdBPK_010100.1",1760,1799,"+",91
"LdBPK_010100.1",4583,4602,"+",75
"LdBPK_010100.1",4760,4783,"+",52
"LdBPK_010100.1",4961,4974,"-",75
"LdBPK_010410.1",154,186,"-",59
"LdBPK_010410.1",409,436,"+",92
"LdBPK_010410.1",560,574,"+",73
"LdBPK_010410.1",1547,1578,"+",48
"LdBPK_010410.1",3635,3658,"-",89
"LdBPK_010410.1",3846,3880,"-",125
"LdBPK_010410.1",3949,3981,"+",50
"LdBPK_010360.1",2232,2254,"-",61
"LdBPK_010360.1",2271,2290,"+",66
"LdBPK_010360.1",2332,2346,"-",73
"LdBPK_010360.1",2947,2980,"+",48
"LdBPK_010360.1",3170,3187,"-",50
"LdBPK_010360.1",3225,3261,"-",48
"LdBPK_010290.1",520,550,"-",109
"LdBPK_010290.1",571,597,"-",56
"LdBPK_010290.1",812,857,"+",63
"LdBPK_010290.1",881,920,"+",71
"LdBPK_010290.1",1245,1291,"-",49
"LdBPK_010390.1",203,216,"-",75
"LdBPK_010390.1",325,347,"+",107
"LdBPK_010390.1",348,365,"-",69
"LdBPK_010390.1",401,438,"-",51
"LdBPK_010390.1",501,541,"-",70
"LdBPK_010390.1",1222,1249,"-",117
"LdBPK_010390.1",1568,1584,"+",70
"LdBPK_010740.1",83,105,"+",107
"LdBPK_010740.1",323,341,"-",95
"LdBPK_010740.1",406,428,"-",74
"LdBPK_010740.1",929,952,"-",50
"LdBPK_010740.1",4420,4442,"+",53
"LdBPK_010740.1",5522,5540,"-",95
"LdBPK_010740.1",6147,6171,"+",59
"LdBPK_010740.1",6241,6260,"-",112
"LdBPK_010740.1",6509,6533,"+",59
"LdBPK_010740.1",6603,6622,"-",112
"LdBPK_010740.1",6654,6674,"+",94
"LdBPK_010740.1",6835,6879,"-",64
"LdBPK_010710.1",188,211,"+",78
"LdBPK_010710.1",288,334,"-",61
"LdBPK_010710.1",380,401,"-",66
"LdBPK_010710.1",1150,1175,"+",89
"LdBPK_010710.1",1362,1377,"+",53
"LdBPK_010710.1",1577,1626,"-",88
"LdBPK_010710.1",1942,1963,"-",53
"LdBPK_010710.1",2753,2769,"+",52
"LdBPK_010710.1",2870,2904,"-",59
"LdBPK_010710.1",2944,2962,"-",113
"LdBPK_010710.1",3202,3224,"-",153
"LdBPK_010710.1",3537,3574,"-",67
"LdBPK_010710.1",3623,3651,"-",68
"LdBPK_010710.1",3733,3767,"-",86
"LdBPK_010710.1",4101,4148,"+",60
"LdBPK_010710.1",4227,4240,"+",47
"LdBPK_010710.1",4310,4339,"+",135
"LdBPK_010710.1",4539,4559,"+",75
"LdBPK_010710.1",4820,4857,"-",75
"LdBPK_010150.1",414,437,"+",72
"LdBPK_010150.1",541,566,"+",85
"LdBPK_010150.1",694,715,"+",99
"LdBPK_010150.1",833,848,"+",72
"LdBPK_010150.1",903,927,"+",72
"LdBPK_010250.1",101,129,"+",54
"LdBPK_010250.1",674,704,"+",83
"LdBPK_010250.1",708,750,"+",182
"LdBPK_010250.1",876,896,"-",51
"LdBPK_010250.1",1087,1112,"-",102
"LdBPK_010250.1",1154,1177,"-",70
"LdBPK_010250.1",1209,1240,"+",51
"LdBPK_010250.1",1482,1507,"-",51
"LdBPK_010250.1",1872,1901,"+",58
"LdBPK_010250.1",2272,2310,"+",74
"LdBPK_010250.1",2545,2564,"-",51
"LdBPK_010250.1",4311,4333,"+",51
"LdBPK_010250.1",4547,4580,"+",101
"LdBPK_010250.1",5119,5143,"-",69
"LdBPK_010550.1",231,259,"-",127
"LdBPK_010550.1",296,318,"-",51
"LdBPK_010550.1",1066,1092,"-",119
"LdBPK_010550.1",1339,1357,"-",51
"LdBPK_010550.1",1494,1529,"-",47
"LdBPK_010550.1",1657,1698,"-",83
"LdBPK_010550.1",1701,1735,"+",57
"LdBPK_010550.1",1937,1969,"-",68
"LdBPK_010550.1",2626,2644,"+",113
"LdBPK_010550.1",3081,3105,"-",133
"LdBPK_010550.1",3358,3376,"-",67
"LdBPK_010550.1",4225,4273,"-",56
"LdBPK_010550.1",6448,6479,"-",48
"LdBPK_010550.1",8588,8617,"-",126
"LdBPK_010550.1",9002,9026,"-",50
"LdBPK_010550.1",9071,9101,"-",50
"LdBPK_010670.1",35,62,"+",81
"LdBPK_010670.1",96,135,"+",81
"LdBPK_010670.1",235,263,"-",48
"LdBPK_010670.1",369,389,"+",65
"LdBPK_010670.1",2520,2533,"-",75
"LdBPK_010670.1",3153,3175,"-",89
"LdBPK_010670.1",3194,3224,"-",70
"LdBPK_010670.1",3353,3372,"-",49
"LdBPK_010670.1",3534,3555,"+",74
"LdBPK_010490.1",150,188,"+",57
"LdBPK_010490.1",394,408,"-",73
"LdBPK_010490.1",637,656,"+",65
"LdBPK_010490.1",802,832,"-",88
"LdBPK_010490.1",1179,1209,"-",109
"LdBPK_010490.1",1342,1356,"-",55
"LdBPK_010490.1",1657,1684,"-",146
"LdBPK_010490.1",1686,1712,"-",86
"LdBPK_010490.1",2449,2468,"+",66
"LdBPK_010490.1",2648,2664,"+",52
"LdBPK_010490.1",2901,2937,"-",76
"LdBPK_010490.1",3313,3333,"+",75
"LdBPK_010490.1",3503,3529,"-",76
"LdBPK_010490.1",3589,3613,"+",59
"LdBPK_010490.1",3683,3702,"-",112
"LdBPK_010490.1",3738,3755,"+",115
"LdBPK_010490.1",3858,3887,"-",62
"LdBPK_010490.1",3902,3919,"+",115
"LdBPK_010490.1",4600,4619,"+",49
"LdBPK_010490.1",5878,5898,"+",49
"LdBPK_010490.1",6528,6555,"-",127
"LdBPK_010490.1",6666,6679,"-",75
"LdBPK_010490.1",6913,6934,"-",109
"LdBPK_010490.1",6985,7012,"-",114
"LdBPK_010380.1",71,88,"-",87
"LdBPK_010380.1",269,303,"+",64
"LdBPK_010380.1",397,423,"+",89
"LdBPK_010380.1",648,673,"-",49
"LdBPK_010380.1",1601,1614,"-",75
"LdBPK_010380.1",1723,1745,"+",107
"LdBPK_010380.1",1746,1763,"-",69
"LdBPK_010380.1",1799,1836,"-",51
"LdBPK_010380.1",1899,1939,"-",70
"LdBPK_010130.1",147,172,"+",75
"LdBPK_010130.1",236,271,"+",88
"LdBPK_010130.1",397,426,"+",68
"LdBPK_010130.1",886,912,"-",78
"LdBPK_010130.1",1145,1159,"-",73
"LdBPK_010130.1",2287,2306,"-",66
"LdBPK_010130.1",3201,3240,"-",91
"LdBPK_010130.1",3779,3796,"-",59
"LdBPK_010130.1",3922,3951,"+",108
"LdBPK_010520.1",91,122,"-",91
"LdBPK_010520.1",650,688,"-",54
"LdBPK_010520.1",921,943,"-",66
"LdBPK_010520.1",1034,1050,"-",54
"LdBPK_010520.1",1979,2012,"+",48
"LdBPK_010520.1",3278,3318,"-",94
"LdBPK_010520.1",3383,3404,"+",127
"LdBPK_010520.1",4095,4120,"+",89
"LdBPK_010520.1",4275,4295,"+",48
"LdBPK_010520.1",5061,5081,"+",75
"LdBPK_010520.1",5351,5369,"+",50
"LdBPK_010520.1",5530,5555,"-",93
"LdBPK_010520.1",5586,5626,"+",101
"LdBPK_010520.1",5761,5786,"-",64
"LdBPK_010520.1",6098,6121,"-",78
"LdBPK_010520.1",6325,6346,"+",62
"LdBPK_010790.1",582,607,"-",104
"LdBPK_010790.1",629,647,"-",50
"LdBPK_010790.1",1053,1096,"-",120
"LdBPK_010790.1",1273,1306,"-",102
"LdBPK_010790.1",2544,2572,"-",132
"LdBPK_010790.1",2762,2780,"+",50
"LdBPK_010790.1",2909,2937,"-",109
"LdBPK_010790.1",2999,3041,"+",67
"LdBPK_010790.1",3096,3119,"-",60
"LdBPK_010790.1",3296,3317,"-",72
"LdBPK_010790.1",3344,3361,"-",69
"LdBPK_010790.1",3519,3544,"+",47
"LdBPK_010790.1",4195,4220,"-",84
"LdBPK_010790.1",4298,4326,"-",76
"LdBPK_010790.1",4752,4770,"-",50
"LdBPK_010790.1",4931,4964,"-",102
