"seq_id","pqsNumber"
"LdBPK_040300.1",19
"LdBPK_040970.1",11
"LdBPK_040280.1",9
"LdBPK_040330.1",13
"LdBPK_040490.1",11
"LdBPK_040180.1",16
"LdBPK_040800.1",13
"LdBPK_040240.1",20
"LdBPK_040570.1",9
"LdBPK_040810.1",9
"LdBPK_040940.1",17
"LdBPK_050310.1",9
"LdBPK_050570.1",12
"LdBPK_050990.1",14
"LdBPK_050320.1",11
"LdBPK_051030.1",0
"LdBPK_051090.1",12
"LdBPK_050330.1",8
"LdBPK_050160.1",4
"LdBPK_050720.1",19
"LdBPK_050080.1",3
"LdBPK_050410.1",10
"LdBPK_051060.1",3
"LdBPK_050930.1",18
"LdBPK_05rRNA2",36
"LdBPK_050950.1",21
"LdBPK_050480.1",20
"LdBPK_050290.1",16
"LdBPK_050190.1",10
"LdBPK_050870.1",16
"LdBPK_050550.1",13
"LdBPK_050420.1",8
"LdBPK_050180.1",14
"LdBPK_05snoRNA1",10
"LdBPK_051200.1",5
"LdBPK_051130.1",15
"LdBPK_050860.1",14
"LdBPK_050560.1",16
"LdBPK_050250.1",7
"LdBPK_050230.1",19
"LdBPK_051020.1",5
"LdBPK_050500.1",24
"LdBPK_050150.1",13
"LdBPK_050520.1",10
"LdBPK_050590.1",18
"LdBPK_050240.1",9
"LdBPK_050440.1",15
"LdBPK_050270.1",9
"LdBPK_05tRNA1",0
"LdBPK_050400.1",13
"LdBPK_051190.1",1
"LdBPK_051160.1",19
"LdBPK_050450.1",10
"LdBPK_050120.1",9
"LdBPK_051070.1",7
"LdBPK_050730.1",9
"LdBPK_051170.1",10
"LdBPK_050910.1",12
"LdBPK_051080.1",16
"LdBPK_050660.1",17
"LdBPK_050840.1",18
"LdBPK_050140.1",20
"LdBPK_050620.1",7
"LdBPK_050460.1",3
"LdBPK_051150.1",20
"LdBPK_050010.1",4
"LdBPK_051100.1",22
"LdBPK_051140.1",9
"LdBPK_050760.1",13
"LdBPK_05snoRNA3",1
"LdBPK_050370.1",17
"LdBPK_050260.1",8
"LdBPK_050170.1",11
"LdBPK_050360.1",11
"LdBPK_050040.1",4
"LdBPK_051040.1",1
"LdBPK_050700.1",35
"LdBPK_050800.1",5
"LdBPK_050220.1",20
"LdBPK_050630.1",8
"LdBPK_050970.1",49
"LdBPK_050050.1",5
"LdBPK_05snoRNA2",0
"LdBPK_05snRNA1",9
"LdBPK_050030.1",1
"LdBPK_050540.1",8
"LdBPK_050580.1",17
"LdBPK_051180.1",11
"LdBPK_050110.1",9
"LdBPK_050490.1",25
"LdBPK_050750.1",8
"LdBPK_050600.1",4
"LdBPK_050980.1",12
"LdBPK_050780.1",13
"LdBPK_050100.1",14
"LdBPK_050610.1",6
"LdBPK_050300.1",9
"LdBPK_050090.1",9
"LdBPK_050340.1",10
"LdBPK_050830.1",19
"LdBPK_050670.1",14
"LdBPK_050350.1",12
"LdBPK_050130.1",17
"LdBPK_050470.1",9
"LdBPK_050850.1",15
"LdBPK_051210.1",14
"LdBPK_050280.1",12
"LdBPK_050940.1",20
"LdBPK_050390.1",32
"LdBPK_050530.1",8
"LdBPK_050680.1",7
"LdBPK_050690.1",17
"LdBPK_050380.1",35
"LdBPK_050820.1",12
"LdBPK_050210.1",6
"LdBPK_050640.1",12
"LdBPK_051050.1",2
"LdBPK_050200.1",5
"LdBPK_050430.1",11
"LdBPK_050900.1",16
"LdBPK_050790.1",13
"LdBPK_051000.1",16
"LdBPK_050890.1",13
"LdBPK_051010.1",8
"LdBPK_050070.1",5
"LdBPK_050740.1",7
"LdBPK_050710.1",29
"LdBPK_050650.1",17
"LdBPK_050770.1",13
"LdBPK_050510.1",21
"LdBPK_05snoRNA4",0
"LdBPK_050960.1",19
"LdBPK_051120.1",15
"LdBPK_050020.1",0
"LdBPK_051110.1",24
"LdBPK_050880.1",10
"LdBPK_050810.1",6
"LdBPK_050060.1",9
"LdBPK_050920.1",17
"LdBPK_060690.1",15
"LdBPK_060960.1",12
"LdBPK_061350.1",4
"LdBPK_060740.1",26
"LdBPK_061260.1",9
"LdBPK_060250.1",11
"LdBPK_060910.1",14
"LdBPK_060050.1",37
"LdBPK_061330.1",2
"LdBPK_061320.1",11
"LdBPK_060770.1",11
"LdBPK_061080.1",5
"LdBPK_060460.1",11
"LdBPK_061220.1",6
"LdBPK_060800.1",38
"LdBPK_060300.1",16
"LdBPK_060470.1",16
"LdBPK_061180.1",4
"LdBPK_060150.1",5
"LdBPK_060070.1",8
"LdBPK_060870.1",9
"LdBPK_060320.1",13
"LdBPK_061360.1",6
"LdBPK_061160.1",17
"LdBPK_060500.1",6
"LdBPK_060660.1",17
"LdBPK_060590.1",4
"LdBPK_061270.1",12
"LdBPK_060200.1",13
"LdBPK_060380.1",0
"LdBPK_060040.1",23
"LdBPK_060940.1",3
"LdBPK_061090.1",11
"LdBPK_060780.1",7
"LdBPK_060840.1",17
"LdBPK_060280.1",10
"LdBPK_060340.1",2
"LdBPK_061020.1",15
"LdBPK_060580.1",7
"LdBPK_061190.1",4
"LdBPK_061130.1",15
"LdBPK_060350.1",2
"LdBPK_060110.1",11
"LdBPK_061280.1",7
"LdBPK_060880.1",11
"LdBPK_060440.1",5
"LdBPK_060180.1",6
"LdBPK_060900.1",12
"LdBPK_060860.1",16
"LdBPK_061310.1",13
"LdBPK_060190.1",12
"LdBPK_060550.1",5
"LdBPK_061120.1",16
"LdBPK_060370.1",21
"LdBPK_060710.1",7
"LdBPK_060640.1",16
"LdBPK_060790.1",16
"LdBPK_060400.1",5
"LdBPK_060290.1",9
"LdBPK_060610.1",7
"LdBPK_061050.1",5
"LdBPK_060990.1",10
"LdBPK_060490.1",8
"LdBPK_060270.1",5
"LdBPK_060630.1",10
"LdBPK_060160.1",7
"LdBPK_061250.1",10
"LdBPK_061210.1",4
"LdBPK_060530.1",11
"LdBPK_061140.1",8
"LdBPK_060730.1",23
"LdBPK_060310.1",17
"LdBPK_060570.1",11
"LdBPK_061010.1",11
"LdBPK_060080.1",15
"LdBPK_060130.1",7
"LdBPK_060360.1",21
"LdBPK_061290.1",12
"LdBPK_060750.1",17
"LdBPK_060170.1",4
"LdBPK_061340.1",4
"LdBPK_060680.1",16
"LdBPK_060980.1",13
"LdBPK_061240.1",10
"LdBPK_060950.1",8
"LdBPK_060510.1",6
"LdBPK_061060.1",8
"LdBPK_060420.1",4
"LdBPK_060390.1",1
"LdBPK_060830.1",22
"LdBPK_060480.1",12
"LdBPK_060920.1",13
"LdBPK_060220.1",8
"LdBPK_060210.1",10
"LdBPK_060260.1",10
"LdBPK_060060.1",18
"LdBPK_060650.1",13
"LdBPK_060700.1",11
"LdBPK_061150.1",23
"LdBPK_061040.1",4
"LdBPK_060090.1",12
"LdBPK_060010.1",5
"LdBPK_060930.1",15
"LdBPK_061100.1",15
"LdBPK_060100.1",8
"LdBPK_061030.1",7
"LdBPK_061170.1",2
"LdBPK_061070.1",9
"LdBPK_060330.1",12
"LdBPK_060810.1",37
"LdBPK_060560.1",6
"LdBPK_060540.1",15
"LdBPK_060670.1",17
"LdBPK_060720.1",9
"LdBPK_060620.1",6
"LdBPK_060820.1",16
"LdBPK_060240.1",13
"LdBPK_061200.1",3
"LdBPK_060030.1",7
"LdBPK_060410.1",4
"LdBPK_060020.1",9
"LdBPK_060760.1",12
"LdBPK_060520.1",9
"LdBPK_060140.1",7
"LdBPK_060890.1",5
"LdBPK_060230.1",11
"LdBPK_061300.1",11
"LdBPK_061110.1",13
"LdBPK_061000.1",8
"LdBPK_060850.1",8
"LdBPK_060970.1",10
"LdBPK_060450.1",3
"LdBPK_060120.1",7
"LdBPK_071060.1",33
"LdBPK_071190.1",8
"LdBPK_070910.1",22
"LdBPK_070150.1",1
"LdBPK_070320.1",26
"LdBPK_070800.1",14
"LdBPK_070020.1",0
"LdBPK_071230.1",6
"LdBPK_070740.1",6
"LdBPK_071000.1",52
"LdBPK_070860.1",18
"LdBPK_070420.1",9
"LdBPK_070310.1",11
"LdBPK_070370.1",5
"LdBPK_071220.1",6
"LdBPK_071260.1",7
"LdBPK_070750.1",9
"LdBPK_070680.1",7
"LdBPK_070390.1",5
"LdBPK_070920.1",3
"LdBPK_070260.1",7
"LdBPK_070300.1",7
"LdBPK_070240.1",10
"LdBPK_070870.1",17
"LdBPK_070350.1",11
"LdBPK_070330.1",17
"LdBPK_071150.1",13
"LdBPK_070790.1",11
"LdBPK_070090.1",23
"LdBPK_070270.1",10
"LdBPK_071080.1",11
"LdBPK_070160.1",1
"LdBPK_070940.1",13
"LdBPK_070660.1",10
"LdBPK_071300.1",10
"LdBPK_071100.1",23
"LdBPK_070990.1",26
"LdBPK_070570.1",7
"LdBPK_071290.1",10
"LdBPK_070450.1",11
"LdBPK_070530.1",15
"LdBPK_070500.1",30
"LdBPK_070470.1",10
"LdBPK_070140.1",7
"LdBPK_070440.1",19
"LdBPK_070720.1",10
"LdBPK_070100.1",20
"LdBPK_070710.1",6
"LdBPK_070770.1",19
"LdBPK_070540.1",22
"LdBPK_071010.1",44
"LdBPK_070050.1",0
"LdBPK_070080.1",9
"LdBPK_070490.1",12
"LdBPK_070070.1",21
"LdBPK_070850.1",20
"LdBPK_070640.1",10
"LdBPK_071310.1",7
"LdBPK_070480.1",10
"LdBPK_070980.1",14
"LdBPK_070130.1",12
"LdBPK_071160.1",9
"LdBPK_071330.1",7
"LdBPK_070550.1",13
"LdBPK_071200.1",6
"LdBPK_070110.1",17
"LdBPK_071180.1",4
"LdBPK_07tRNA1",19
"LdBPK_070520.1",21
"LdBPK_070670.1",7
"LdBPK_071240.1",7
"LdBPK_071210.1",9
"LdBPK_070170.1",4
"LdBPK_071040.1",21
"LdBPK_070690.1",11
"LdBPK_070040.1",5
"LdBPK_070190.1",9
"LdBPK_070180.1",7
"LdBPK_070380.1",5
"LdBPK_070060.1",17
"LdBPK_071090.1",19
"LdBPK_070780.1",9
"LdBPK_070840.1",15
"LdBPK_070930.1",1
"LdBPK_070590.1",25
"LdBPK_070430.1",5
"LdBPK_070830.1",17
"LdBPK_071340.1",9
"LdBPK_070600.1",22
"LdBPK_070030.1",5
"LdBPK_070630.1",8
"LdBPK_070340.1",8
"LdBPK_070400.1",6
"LdBPK_070880.1",22
"LdBPK_070410.1",12
"LdBPK_070900.1",5
"LdBPK_071030.1",32
"LdBPK_070820.1",7
"LdBPK_070580.1",13
"LdBPK_071070.1",15
"LdBPK_070700.1",7
"LdBPK_070230.1",7
"LdBPK_071250.1",9
"LdBPK_070890.1",10
"LdBPK_071020.1",12
"LdBPK_070250.1",9
"LdBPK_070610.1",11
"LdBPK_070120.1",11
"LdBPK_071320.1",7
"LdBPK_071050.1",45
"LdBPK_070210.1",6
"LdBPK_070950.1",28
"LdBPK_071280.1",5
"LdBPK_070360.1",10
"LdBPK_070970.1",15
"LdBPK_070810.1",6
"LdBPK_070010.1",3
"LdBPK_070220.1",4
"LdBPK_070460.1",7
"LdBPK_070620.1",11
"LdBPK_071170.1",6
"LdBPK_070280.1",6
"LdBPK_070200.1",9
"LdBPK_071270.1",4
"LdBPK_080910.1",24
"LdBPK_080760.1",30
"LdBPK_080160.1",12
"LdBPK_080810.1",21
"LdBPK_080080.1",3
"LdBPK_080880.1",5
"LdBPK_080710.1",32
"LdBPK_080220.1",5
"LdBPK_081030.1",8
"LdBPK_080420.1",7
"LdBPK_080490.1",15
"LdBPK_080090.1",10
"LdBPK_080520.1",12
"LdBPK_080590.1",10
"LdBPK_080320.1",7
"LdBPK_080800.1",21
"LdBPK_080610.1",32
"LdBPK_080560.1",17
"LdBPK_080850.1",19
"LdBPK_080290.1",9
"LdBPK_080310.1",13
"LdBPK_080620.1",46
"LdBPK_081090.1",10
"LdBPK_080940.1",13
"LdBPK_080240.1",7
"LdBPK_081250.1",37
"LdBPK_080840.1",16
"LdBPK_080260.1",4
"LdBPK_081300.1",4
"LdBPK_080010.1",4
"LdBPK_080450.1",12
"LdBPK_080140.1",15
"LdBPK_080470.1",12
"LdBPK_080890.1",4
"LdBPK_080960.1",8
"LdBPK_080480.1",19
"LdBPK_080030.1",2
"LdBPK_080780.1",22
"LdBPK_080950.1",12
"LdBPK_081160.1",11
"LdBPK_080820.1",13
"LdBPK_080570.1",15
"LdBPK_080550.1",10
"LdBPK_080040.1",2
"LdBPK_081220.1",20
"LdBPK_081080.1",9
"LdBPK_080720.1",6
"LdBPK_081050.1",11
"LdBPK_080020.1",0
"LdBPK_080130.1",15
"LdBPK_080330.1",7
"LdBPK_080540.1",11
"LdBPK_080870.1",19
"LdBPK_080380.1",8
"LdBPK_080730.1",9
"LdBPK_080750.1",3
"LdBPK_080300.1",10
"LdBPK_081130.1",8
"LdBPK_080830.1",12
"LdBPK_080100.1",10
"LdBPK_080060.1",1
"LdBPK_081100.1",9
"LdBPK_080110.1",18
"LdBPK_081070.1",5
"LdBPK_080150.1",9
"LdBPK_080640.1",26
"LdBPK_080400.1",7
"LdBPK_080500.1",10
"LdBPK_080070.1",2
"LdBPK_081001.1",37
"LdBPK_080340.1",6
"LdBPK_080120.1",17
"LdBPK_080600.1",16
"LdBPK_080660.1",28
"LdBPK_080860.1",17
"LdBPK_080670.1",42
"LdBPK_080530.1",17
"LdBPK_080170.1",19
"LdBPK_080630.1",42
"LdBPK_080230.1",4
"LdBPK_081120.1",12
"LdBPK_081191.1",8
"LdBPK_080410.1",8
"LdBPK_081010.1",3
"LdBPK_081060.1",3
"LdBPK_080390.1",8
"LdBPK_080200.1",5
"LdBPK_080180.1",34
"LdBPK_080930.1",9
"LdBPK_080050.1",0
"LdBPK_080270.1",7
"LdBPK_080790.1",6
"LdBPK_080740.1",8
"LdBPK_081020.1",3
"LdBPK_080190.1",22
"LdBPK_080370.1",13
"LdBPK_081000.1",38
"LdBPK_081110.1",12
"LdBPK_080900.1",9
"LdBPK_081190.1",9
"LdBPK_080250.1",6
"LdBPK_080430.1",20
"LdBPK_080440.1",16
"LdBPK_080650.1",22
"LdBPK_080350.1",4
"LdBPK_080460.1",8
"LdBPK_080280.1",12
"LdBPK_080580.1",7
"LdBPK_080360.1",13
"LdBPK_080920.1",27
"LdBPK_081290.1",20
"LdBPK_080210.1",8
"LdBPK_081040.1",11
"LdBPK_080510.1",9
"LdBPK_091350.1",14
"LdBPK_090740.1",30
"LdBPK_09rRNA3",0
"LdBPK_090060.1",4
"LdBPK_091370.1",15
"LdBPK_090960.1",15
"LdBPK_090220.1",5
"LdBPK_091220.1",13
"LdBPK_090780.1",8
"LdBPK_090150.1",16
"LdBPK_090470.1",22
"LdBPK_09tRNA5",2
"LdBPK_090860.1",6
"LdBPK_090130.1",10
"LdBPK_090610.1",10
"LdBPK_090770.1",13
"LdBPK_091110.1",10
"LdBPK_091120.1",8
"LdBPK_090330.1",9
"LdBPK_090480.1",13
"LdBPK_091510.1",6
"LdBPK_090790.1",13
"LdBPK_090590.1",22
"LdBPK_091490.1",4
"LdBPK_090580.1",31
"LdBPK_091020.1",6
"LdBPK_091100.1",14
"LdBPK_090350.1",7
"LdBPK_091610.1",1
"LdBPK_090380.1",12
"LdBPK_090260.1",4
"LdBPK_091230.1",13
"LdBPK_090340.1",7
"LdBPK_091580.1",1
"LdBPK_090020.1",1
"LdBPK_091630.1",0
"LdBPK_090980.1",8
"LdBPK_091390.1",15
"LdBPK_090040.1",0
"LdBPK_090090.1",5
"LdBPK_091450.1",12
"LdBPK_09tRNA4",0
"LdBPK_090920.1",11
"LdBPK_09tRNA6",33
"LdBPK_091290.1",13
"LdBPK_090320.1",12
"LdBPK_091010.1",8
"LdBPK_090540.1",7
"LdBPK_091170.1",19
"LdBPK_090700.1",8
"LdBPK_09rRNA1",29
"LdBPK_090730.1",3
"LdBPK_090440.1",17
"LdBPK_090900.1",6
"LdBPK_090110.1",66
"LdBPK_090870.1",10
"LdBPK_090830.1",7
"LdBPK_090880.1",5
"LdBPK_090990.1",5
"LdBPK_090410.1",9
"LdBPK_09tRNA3",2
"LdBPK_091070.1",35
"LdBPK_090680.1",17
"LdBPK_090420.1",26
"LdBPK_090010.1",7
"LdBPK_091130.1",11
"LdBPK_090100.1",31
"LdBPK_091190.1",7
"LdBPK_090450.1",11
"LdBPK_091420.1",7
"LdBPK_090390.1",14
"LdBPK_091040.1",21
"LdBPK_090455.1",29
"LdBPK_090080.1",2
"LdBPK_091560.1",4
"LdBPK_090710.1",7
"LdBPK_090840.1",12
"LdBPK_090630.1",18
"LdBPK_091310.1",11
"LdBPK_090300.1",15
"LdBPK_09rRNA2",0
"LdBPK_090660.1",7
"LdBPK_090940.1",15
"LdBPK_090180.1",6
"LdBPK_091550.1",3
"LdBPK_090050.1",2
"LdBPK_091330.1",15
"LdBPK_091240.1",10
"LdBPK_09tRNA2",5
"LdBPK_090250.1",9
"LdBPK_091300.1",17
"LdBPK_090310.1",17
"LdBPK_091600.1",1
"LdBPK_090280.1",18
"LdBPK_091280.1",7
"LdBPK_09tRNA1",0
"LdBPK_090640.1",16
"LdBPK_090890.1",1
"LdBPK_090210.1",6
"LdBPK_090490.1",10
"LdBPK_091410.1",10
"LdBPK_090520.1",16
"LdBPK_091080.1",10
"LdBPK_091570.1",2
"LdBPK_091060.1",1
"LdBPK_091180.1",10
"LdBPK_090430.1",8
"LdBPK_090170.1",10
"LdBPK_091620.1",0
"LdBPK_09tRNA8",0
"LdBPK_090500.1",5
"LdBPK_091140.1",9
"LdBPK_091640.1",1
"LdBPK_090650.1",6
"LdBPK_091030.1",10
"LdBPK_090400.1",5
"LdBPK_090720.1",6
"LdBPK_090240.1",22
"LdBPK_091200.1",4
"LdBPK_090800.1",16
"LdBPK_091360.1",12
