"seqid","type","start","end","strand","ID","description"
"STIB805_Chr04","IGI",407063,409160,"-","TevSTIB805.4.1660","hypothetical protein, conserved"
"STIB805_Chr11_01","IGI",842749,845222,"-","TevSTIB805.11_01.3090","hypothetical protein, conserved"
"STIB805_Chr03","IGI",708121,712849,"-","TevSTIB805.3.2850","hypothetical protein, conserved,leucine-rich repeat protein (LRRP), putative"
"STIB805_Chr10","IGI",2610701,2614764,"-","TevSTIB805.10.11430","hypothetical protein, conserved"
"STIB805_Chr01","IGI",1017535,1020795,"-","TevSTIB805.1.5090","hypothetical protein, unlikely"
"STIB805_Chr11_01","IGI",2823446,2825237,"+","TevSTIB805.11_01.11130","hypothetical protein, conserved"
"STIB805_Chr11_01","IGI",1293834,1295965,"+","TevSTIB805.11_01.4730","hypothetical protein"
"STIB805_Chr01","IGI",371623,378548,"+","TevSTIB805.1.1450","hypothetical protein, unlikely"
"STIB805_Chr01","IGI",207155,209311,"-","TevSTIB805.1.530","hypothetical protein, unlikely"
"STIB805_Chr06","IGI",867154,869439,"+","TevSTIB805.6.3040","hypothetical protein"
"STIB805_Chr10","IGI",1812817,1814926,"-","TevSTIB805.10.7730","hypothetical protein, conserved"
"STIB805_Chr08","IGI",1087668,1090526,"-","TevSTIB805.8.3860","nucleolar protein, putative"
"STIB805_Chr04","IGI",1115685,1119247,"-","TevSTIB805.4.4430","UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
"STIB805_Chr03","IGI",252513,254100,"+","TevSTIB805.3.1020","hypothetical protein, conserved (pseudogene),hypothetical protein, conserved, interrupted"
"STIB805_Chr07","IGI",1721792,1723473,"-","TevSTIB805.7.6950","histone H2A, putative"
"STIB805_Chr11_01","IGI",3039065,3046765,"+","TevSTIB805.11_01.11970","unspecified product"
"STIB805_Chr06","IGI",274176,277914,"-","TevSTIB805.6.700","hypothetical protein, conserved"
"STIB805_Chr06","IGI",911792,914031,"+","TevSTIB805.6.3230","hypothetical protein, conserved"
"STIB805_Chr03","IGI",712239,715230,"-","TevSTIB805.3.2860","hypothetical protein"
"STIB805_Chr11_01","IGI",4704035,4709244,"-","TevSTIB805.11_01.18480","variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein (VSG), degenerate and frameshifted"
"STIB805_Chr03","IGI",992104,996319,"+","TevSTIB805.3.3780","lipophosphoglycan biosynthetic protein, putative,heat shock protein 90, putative,glucose regulated protein 94, putative"
"STIB805_Chr10","IGI",2443261,2444859,"+","TevSTIB805.10.10570","hypothetical protein, conserved"
"STIB805_Chr10","IGI",3418952,3419812,"-","TevSTIB805.10.14900","unspecified product"
"STIB805_Chr02","IGI",780008,783443,"-","TevSTIB805.2.2300","hypothetical protein, conserved"
"STIB805_Chr10","IGI",2013266,2018057,"-","TevSTIB805.10.8670","hypothetical protein, conserved"
"STIB805_Chr01","IGI",782118,786378,"-","TevSTIB805.1.3660","hypothetical protein"
"STIB805_Chr10","IGI",4086945,0,"+","TevSTIB805.10.17510","variant surface glycoprotein (VSG), putative"
"STIB805_Chr07","IGI",1470286,1473167,"+","TevSTIB805.7.6000","hypothetical protein, conserved"
"STIB805_Chr11_02","IGI",223636,231659,"-","TevSTIB805.11_02.860","variant surface glycoprotein (VSG, pseudogene), putative"
"STIB805_Chr09","IGI",1617522,1622674,"-","TevSTIB805.9.7920","protein kinase A catalytic subunit isoform 1,protein kinase A catalytic subunit"
"STIB805_Chr10","IGI",1233170,1235281,"+","TevSTIB805.10.5360","ribonuclease H, putative"
"STIB805_Chr08","IGI",903909,905651,"+","TevSTIB805.8.3220","NAD dependent deacetylase, putative,SIR2-like protein 4, putative,NAD-dependent deacetylase sirtuin 4, putative"
"STIB805_Chr10","IGI",2218637,2220624,"+","TevSTIB805.10.9590","hypothetical protein, conserved"
"STIB805_Chr02","IGI",508926,518572,"-","TevSTIB805.2.1490","hypothetical protein, conserved"
"STIB805_Chr07","IGI",439438,440374,"+","TevSTIB805.7.1860","hypothetical protein, conserved"
"STIB805_Chr08","IGI",717003,719923,"+","TevSTIB805.8.2500","3-ketoacyl-CoA thiolase, putative"
"STIB805_Chr07","IGI",2007391,2012366,"-","TevSTIB805.7.7830","hypothetical protein, conserved"
"STIB805_Chr06","IGI",753576,756879,"+","TevSTIB805.6.2600","hypothetical protein"
"STIB805_Chr03","IGI",256466,259240,"+","TevSTIB805.3.1050","small nuclear RNA (snRNA) U1"
"STIB805_Chr05","IGI",596985,599948,"+","TevSTIB805.5.2210","unspecified product"
"STIB805_Chr10","IGI",3397535,3399731,"-","TevSTIB805.10.14760","hypothetical protein"
"STIB805_Chr05","IGI",810224,812313,"+","TevSTIB805.5.2960","hypothetical protein, conserved"
"STIB805_Chr09","IGI",39024,43086,"+","TevSTIB805.9.150","expression site-associated gene (ESAG, pseudogene), putative"
"STIB805_Chr07","IGI",11564,17598,"+","TevSTIB805.7.70","hypothetical protein, conserved"
"STIB805_Chr02","IGI",329977,331331,"+","TevSTIB805.2.960","hypothetical protein, conserved"
"STIB805_Chr06","IGI",683726,685964,"+","TevSTIB805.6.2260","hypothetical protein, conserved"
"STIB805_Chr10","IGI",2195972,2200631,"+","TevSTIB805.10.9490","paraflagellar rod component, putative"
"STIB805_Chr10","IGI",1912969,1916286,"-","TevSTIB805.10.8160","GTPase activating protein, putative"
"STIB805_Chr04","IGI",711700,713440,"+","TevSTIB805.4.2820","ubiquitin-conjugating enzyme e2, putative,ubiquitin carrier protein, putative,ubiquitin-protein ligase, putative"
"STIB805_Chr01","IGI",984670,986607,"+","TevSTIB805.1.4820","hypothetical protein"
"STIB805_Chr11_01","IGI",178514,181841,"+","TevSTIB805.11_01.730","hypothetical protein"
"STIB805_Chr09","IGI",845846,847092,"+","TevSTIB805.9.4090","hypothetical protein, unlikely"
"STIB805_Chr07","IGI",1179280,1185131,"-","TevSTIB805.7.4810","hypothetical protein, conserved"
"STIB805_Chr10","IGI",2907841,2910561,"+","TevSTIB805.10.12610","unspecified product"
"STIB805_Chr11_01","IGI",3847227,3850906,"-","TevSTIB805.11_01.15250","metalloprotease, putative,cell division protein FtsH homologue, putative"
"STIB805_Chr07","IGI",427960,430698,"+","TevSTIB805.7.1790","hypothetical protein, conserved"
"STIB805_Chr08","IGI",647183,653212,"+","TevSTIB805.8.2160","hypothetical protein, conserved"
"STIB805_Chr09","IGI",1311340,1313182,"-","TevSTIB805.9.6370","isopentenyl-diphosphate delta-isomerase, putative,isomerase, putative"
"STIB805_Chr07","IGI",1155164,1159226,"-","TevSTIB805.7.4730","hypothetical protein, conserved"
"STIB805_Chr07","IGI",2066341,2069142,"-","TevSTIB805.7.7970","nitroreductase"
"STIB805_Chr01","IGI",557322,559930,"+","TevSTIB805.1.2230","hypothetical protein, conserved"
"STIB805_Chr04","IGI",106737,109813,"-","TevSTIB805.4.370","hypothetical protein, conserved"
"STIB805_Chr11_01","IGI",1566586,1570062,"+","TevSTIB805.11_01.5850","replication factor C, subunit 1, putative"
"STIB805_Chr11_01","IGI",4511532,4519614,"+","TevSTIB805.11_01.17660","variant surface glycoprotein (VSG), putative"
"STIB805_Chr06","IGI",1319968,1321427,"+","TevSTIB805.6.4960","hypothetical protein, conserved"
"STIB805_Chr11_01","IGI",2171002,2173252,"-","TevSTIB805.11_01.8220","mitochondrial RNA binding protein,RBP16,RNA- binding protein of 16 kDa"
"STIB805_Chr07","IGI",895489,901363,"-","TevSTIB805.7.3660","synaptojanin (N-terminal domain), putative"
"STIB805_Chr11_01","IGI",4720845,4725870,"-","TevSTIB805.11_01.18550","hypothetical protein"
"STIB805_Chr09","IGI",1956430,1957659,"+","TevSTIB805.9.9540","hypothetical protein, unlikely"
"STIB805_Chr08","IGI",1400091,1404563,"-","TevSTIB805.8.5030","DIGIT,flagellar component"
"STIB805_Chr07","IGI",730672,732024,"+","TevSTIB805.7.3000","histone H2A, putative"
"STIB805_Chr03","IGI",11271,13787,"+","TevSTIB805.3.80","expression site-associated gene (ESAG, pseudogene), putative"
"STIB805_Chr07","IGI",961011,969277,"-","TevSTIB805.7.3900","hypothetical protein, conserved"
"STIB805_Chr11_01","IGI",4814143,4815621,"-","TevSTIB805.11_01.18930","unspecified product"
"STIB805_Chr08","IGI",114093,120772,"-","TevSTIB805.8.430","leucine-rich repeat protein (LRRP, pseudogene), putative,leucine-rich repeat protein (LRRP), point mutation"
"STIB805_Chr11_01","IGI",2392629,2396811,"+","TevSTIB805.11_01.9190","HERTS,flagellar component"
"STIB805_Chr11_01","IGI",480762,483329,"-","TevSTIB805.11_01.1630","hypothetical protein, conserved"
"STIB805_Chr11_01","IGI",4644221,4644786,"-","TevSTIB805.11_01.18210","unspecified product"
"STIB805_Chr09","IGI",1111561,1113257,"-","TevSTIB805.9.5420","hypothetical protein, unlikely"
"STIB805_Chr04","IGI",813087,815518,"+","TevSTIB805.4.3220","hypothetical protein, conserved"
"STIB805_Chr11_03","IGI",55938,60572,"-","TevSTIB805.11_03.220","unspecified product"
"STIB805_Chr09","IGI",1211321,1214708,"-","TevSTIB805.9.5850","hypothetical protein, conserved"
"STIB805_Chr09","IGI",310203,311393,"-","TevSTIB805.9.1270","unspecified product"
"STIB805_Chr04","IGI",1262132,1263974,"-","TevSTIB805.4.4780","hypothetical protein, conserved"
"STIB805_Chr10","IGI",3420752,3423055,"-","TevSTIB805.10.14920","protein transport protein Sec13, putative,cytosolic coat protein, putative"
"STIB805_Chr02","IGI",567866,569890,"+","TevSTIB805.2.1650","hypothetical protein, conserved"
"STIB805_Chr05","IGI",824025,831789,"+","TevSTIB805.5.3030","hypothetical protein, conserved"
"STIB805_Chr01","IGI",849407,850726,"+","TevSTIB805.1.3990","hypothetical protein, unlikely"
"STIB805_Chr10","IGI",742728,748619,"+","TevSTIB805.10.3170","hypothetical protein, conserved"
"STIB805_Chr05","IGI",733053,736918,"+","TevSTIB805.5.2740","hypothetical protein, conserved"
"STIB805_Chr09","IGI",2042517,2044257,"-","TevSTIB805.9.9920","ADP-ribosylation factor, putative"
"STIB805_Chr09","IGI",650547,652408,"+","TevSTIB805.9.2910","hypothetical protein, conserved"
"STIB805_Chr07","IGI",1807736,1809243,"-","TevSTIB805.7.7270","unspecified product"
"STIB805_Chr09","IGI",1567149,1574704,"-","TevSTIB805.9.7700","poly(A)-binding protein 1"
"STIB805_Chr11_01","IGI",785125,787028,"-","TevSTIB805.11_01.2840","hypothetical protein, conserved"
"STIB805_Chr09","IGI",561553,562161,"-","TevSTIB805.9.2250","hypothetical protein, unlikely"
"STIB805_Chr07","IGI",1260956,1262840,"-","TevSTIB805.7.5180","proteasome beta 6 subunit,20S proteasome beta 6 subunit, putative"
"STIB805_Chr04","IGI",1513610,1519102,"-","TevSTIB805.4.5860","variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, degenerate"
"STIB805_Chr10","IGI",2994443,2996157,"-","TevSTIB805.10.13050","hypothetical protein, conserved"
"STIB805_Chr03","IGI",830964,834214,"-","TevSTIB805.3.3360","vacuolar protein sorting-associated protein 4, putative"
"STIB805_Chr01","IGI",886777,890835,"+","TevSTIB805.1.4230","hypothetical protein, conserved"
"STIB805_Chr11_01","IGI",2528567,2530263,"-","TevSTIB805.11_01.9760","ADP-ribosylation factor GTPase activating protein, putative"
"STIB805_Chr07","IGI",1275415,1276911,"-","TevSTIB805.7.5290","hypothetical protein, conserved"
"STIB805_Chr06","IGI",456075,458278,"-","TevSTIB805.6.1280","hypothetical protein, conserved"
"STIB805_Chr11_01","IGI",1158107,1162511,"+","TevSTIB805.11_01.4170","hypothetical protein, conserved"
"STIB805_Chr11_01","IGI",2832681,2834893,"+","TevSTIB805.11_01.11170","hypothetical protein, conserved"
"STIB805_Chr07","IGI",1290860,1294401,"-","TevSTIB805.7.5330","hypothetical protein, conserved"
"STIB805_Chr10","IGI",4047483,4050036,"+","TevSTIB805.10.17380","unspecified product"
"STIB805_Chr09","IGI",1225189,1226438,"-","TevSTIB805.9.5920","hypothetical protein, conserved"
"STIB805_Chr03","IGI",425006,428293,"-","TevSTIB805.3.1660","hypothetical protein, conserved"
"STIB805_Chr07","IGI",1444488,1447713,"+","TevSTIB805.7.5900","hypothetical protein, conserved"
"STIB805_Chr04","IGI",216299,219717,"-","TevSTIB805.4.830","hypothetical protein, conserved"
"STIB805_Chr02","IGI",858792,861135,"-","TevSTIB805.2.2620","hypothetical protein, conserved"
"STIB805_Chr11_01","IGI",4568937,4572440,"+","TevSTIB805.11_01.17890","variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein (VSG), frameshifted and degenerate"
"STIB805_Chr11_01","IGI",759954,765935,"-","TevSTIB805.11_01.2750","hypothetical protein, conserved"
"STIB805_Chr08","IGI",2200945,2211543,"+","TevSTIB805.8.8180","hypothetical protein, conserved"
"STIB805_Chr08","IGI",1900518,1907890,"-","TevSTIB805.8.7010","ATP-dependent DEAD/H DNA helicase recQ, putative"
"STIB805_Chr09","IGI",2443705,2445576,"+","TevSTIB805.9.11630","unspecified product"
"STIB805_Chr02","IGI",355823,363499,"-","TevSTIB805.2.1040","unspecified product"
"STIB805_Chr04","IGI",312092,325200,"-","TevSTIB805.4.1250","hypothetical protein"
"STIB805_Chr10","IGI",614976,618725,"+","TevSTIB805.10.2630","unspecified product"
