"seqid","type","start","end","strand","ID","description"
"Tbg972_10","IGI",989737,994184,"-","Tbg972.10.4880","hypothetical protein, conserved"
"Tbg972_11","IGI",443112,455919,"-","Tbg972.11.1630","expression site-associated gene 3 (ESAG3) protein, putative"
"Tbg972_08","IGI",427947,435275,"-","Tbg972.8.1390","hypothetical protein, conserved"
"Tbg972_02","IGI",468784,476670,"-","Tbg.972.2.2330","protein kinase, putative"
"Tbg972_03","IGI",1058744,1065530,"-","Tbg972.3.4630","hypothetical protein, conserved"
"Tbg972_03","IGI",1420079,1425465,"+","Tbg972.3.6220","26S proteasome regulatory non-ATPase subunit"
"Tbg972_02","IGI",748996,762766,"-","Tbg.972.2.3930","hypothetical protein, conserved"
"Tbg972_11","IGI",4009044,4010214,"-","Tbg972.11.17150","hypothetical protein, conserved"
"Tbg972_08","IGI",547096,549791,"+","Tbg972.8.1930","3-oxo-5-alpha-steroid 4-dehydrogenase-like, putative"
"Tbg972_10","IGI",77190,82593,"+","Tbg972.10.490","Plasma-membrane choline transporter, putative"
"Tbg972_11","IGI",3484882,3489484,"-","Tbg972.11_tRNA_Ala_01","tRNA_Alanine"
"Tbg972_05","IGI",908272,913229,"+","Tbg972.5.4310","hypothetical protein, conserved"
"Tbg972_10","IGI",155208,158399,"+","Tbg972.10.880","adenylate kinase, putative"
"Tbg972_11","IGI",720610,724127,"-","Tbg972.11.2810","hypothetical protein, conserved"
"Tbg972_07","IGI",816627,820002,"+","Tbg972.7.3310","hypothetical protein, conserved"
"Tbg972_10","IGI",2041693,2044514,"+","Tbg972.10.10370","hypothetical protein, conserved"
"Tbg972_07","IGI",1549114,1553909,"+","Tbg972.7.6380","hypothetical protein, conserved"
"Tbg972_11","IGI",1373343,1375626,"+","Tbg972.11.5430","hypothetical protein, conserved"
"Tbg972_10","IGI",3169948,3174319,"-","Tbg972.10.16260","PA26 p53-induced protein (sestrin), putative"
"Tbg972_10","IGI",1642299,1644728,"+","Tbg972.10.8230","Plasma-membrane choline transporter, putative"
"Tbg972_07","IGI",603895,612498,"-","Tbg972.7.2360","T. brucei spp.-specific protein"
"Tbg972_10","IGI",387430,392066,"-","Tbg972.10.1910","tyrosine protein phosphatase, putative"
"Tbg972_04","IGI",66622,69880,"-","Tbg972.4.280","hypothetical protein, conserved"
"Tbg972_02","IGI",819395,820855,"+","Tbg.972.2.4160","40S ribosomal protein S13, putative"
"Tbg972_01","IGI",239906,243032,"+","Tbg972.1.970","conserved protein, unknown function"
"Tbg972_07","IGI",625071,628664,"-","Tbg972.7.2420","T. brucei spp.-specific protein, putative"
"Tbg972_03","IGI",1304021,1308226,"+","Tbg972.3.5740","tfiih basal transcription factor complex helicase xpb subunit"
"Tbg972_11","IGI",1882425,1884135,"-","Tbg972.11.7620","predicted tetratricopeptide repeat (TPR) protein"
"Tbg972_08","IGI",1477604,1481943,"+","Tbg972.8.5720","Met-10+ like-protein, putative"
"Tbg972_07","IGI",392258,394401,"+","Tbg972.7.1730","HIRA-interacting protein 5, putative"
"Tbg972_09","IGI",1358279,1360473,"-","Tbg972.9.6270","RNA polymerase III RPC4, putative"
"Tbg972_09","IGI",1541791,1545663,"+","Tbg972.9.7270","LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
"Tbg972_01","IGI",675833,682158,"+","Tbg972.1.3050","Zinc finger, C3HC4 type (RING finger), putative"
"Tbg972_08","IGI",548595,551144,"+","Tbg972.8.1940","SET domain containing protein, putative"
"Tbg972_10","IGI",121558,123152,"+","Tbg972.10.720","hypothetical protein, conserved"
"Tbg972_11","IGI",2253024,2256001,"+","Tbg972.11.9300","ER lumen retaining receptor protein, putative (pseudogene)"
"Tbg972_10","IGI",1193553,1195159,"+","Tbg972.10.6090","ubiquitin/ribosomal protein S27a, putative"
"Tbg972_10","IGI",2623810,2626786,"-","Tbg972.10.13510","Ubiquitin-like modifier-activating enzyme ATG7, putative"
"Tbg972_11","IGI",3457173,3461181,"-","Tbg972.11.14580","hypothetical protein, conserved"
"Tbg972_10","IGI",2482469,2484247,"-","Tbg972.10.12720","hypothetical protein, conserved"
"Tbg972_07","IGI",924009,927398,"-","Tbg972.7.3670","Putative S-adenosyl-L-methionine-dependent methyltransferase, putative"
"Tbg972_08","IGI",1466388,1467775,"+","Tbg972.8.5660","hypothetical protein, conserved"
"Tbg972_10","IGI",2227275,2234179,"+","Tbg972.10.11420","hypothetical protein, conserved"
"Tbg972_03","IGI",1139767,1141791,"-","Tbg972.3.4990","NOL1/NOP2/sun family, putative"
"Tbg972_10","IGI",2754237,2756803,"+","Tbg972.10.14170","hypothetical protein, conserved"
"Tbg972_09","IGI",1135211,1136931,"-","Tbg972.9.5170","hypothetical protein, conserved"
"Tbg972_07","IGI",2163949,2165740,"-","Tbg972.7.8690","u6 snrna-associated sm-like protein lsm3"
"Tbg972_11","IGI",777504,779428,"-","Tbg972.11.3060","hypothetical protein, conserved"
"Tbg972_08","IGI",990526,994276,"-","Tbg972.8.3720","hypothetical protein, conserved"
"Tbg972_08","IGI",726607,730303,"+","Tbg972.8.2760","Chitobiase/beta-hexosaminidase C-terminal domain containing protein, putative"
"Tbg972_08","IGI",285308,286749,"-","Tbg972.8.885","60S ribosomal protein L7a, putative"
"Tbg972_11","IGI",669083,672267,"-","Tbg972.11.2670","Tubulin-tyrosine ligase family, putative"
"Tbg972_11","IGI",389025,393139,"+","Tbg972.11.1480","hypothetical protein, conserved"
"Tbg972_11","IGI",3868871,3870795,"-","Tbg972.11.16500","rRNA processing, putative"
"Tbg972_11","IGI",826971,830406,"-","Tbg972.11.3270","Nucleoporin NUP89"
"Tbg972_09","IGI",1614862,1617318,"+","Tbg972.9.7620","hypothetical protein, conserved"
"Tbg972_07","IGI",1461560,1463887,"+","Tbg972.7.6060","hypothetical protein, conserved"
"Tbg972_04","IGI",366738,369308,"-","Tbg972.4.1710","ribosomal protein L3, mitochondrial, putative"
"Tbg972_10","IGI",1321549,1323145,"+","Tbg972.10.6650","60S ribosomal protein L24, putative"
"Tbg972_08","IGI",1184006,1193950,"-","Tbg972.8.4550","kinetoplastid kinetochore protein 20"
"Tbg972_08","IGI",1611328,1612689,"+","Tbg972.8.6340","hypothetical protein, conserved"
"Tbg972_09","IGI",1909660,1911647,"-","Tbg972.9.9030","60S ribosomal protein L26, putative"
"Tbg972_10","IGI",3741206,3748526,"+","Tbg972.10.19190","hypothetical protein, conserved (fragment)"
"Tbg972_03","IGI",517644,521250,"+","Tbg972.3.2310","hypothetical protein, conserved"
"Tbg972_10","IGI",2494410,2496169,"-","Tbg972.10.12850","ARP2/3 complex 16kDa subunit, putative"
"Tbg972_10","IGI",1965752,1970154,"-","Tbg972.10.9980","Nucleoporin NUP144"
"Tbg972_06","IGI",1038746,1048209,"+","Tbg972.6.4410","glutamyl-tRNA synthetase, putative"
"Tbg972_11","IGI",1031531,1034794,"+","Tbg972.11.4110","nucleobase/nucleoside transporter 8.1"
"Tbg972_11","IGI",1275092,1278333,"+","Tbg972.11.5090","hypothetical protein, conserved"
"Tbg972_07","IGI",1131741,1135462,"+","Tbg972.7.4530","hypothetical protein, conserved"
"Tbg972_11","IGI",4105593,4108331,"-","Tbg972.11.17530","hypothetical protein, conserved"
"Tbg972_09","IGI",171564,175563,"-","Tbg972.9.710","kynureninase, putative"
"Tbg972_03","IGI",600176,603761,"-","Tbg972.3.2740","Ubiquitin-like domain containing protein, putative"
"Tbg972_11","IGI",4404861,4407822,"-","Tbg972.11.18810","tRNA pseudouridine synthase D (TruD), putative"
"Tbg972_11","IGI",1706588,1707702,"-","Tbg972.11.6840","hypothetical protein, conserved"
"Tbg972_05","IGI",39682,49245,"+","Tbg972.5.180","hypothetical protein, conserved"
"Tbg972_06","IGI",196295,199960,"-","Tbg972.6.710","metacaspase MCA2, putative"
"Tbg972_11","IGI",661329,669356,"-","Tbg972.11.2660","Flabarin, putative"
"Tbg972_09","IGI",1152915,1161214,"-","Tbg972.9.5290","PSP1 C-terminal conserved region, putative"
"Tbg972_02","IGI",384600,400530,"-","Tbg.972.2.1990","hypothetical protein, conserved"
"Tbg972_11","IGI",1844815,1856752,"-","Tbg972.11.7470","conserved protein, unknown function"
"Tbg972_11","IGI",4316035,4319466,"-","Tbg972.11.18430","cyclin dependant kinases regulatory subunit, putative"
"Tbg972_11","IGI",3629741,3631586,"+","Tbg972.11.15390","LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
"Tbg972_11","IGI",2989217,2991195,"+","Tbg972.11.12600","conserved protein"
"Tbg972_10","IGI",2977975,2986280,"-","Tbg972.10.15380","hypothetical protein, conserved"
"Tbg972_02","IGI",133147,135417,"-","Tbg.972.2.790","hypothetical protein, conserved"
"Tbg972_04","IGI",876120,879684,"-","Tbg972.4.3580","translation elongation factor 1-beta, putative"
"Tbg972_10","IGI",1694103,1697238,"+","Tbg972.10.8510","caltractin, putative"
"Tbg972_06","IGI",58393,68445,"-","Tbg972.6.310","hypothetical protein, conserved (pseudogene)"
"Tbg972_10","IGI",2661618,2662678,"+","Tbg972.10.13730","hypothetical protein, conserved"
"Tbg972_03","IGI",162508,165083,"+","Tbg972.3.640","protein transport protein Sec61 gamma subunit, putative"
"Tbg972_04","IGI",256544,258647,"-","Tbg972.4.1120","hypothetical protein, conserved"
"Tbg972_11","IGI",1596841,1603320,"+","Tbg972.11.6420","hypothetical protein, conserved"
"Tbg972_08","IGI",1854088,1855590,"+","Tbg972.8.7470","hypothetical protein, conserved"
"Tbg972_09","IGI",232306,234049,"-","Tbg972.9.950","hypothetical protein, conserved"
"Tbg972_02","IGI",786746,789504,"+","Tbg.972.2.4070","sedoheptulose-1,7-bisphosphatase"
"Tbg972_10","IGI",3270957,3273295,"-","Tbg972.10.16840","Activator of Hsp90 ATPase, N-terminal/Activator of Hsp90 ATPase homolog 1-like protein, putative"
"Tbg972_08","IGI",1545847,1548253,"+","Tbg972.8.6040","hypothetical protein, conserved"
"Tbg972_06","IGI",845910,849786,"-","Tbg972.6.3380","zinc finger protein, putative"
"Tbg972_03","IGI",96747,98496,"-","Tbg972.3.310","hypothetical protein, conserved"
"Tbg972_03","IGI",138783,143441,"+","Tbg972.3.560","hypothetical protein, conserved"
"Tbg972_10","IGI",996042,999642,"-","Tbg972.10.4910","hypothetical protein, conserved"
"Tbg972_11","IGI",52280,55010,"-","Tbg972.11.230","RNA-binding protein, putative"
"Tbg972_11","IGI",1694040,1697542,"-","Tbg972.11.6800","Nodulin-like, putative"
"Tbg972_08","IGI",1699978,1704821,"-","Tbg972.8.6800","T. brucei spp.-specific protein"
"Tbg972_11","IGI",1571234,1574356,"+","Tbg972.11.6300","Anaphase-promoting complex-associated protein AP1"
"Tbg972_08","IGI",2141331,2145352,"+","Tbg972.8.8470","C2 domain containing protein, putative"
"Tbg972_09","IGI",1923551,1928896,"-","Tbg972.9.9110","T. brucei spp.-specific protein"
"Tbg972_07","IGI",270291,271777,"+","Tbg972.7.1150","RNA-binding protein, putative"
"Tbg972_03","IGI",278100,290154,"+","Tbg972.3.1170","hypothetical protein, conserved"
"Tbg972_09","IGI",1843138,1849631,"-","Tbg972.9.8730","RNA-binding protein, putative"
"Tbg972_09","IGI",180692,183307,"-","Tbg972.9.770","ADP-ribosylation factor family, putative"
"Tbg972_07","IGI",1189511,1196489,"-","Tbg972.7.4790","hypothetical protein, conserved"
"Tbg972_08","IGI",1587864,1589542,"+","Tbg972.8.6250","BolA-like protein, putative"
"Tbg972_10","IGI",2448199,2450498,"-","Tbg972.10.12560","hypothetical protein, conserved"
"Tbg972_10","IGI",1904779,1906614,"-","Tbg972.10.9630","hypothetical protein, conserved"
"Tbg972_08","IGI",1646468,1649078,"+","Tbg972.8.6480","short-chain dehydrogenase, putative"
"Tbg972_10","IGI",2861378,2863371,"+","Tbg972.10.14750","hypothetical protein, conserved"
"Tbg972_01","IGI",454025,456918,"+","Tbg972.1.1910","protein kinase, putative"
"Tbg972_07","IGI",1460056,1462190,"+","Tbg972.7.6050","Cytochrome c oxidase biogenesis protein Cmc1 like, putative"
"Tbg972_10","IGI",669167,671457,"+","Tbg972.10.3510","hypothetical protein, conserved"
"Tbg972_09","IGI",1030700,1035019,"-","Tbg972.9.4580","zinc finger protein, predicted"
"Tbg972_11","IGI",3928312,3932550,"-","Tbg972.11.16750","hypothetical protein, conserved"
"Tbg972_04","IGI",328365,330426,"-","Tbg972.4.1480","Tripartite attachment complex 40"
"Tbg972_10","IGI",1985194,1987215,"-","Tbg972.10.10060","hypothetical protein, conserved"
"Tbg972_10","IGI",1164833,1167061,"-","Tbg972.10.5930","hypothetical protein, conserved"
"Tbg972_11","IGI",142122,145524,"-","Tbg972.11.690","SCAMP family, putative"
"Tbg972_11","IGI",884973,894177,"+","Tbg972.11.3600","60S ribosomal protein L44, putative"
"Tbg972_11","IGI",481360,485164,"-","Tbg972.11.1760","vesicular transport protein (CDC48 homologue), putative"
"Tbg972_04","IGI",857238,858881,"-","Tbg972.4.3460","hypothetical protein, conserved"
"Tbg972_11","IGI",641732,647958,"+","Tbg972.11.2590","hypothetical protein, conserved"
"Tbg972_03","IGI",1246251,1250351,"+","Tbg972.3.5490","tRNA isopentenyltransferase, putative"
"Tbg972_11","IGI",4260522,4261862,"-","Tbg972.11.18210","hypothetical protein, conserved"
"Tbg972_08","IGI",1487481,1491035,"+","Tbg972.8.5760","Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative"
"Tbg972_11","IGI",4502204,4505993,"-","Tbg972.11.19180","50S ribosome-binding GTPase, putative"
"Tbg972_09","IGI",1263193,1265496,"-","Tbg972.9.5830","hypothetical protein, conserved"
"Tbg972_10","IGI",2082234,2085158,"+","Tbg972.10.10660","GTPase activating protein, putative"
"Tbg972_10","IGI",638613,639804,"+","Tbg972.10.3330","hypothetical protein, conserved"
"Tbg972_03","IGI",1325922,1328273,"+","Tbg972.3.5830","hypothetical protein, conserved"
"Tbg972_05","IGI",1337283,1338926,"+","Tbg972.5.6370","hypothetical protein, conserved"
"Tbg972_11","IGI",1377800,1381140,"+","Tbg972.11.5460","hypothetical protein, conserved"
"Tbg972_05","IGI",1343151,1344779,"+","Tbg972.5.6420","hypothetical protein, conserved"
"Tbg972_08","IGI",1670849,1672863,"+","Tbg972.8.6620","hypothetical protein, conserved"
"Tbg972_05","IGI",560982,565331,"+","Tbg972.5.2690","T. brucei spp.-specific protein"
"Tbg972_03","IGI",992698,996786,"+","Tbg972.3.4360","hypothetical protein, conserved"
"Tbg972_10","IGI",3879498,3885467,"+","Tbg972.10_rRNA_1","unspecified product"
"Tbg972_10","IGI",1078881,1085625,"+","Tbg972.10.5400","T. brucei spp.-specific protein"
"Tbg972_11","IGI",2611439,2612449,"-","Tbg972.11.10890","transcription factor BTF3, putative"
"Tbg972_10","IGI",1091089,1095215,"-","Tbg972.10.5460","pumillo RNA binding protein PUF1"
"Tbg972_10","IGI",203961,206982,"+","Tbg972.10.1040","hypothetical protein, conserved"
"Tbg972_11","IGI",583754,587461,"+","Tbg972.11.2350","hypothetical protein, conserved"
"Tbg972_07","IGI",1043177,1046119,"-","Tbg972.7.4220","hypothetical protein, conserved"
"Tbg972_10","IGI",3204636,3206314,"-","Tbg972.10.16480","13 kDa deflagellation-inducible protein, putative"
"Tbg972_10","IGI",2650164,2652914,"+","Tbg972.10.13680","EF-hand domain pair, putative"
"Tbg972_05","IGI",122316,126938,"-","Tbg972.5.460","hypothetical protein, conserved"
"Tbg972_11","IGI",4200606,4205842,"-","Tbg972.11.17940","hypothetical protein, conserved"
"Tbg972_09","IGI",1254266,1256780,"-","Tbg972.9.5760","dual specificity protein phosphatase, putative"
"Tbg972_02","IGI",602118,605152,"-","Tbg.972.2.2960","esterase, putative"
"Tbg972_04","IGI",1204945,1211443,"-","Tbg972.4.4720","hypothetical protein, conserved"
"Tbg972_03","IGI",1113311,1114508,"-","Tbg972.3.4850","pre-RNA processing PIH1/Nop17, putative"
